id,src,dst,ttype
94,67,7108,TRANSFER
95,68,6673,TRANSFER
96,68,3336,TRANSFER
97,69,9266,TRANSFER
98,69,9947,TRANSFER
99,70,6272,TRANSFER
100,70,9855,TRANSFER
101,71,3050,TRANSFER
102,71,9760,TRANSFER
103,72,8652,TRANSFER
104,72,9070,TRANSFER
105,73,5457,TRANSFER
106,73,3769,TRANSFER
107,74,7322,TRANSFER
108,74,9228,TRANSFER
109,75,4071,TRANSFER
110,75,9046,TRANSFER
111,76,8193,TRANSFER
112,76,2203,TRANSFER
113,77,9161,TRANSFER
114,77,8926,TRANSFER
115,78,8001,TRANSFER
116,78,9870,TRANSFER
117,79,9823,TRANSFER
118,79,8291,TRANSFER
119,80,9824,TRANSFER
120,80,9987,TRANSFER
121,81,8107,TRANSFER
122,81,6286,TRANSFER
123,82,7873,TRANSFER
124,82,8877,TRANSFER
125,83,5248,TRANSFER
126,83,9772,TRANSFER
127,84,2303,TRANSFER
128,84,3187,TRANSFER
129,85,6324,TRANSFER
130,85,8982,TRANSFER
131,86,3310,TRANSFER
132,86,3722,TRANSFER
133,87,6206,TRANSFER
134,87,9352,TRANSFER
135,88,8776,TRANSFER
136,88,7157,TRANSFER
137,89,7270,TRANSFER
138,89,9151,TRANSFER
139,90,8268,TRANSFER
140,90,7713,TRANSFER
141,91,5962,TRANSFER
142,91,7478,TRANSFER
143,92,9988,TRANSFER
144,92,6329,TRANSFER
145,93,2624,TRANSFER
146,93,9708,TRANSFER
147,94,7221,TRANSFER
148,94,6330,TRANSFER
149,95,6708,TRANSFER
150,95,2096,TRANSFER
151,96,7196,TRANSFER
152,96,8721,TRANSFER
153,97,7649,TRANSFER
154,97,3402,TRANSFER
155,98,9900,TRANSFER
156,98,7756,TRANSFER
157,99,8995,TRANSFER
158,99,6064,TRANSFER
159,100,9414,TRANSFER
160,100,6550,TRANSFER
161,101,8471,TRANSFER
162,101,9084,TRANSFER
163,102,7595,TRANSFER
164,102,9053,TRANSFER
165,103,6298,TRANSFER
166,103,8380,TRANSFER
167,104,5197,TRANSFER
168,104,2441,TRANSFER
169,105,6148,TRANSFER
170,105,4458,TRANSFER
171,106,8968,TRANSFER
172,106,6577,TRANSFER
173,107,6641,TRANSFER
174,107,9902,TRANSFER
175,108,5492,TRANSFER
176,108,9016,TRANSFER
177,109,9899,TRANSFER
178,109,8923,TRANSFER
179,110,8064,TRANSFER
180,110,8389,TRANSFER
181,111,9959,TRANSFER
182,111,9815,TRANSFER
183,112,8770,TRANSFER
184,112,8890,TRANSFER
185,113,5257,TRANSFER
186,113,8577,TRANSFER
187,114,9999,TRANSFER
188,114,8032,TRANSFER
189,115,2278,TRANSFER
190,115,3005,TRANSFER
191,116,8159,TRANSFER
192,116,6959,TRANSFER
193,117,8491,TRANSFER
194,117,4228,TRANSFER
195,118,7653,TRANSFER
196,118,8883,TRANSFER
197,119,6417,TRANSFER
198,119,6985,TRANSFER
199,120,7630,TRANSFER
200,120,8780,TRANSFER
201,121,7223,TRANSFER
202,121,7360,TRANSFER
203,122,3194,TRANSFER
204,122,3859,TRANSFER
205,123,8508,TRANSFER
206,123,6371,TRANSFER
207,124,9537,TRANSFER
208,124,9642,TRANSFER
209,125,8200,TRANSFER
210,125,8819,TRANSFER
211,126,8900,TRANSFER
212,126,9949,TRANSFER
213,127,6355,TRANSFER
214,127,6143,TRANSFER
215,128,4597,TRANSFER
216,128,3134,TRANSFER
217,129,5370,TRANSFER
218,129,9214,TRANSFER
219,130,2761,TRANSFER
220,130,6507,TRANSFER
221,131,9800,TRANSFER
222,131,7549,TRANSFER
223,132,9557,TRANSFER
224,132,4628,TRANSFER
225,133,3140,TRANSFER
226,133,4603,TRANSFER
227,134,9029,TRANSFER
228,134,8370,TRANSFER
229,135,2723,TRANSFER
230,135,9291,TRANSFER
231,136,6368,TRANSFER
232,136,8914,TRANSFER
233,137,9853,TRANSFER
234,137,3367,TRANSFER
235,138,7334,TRANSFER
236,138,7017,TRANSFER
237,139,3186,TRANSFER
238,139,9435,TRANSFER
239,140,8989,TRANSFER
240,140,2218,TRANSFER
241,141,7397,TRANSFER
242,141,4899,TRANSFER
243,142,9963,TRANSFER
244,142,7663,TRANSFER
245,143,7308,TRANSFER
246,143,8815,TRANSFER
247,144,4249,TRANSFER
248,144,9012,TRANSFER
249,145,4214,TRANSFER
250,145,9363,TRANSFER
251,146,6505,TRANSFER
252,146,3872,TRANSFER
253,147,9935,TRANSFER
254,147,9108,TRANSFER
255,148,4342,TRANSFER
256,148,9344,TRANSFER
257,149,9937,TRANSFER
258,149,9991,TRANSFER
259,150,3938,TRANSFER
260,150,9820,TRANSFER
261,151,9561,TRANSFER
262,151,4845,TRANSFER
263,152,3854,TRANSFER
264,152,9905,TRANSFER
265,153,8837,TRANSFER
266,153,4291,TRANSFER
267,154,3320,TRANSFER
268,154,7100,TRANSFER
269,155,8709,TRANSFER
270,155,9451,TRANSFER
271,156,2579,TRANSFER
272,156,7565,TRANSFER
273,157,8593,TRANSFER
274,157,3172,TRANSFER
275,158,8833,TRANSFER
276,158,2603,TRANSFER
277,159,3695,TRANSFER
278,159,6912,TRANSFER
279,160,2393,TRANSFER
280,160,9173,TRANSFER
281,161,7409,TRANSFER
282,161,7281,TRANSFER
283,162,3451,TRANSFER
284,162,4745,TRANSFER
285,163,7390,TRANSFER
286,163,9800,TRANSFER
287,164,6152,TRANSFER
288,164,9991,TRANSFER
289,165,4039,TRANSFER
290,165,3153,TRANSFER
291,166,7002,TRANSFER
292,166,9999,TRANSFER
293,167,9835,TRANSFER
294,167,3631,TRANSFER
295,168,4101,TRANSFER
296,168,6131,TRANSFER
297,169,6490,TRANSFER
298,169,7509,TRANSFER
299,170,9906,TRANSFER
300,170,5857,TRANSFER
301,171,9512,TRANSFER
302,171,5194,TRANSFER
303,172,3757,TRANSFER
304,172,9984,TRANSFER
305,173,6139,TRANSFER
306,173,5671,TRANSFER
307,174,9986,TRANSFER
308,174,9644,TRANSFER
309,175,8042,TRANSFER
310,175,8827,TRANSFER
311,176,9400,TRANSFER
312,176,3873,TRANSFER
313,177,9928,TRANSFER
314,177,3347,TRANSFER
315,178,5322,TRANSFER
316,178,9163,TRANSFER
317,179,8793,TRANSFER
318,179,9988,TRANSFER
319,180,5662,TRANSFER
320,180,6531,TRANSFER
321,181,7230,TRANSFER
322,181,7922,TRANSFER
323,182,9763,TRANSFER
324,182,3009,TRANSFER
325,183,9927,TRANSFER
326,183,6142,TRANSFER
327,184,3855,TRANSFER
328,184,6903,TRANSFER
329,185,8430,TRANSFER
330,185,9952,TRANSFER
331,186,9980,TRANSFER
332,186,6968,TRANSFER
333,187,8242,TRANSFER
334,187,4831,TRANSFER
335,188,7152,TRANSFER
336,188,9917,TRANSFER
337,189,5261,TRANSFER
338,189,4505,TRANSFER
339,190,8518,TRANSFER
340,190,9518,TRANSFER
341,191,3986,TRANSFER
342,191,9631,TRANSFER
343,192,3217,TRANSFER
344,192,8722,TRANSFER
345,193,8464,TRANSFER
346,193,4200,TRANSFER
347,194,7128,TRANSFER
348,194,8815,TRANSFER
349,195,8848,TRANSFER
350,195,7091,TRANSFER
351,196,9940,TRANSFER
352,196,6688,TRANSFER
353,197,9790,TRANSFER
354,197,9840,TRANSFER
355,198,9877,TRANSFER
356,198,8417,TRANSFER
357,199,9908,TRANSFER
358,199,9808,TRANSFER
359,200,9864,TRANSFER
360,200,2428,TRANSFER
361,201,9017,TRANSFER
362,201,3043,TRANSFER
363,202,6571,TRANSFER
364,202,3661,TRANSFER
365,203,6257,TRANSFER
366,203,7975,TRANSFER
367,204,9190,TRANSFER
368,204,9171,TRANSFER
369,205,6376,TRANSFER
370,205,9314,TRANSFER
371,206,7501,TRANSFER
372,206,5686,TRANSFER
373,207,7568,TRANSFER
374,207,9545,TRANSFER
375,208,7170,TRANSFER
376,208,6598,TRANSFER
377,209,2330,TRANSFER
378,209,9491,TRANSFER
379,210,9997,TRANSFER
380,210,7913,TRANSFER
381,211,6175,TRANSFER
382,211,6891,TRANSFER
383,212,7519,TRANSFER
384,212,9949,TRANSFER
385,213,8463,TRANSFER
386,213,8872,TRANSFER
387,214,9827,TRANSFER
388,214,2939,TRANSFER
389,215,7985,TRANSFER
390,215,7990,TRANSFER
391,216,8869,TRANSFER
392,216,6581,TRANSFER
393,217,5783,TRANSFER
394,217,7234,TRANSFER
395,218,6339,TRANSFER
396,218,9489,TRANSFER
397,219,9534,TRANSFER
398,219,5291,TRANSFER
399,220,9927,TRANSFER
400,220,9819,TRANSFER
401,221,7059,TRANSFER
402,221,5218,TRANSFER
403,222,9942,TRANSFER
404,222,3508,TRANSFER
405,223,9994,TRANSFER
406,223,6035,TRANSFER
407,224,7642,TRANSFER
408,224,7211,TRANSFER
409,225,3470,TRANSFER
410,225,9999,TRANSFER
411,226,9982,TRANSFER
412,226,8627,TRANSFER
413,227,9559,TRANSFER
414,227,9337,TRANSFER
415,228,9982,TRANSFER
416,228,8231,TRANSFER
417,229,9282,TRANSFER
418,229,9868,TRANSFER
419,230,5753,TRANSFER
420,230,5361,TRANSFER
421,231,4118,TRANSFER
422,231,8377,TRANSFER
423,232,9445,TRANSFER
424,232,9710,TRANSFER
425,233,9999,TRANSFER
426,233,9370,TRANSFER
427,234,9560,TRANSFER
428,234,4350,TRANSFER
429,235,4455,TRANSFER
430,235,6928,TRANSFER
431,236,7112,TRANSFER
432,236,3794,TRANSFER
433,237,9321,TRANSFER
434,237,9466,TRANSFER
435,238,5404,TRANSFER
436,238,8132,TRANSFER
437,239,9212,TRANSFER
438,239,9964,TRANSFER
439,240,6759,TRANSFER
440,240,8124,TRANSFER
441,241,9941,TRANSFER
442,241,4012,TRANSFER
443,242,7536,TRANSFER
444,242,6746,TRANSFER
445,243,4594,TRANSFER
446,243,7633,TRANSFER
447,244,7899,TRANSFER
448,244,2752,TRANSFER
449,245,6943,TRANSFER
450,245,9696,TRANSFER
451,246,7837,TRANSFER
452,246,8069,TRANSFER
453,247,3279,TRANSFER
454,247,6413,TRANSFER
455,248,6791,TRANSFER
456,248,2352,TRANSFER
457,249,4902,TRANSFER
458,249,2759,TRANSFER
459,250,7810,TRANSFER
460,250,9516,TRANSFER
461,251,9826,TRANSFER
462,251,9488,TRANSFER
463,252,9992,TRANSFER
464,252,6509,TRANSFER
465,253,8096,TRANSFER
466,253,8129,TRANSFER
467,254,9538,TRANSFER
468,254,8607,TRANSFER
469,255,3501,TRANSFER
470,255,9188,TRANSFER
471,256,6619,TRANSFER
472,256,7051,TRANSFER
473,257,4397,TRANSFER
474,257,9369,TRANSFER
475,258,7811,TRANSFER
476,258,9044,TRANSFER
477,259,6968,TRANSFER
478,259,3996,TRANSFER
479,260,9534,TRANSFER
480,260,7099,TRANSFER
481,261,9975,TRANSFER
482,261,8568,TRANSFER
483,262,9515,TRANSFER
484,262,9386,TRANSFER
485,263,6723,TRANSFER
486,263,9960,TRANSFER
487,264,7738,TRANSFER
488,264,9417,TRANSFER
489,265,7826,TRANSFER
490,265,6944,TRANSFER
491,266,3409,TRANSFER
492,266,9995,TRANSFER
493,267,9214,TRANSFER
494,267,9805,TRANSFER
495,268,9996,TRANSFER
496,268,7864,TRANSFER
497,269,5600,TRANSFER
498,269,9051,TRANSFER
499,270,6890,TRANSFER
500,270,7449,TRANSFER
501,271,6414,TRANSFER
502,271,6834,TRANSFER
503,272,9788,TRANSFER
504,272,2673,TRANSFER
505,273,8812,TRANSFER
506,273,3656,TRANSFER
507,274,7085,TRANSFER
508,274,4849,TRANSFER
509,275,6333,TRANSFER
510,275,9073,TRANSFER
511,276,5881,TRANSFER
512,276,8894,TRANSFER
513,277,8967,TRANSFER
514,277,9357,TRANSFER
515,278,6825,TRANSFER
516,278,9834,TRANSFER
517,279,3007,TRANSFER
518,279,9886,TRANSFER
519,280,8868,TRANSFER
520,280,7172,TRANSFER
521,281,8277,TRANSFER
522,281,7055,TRANSFER
523,282,2935,TRANSFER
524,282,6370,TRANSFER
525,283,9999,TRANSFER
526,283,9983,TRANSFER
527,284,6069,TRANSFER
528,284,9938,TRANSFER
529,285,7611,TRANSFER
530,285,9963,TRANSFER
531,286,8851,TRANSFER
532,286,9543,TRANSFER
533,287,5338,TRANSFER
534,287,9727,TRANSFER
535,288,8962,TRANSFER
536,288,9248,TRANSFER
537,289,2351,TRANSFER
538,289,4857,TRANSFER
539,290,2498,TRANSFER
540,290,5968,TRANSFER
541,291,4516,TRANSFER
542,291,7401,TRANSFER
543,292,2413,TRANSFER
544,292,7658,TRANSFER
545,293,9524,TRANSFER
546,293,8480,TRANSFER
547,294,8155,TRANSFER
548,294,9478,TRANSFER
549,295,7429,TRANSFER
550,295,3745,TRANSFER
551,296,9014,TRANSFER
552,296,7875,TRANSFER
553,297,9484,TRANSFER
554,297,4509,TRANSFER
555,298,9335,TRANSFER
556,298,2821,TRANSFER
557,299,2397,TRANSFER
558,299,6680,TRANSFER
559,300,7456,TRANSFER
560,300,8834,TRANSFER
561,301,9816,TRANSFER
562,301,5154,TRANSFER
563,302,8306,TRANSFER
564,302,7326,TRANSFER
565,303,4252,TRANSFER
566,303,7859,TRANSFER
567,304,7847,TRANSFER
568,304,9254,TRANSFER
569,305,7120,TRANSFER
570,305,8976,TRANSFER
571,306,7526,TRANSFER
572,306,9512,TRANSFER
573,307,7045,TRANSFER
574,307,9795,TRANSFER
575,308,9052,TRANSFER
576,308,3546,TRANSFER
577,309,9590,TRANSFER
578,309,6633,TRANSFER
579,310,6118,TRANSFER
580,310,9919,TRANSFER
581,311,8489,TRANSFER
582,311,8724,TRANSFER
583,312,6193,TRANSFER
584,312,8806,TRANSFER
585,313,9985,TRANSFER
586,313,7373,TRANSFER
587,314,3672,TRANSFER
588,314,8648,TRANSFER
589,315,8366,TRANSFER
590,315,6583,TRANSFER
591,316,7878,TRANSFER
592,316,8940,TRANSFER
593,317,6469,TRANSFER
594,317,9621,TRANSFER
595,318,9302,TRANSFER
596,318,9219,TRANSFER
597,319,6816,TRANSFER
598,319,9875,TRANSFER
599,320,8128,TRANSFER
600,320,5125,TRANSFER
601,321,5371,TRANSFER
602,321,6642,TRANSFER
603,322,8034,TRANSFER
604,322,7263,TRANSFER
605,323,9813,TRANSFER
606,323,6268,TRANSFER
607,324,9918,TRANSFER
608,324,4363,TRANSFER
609,325,7644,TRANSFER
610,325,8761,TRANSFER
611,326,5760,TRANSFER
612,326,6688,TRANSFER
613,327,8963,TRANSFER
614,327,7440,TRANSFER
615,328,4064,TRANSFER
616,328,9150,TRANSFER
617,329,2348,TRANSFER
618,329,9991,TRANSFER
619,330,9946,TRANSFER
620,330,9910,TRANSFER
621,331,9149,TRANSFER
622,331,4535,TRANSFER
623,332,2210,TRANSFER
624,332,9892,TRANSFER
625,333,9646,TRANSFER
626,333,7951,TRANSFER
627,334,4723,TRANSFER
628,334,3560,TRANSFER
629,335,7147,TRANSFER
630,335,9631,TRANSFER
631,336,9633,TRANSFER
632,336,6889,TRANSFER
633,337,5533,TRANSFER
634,337,8874,TRANSFER
635,338,6917,TRANSFER
636,338,7249,TRANSFER
637,339,6728,TRANSFER
638,339,9811,TRANSFER
639,340,6606,TRANSFER
640,340,4555,TRANSFER
641,341,6337,TRANSFER
642,341,6683,TRANSFER
643,342,5858,TRANSFER
644,342,9858,TRANSFER
645,343,3657,TRANSFER
646,343,7745,TRANSFER
647,344,2951,TRANSFER
648,344,7133,TRANSFER
649,345,4863,TRANSFER
650,345,9468,TRANSFER
651,346,7619,TRANSFER
652,346,8611,TRANSFER
653,347,6529,TRANSFER
654,347,6772,TRANSFER
655,348,2842,TRANSFER
656,348,3751,TRANSFER
657,349,9044,TRANSFER
658,349,6853,TRANSFER
659,350,9742,TRANSFER
660,350,6539,TRANSFER
661,351,8911,TRANSFER
662,351,8039,TRANSFER
663,352,9973,TRANSFER
664,352,9606,TRANSFER
665,353,3699,TRANSFER
666,353,8955,TRANSFER
667,354,7955,TRANSFER
668,354,8240,TRANSFER
669,355,2233,TRANSFER
670,355,5824,TRANSFER
671,356,2868,TRANSFER
672,356,9324,TRANSFER
673,357,9416,TRANSFER
674,357,6396,TRANSFER
675,358,6144,TRANSFER
676,358,7852,TRANSFER
677,359,8670,TRANSFER
678,359,2833,TRANSFER
679,360,8785,TRANSFER
680,360,3674,TRANSFER
681,361,5705,TRANSFER
682,361,2805,TRANSFER
683,362,3912,TRANSFER
684,362,9279,TRANSFER
685,363,9275,TRANSFER
686,363,9475,TRANSFER
687,364,7008,TRANSFER
688,364,2398,TRANSFER
689,365,9561,TRANSFER
690,365,7487,TRANSFER
691,366,8760,TRANSFER
692,366,9940,TRANSFER
693,367,6151,TRANSFER
694,367,7183,TRANSFER
695,368,6932,TRANSFER
696,368,2458,TRANSFER
697,369,8816,TRANSFER
698,369,6829,TRANSFER
699,370,8336,TRANSFER
700,370,9881,TRANSFER
701,371,2946,TRANSFER
702,371,8553,TRANSFER
703,372,9301,TRANSFER
704,372,3642,TRANSFER
705,373,9516,TRANSFER
706,373,8763,TRANSFER
707,374,9774,TRANSFER
708,374,9793,TRANSFER
709,375,8903,TRANSFER
710,375,9790,TRANSFER
711,376,7087,TRANSFER
712,376,7797,TRANSFER
713,377,9880,TRANSFER
714,377,4301,TRANSFER
715,378,2903,TRANSFER
716,378,4828,TRANSFER
717,379,9080,TRANSFER
718,379,6664,TRANSFER
719,380,9944,TRANSFER
720,380,6635,TRANSFER
721,381,6402,TRANSFER
722,381,5010,TRANSFER
723,382,9638,TRANSFER
724,382,9766,TRANSFER
725,383,9529,TRANSFER
726,383,9982,TRANSFER
727,384,9065,TRANSFER
728,384,8151,TRANSFER
729,385,8396,TRANSFER
730,385,6828,TRANSFER
731,386,9946,TRANSFER
732,386,9968,TRANSFER
733,387,9088,TRANSFER
734,387,7326,TRANSFER
735,388,6249,TRANSFER
736,388,4474,TRANSFER
737,389,9950,TRANSFER
738,389,9911,TRANSFER
739,390,9632,TRANSFER
740,390,3319,TRANSFER
741,391,9174,TRANSFER
742,391,9898,TRANSFER
743,392,6920,TRANSFER
744,392,9953,TRANSFER
745,393,6509,TRANSFER
746,393,9563,TRANSFER
747,394,9800,TRANSFER
748,394,3494,TRANSFER
749,395,3803,TRANSFER
750,395,7729,TRANSFER
751,396,3994,TRANSFER
752,396,3341,TRANSFER
753,397,8043,TRANSFER
754,397,9986,TRANSFER
755,398,8497,TRANSFER
756,398,4303,TRANSFER
757,399,9935,TRANSFER
758,399,7728,TRANSFER
759,400,9664,TRANSFER
760,400,4577,TRANSFER
761,401,5888,TRANSFER
762,401,7616,TRANSFER
763,402,9000,TRANSFER
764,402,2895,TRANSFER
765,403,9693,TRANSFER
766,403,8861,TRANSFER
767,404,6305,TRANSFER
768,404,9129,TRANSFER
769,405,8235,TRANSFER
770,405,3623,TRANSFER
771,406,6653,TRANSFER
772,406,9979,TRANSFER
773,407,9160,TRANSFER
774,407,7871,TRANSFER
775,408,6962,TRANSFER
776,408,4302,TRANSFER
777,409,3154,TRANSFER
778,409,9782,TRANSFER
779,410,5640,TRANSFER
780,410,9033,TRANSFER
781,411,9746,TRANSFER
782,411,7645,TRANSFER
783,412,9966,TRANSFER
784,412,9796,TRANSFER
785,413,2262,TRANSFER
786,413,7738,TRANSFER
787,414,6450,TRANSFER
788,414,9116,TRANSFER
789,415,7627,TRANSFER
790,415,9445,TRANSFER
791,416,9348,TRANSFER
792,416,6463,TRANSFER
793,417,6473,TRANSFER
794,417,9736,TRANSFER
795,418,9568,TRANSFER
796,418,9056,TRANSFER
797,419,6823,TRANSFER
798,419,7047,TRANSFER
799,420,8967,TRANSFER
800,420,9199,TRANSFER
801,421,5610,TRANSFER
802,421,9825,TRANSFER
803,422,7925,TRANSFER
804,422,9632,TRANSFER
805,423,5205,TRANSFER
806,423,3771,TRANSFER
807,424,6707,TRANSFER
808,424,2242,TRANSFER
809,425,9013,TRANSFER
810,425,8948,TRANSFER
811,426,2745,TRANSFER
812,426,4150,TRANSFER
813,427,3696,TRANSFER
814,427,9814,TRANSFER
815,428,9850,TRANSFER
816,428,9992,TRANSFER
817,429,8661,TRANSFER
818,429,8323,TRANSFER
819,430,8142,TRANSFER
820,430,3821,TRANSFER
821,431,7802,TRANSFER
822,431,7621,TRANSFER
823,432,9538,TRANSFER
824,432,9933,TRANSFER
825,433,7918,TRANSFER
826,433,7266,TRANSFER
827,434,3489,TRANSFER
828,434,9449,TRANSFER
829,435,2836,TRANSFER
830,435,9165,TRANSFER
831,436,9312,TRANSFER
832,436,7470,TRANSFER
833,437,7841,TRANSFER
834,437,4634,TRANSFER
835,438,4771,TRANSFER
836,438,7385,TRANSFER
837,439,6440,TRANSFER
838,439,9712,TRANSFER
839,440,2940,TRANSFER
840,440,4640,TRANSFER
841,441,2629,TRANSFER
842,441,8552,TRANSFER
843,442,9971,TRANSFER
844,442,3743,TRANSFER
845,443,6514,TRANSFER
846,443,8999,TRANSFER
847,444,8741,TRANSFER
848,444,6918,TRANSFER
849,445,7795,TRANSFER
850,445,9724,TRANSFER
851,446,9153,TRANSFER
852,446,4148,TRANSFER
853,447,3258,TRANSFER
854,447,9993,TRANSFER
855,448,3818,TRANSFER
856,448,9835,TRANSFER
857,449,2227,TRANSFER
858,449,6489,TRANSFER
859,450,6798,TRANSFER
860,450,9370,TRANSFER
861,451,9996,TRANSFER
862,451,7830,TRANSFER
863,452,7144,TRANSFER
864,452,9788,TRANSFER
865,453,8760,TRANSFER
866,453,5139,TRANSFER
867,454,6681,TRANSFER
868,454,7340,TRANSFER
869,455,9133,TRANSFER
870,455,3152,TRANSFER
871,456,2827,TRANSFER
872,456,8632,TRANSFER
873,457,2527,TRANSFER
874,457,8368,TRANSFER
875,458,8674,TRANSFER
876,458,9421,TRANSFER
877,459,8368,TRANSFER
878,459,9790,TRANSFER
879,460,5764,TRANSFER
880,460,6856,TRANSFER
881,461,7454,TRANSFER
882,461,2771,TRANSFER
883,462,7524,TRANSFER
884,462,9597,TRANSFER
885,463,3297,TRANSFER
886,463,6357,TRANSFER
887,464,9956,TRANSFER
888,464,9441,TRANSFER
889,465,9726,TRANSFER
890,465,8767,TRANSFER
891,466,6675,TRANSFER
892,466,7139,TRANSFER
893,467,6209,TRANSFER
894,467,9993,TRANSFER
895,468,9349,TRANSFER
896,468,8901,TRANSFER
897,469,2610,TRANSFER
898,469,5447,TRANSFER
899,470,8177,TRANSFER
900,470,7202,TRANSFER
901,471,7808,TRANSFER
902,471,9860,TRANSFER
903,472,9448,TRANSFER
904,472,2766,TRANSFER
905,473,8959,TRANSFER
906,473,7804,TRANSFER
907,474,6124,TRANSFER
908,474,4254,TRANSFER
909,475,8000,TRANSFER
910,475,5388,TRANSFER
911,476,2848,TRANSFER
912,476,8973,TRANSFER
913,477,9877,TRANSFER
914,477,8109,TRANSFER
915,478,8770,TRANSFER
916,478,9549,TRANSFER
917,479,8603,TRANSFER
918,479,2699,TRANSFER
919,480,9442,TRANSFER
920,480,7498,TRANSFER
921,481,8152,TRANSFER
922,481,5298,TRANSFER
923,482,3616,TRANSFER
924,482,6590,TRANSFER
925,483,9365,TRANSFER
926,483,4061,TRANSFER
927,484,4552,TRANSFER
928,484,2586,TRANSFER
929,485,9385,TRANSFER
930,485,9168,TRANSFER
931,486,9601,TRANSFER
932,486,5950,TRANSFER
933,487,5983,TRANSFER
934,487,7662,TRANSFER
935,488,8354,TRANSFER
936,488,9114,TRANSFER
937,489,4814,TRANSFER
938,489,9754,TRANSFER
939,490,5606,TRANSFER
940,490,2721,TRANSFER
941,491,6451,TRANSFER
942,491,9997,TRANSFER
943,492,7093,TRANSFER
944,492,9918,TRANSFER
945,493,7099,TRANSFER
946,493,8839,TRANSFER
947,494,8056,TRANSFER
948,494,9685,TRANSFER
949,495,3716,TRANSFER
950,495,6599,TRANSFER
951,496,9812,TRANSFER
952,496,9084,TRANSFER
953,497,7460,TRANSFER
954,497,5670,TRANSFER
955,498,4248,TRANSFER
956,498,2374,TRANSFER
957,499,4726,TRANSFER
958,499,9602,TRANSFER
959,500,8992,TRANSFER
960,500,2736,TRANSFER
961,501,9898,TRANSFER
962,501,7886,TRANSFER
963,502,3561,TRANSFER
964,502,8400,TRANSFER
965,503,9182,TRANSFER
966,503,8649,TRANSFER
967,504,7444,TRANSFER
968,504,4788,TRANSFER
969,505,7208,TRANSFER
970,505,6973,TRANSFER
971,506,6545,TRANSFER
972,506,6222,TRANSFER
973,507,7710,TRANSFER
974,507,6574,TRANSFER
975,508,9223,TRANSFER
976,508,5041,TRANSFER
977,509,6920,TRANSFER
978,509,7022,TRANSFER
979,510,6471,TRANSFER
980,510,7080,TRANSFER
981,511,9146,TRANSFER
982,511,9517,TRANSFER
983,512,9993,TRANSFER
984,512,8514,TRANSFER
985,513,9836,TRANSFER
986,513,5520,TRANSFER
987,514,8651,TRANSFER
988,514,9887,TRANSFER
989,515,4700,TRANSFER
990,515,6181,TRANSFER
991,516,9510,TRANSFER
992,516,4446,TRANSFER
993,517,9799,TRANSFER
994,517,7898,TRANSFER
995,518,4817,TRANSFER
996,518,9413,TRANSFER
997,519,6940,TRANSFER
