src,dst,sum,mean,median,std,max,min,count,is_sar
19,59729,1131.17,565.585,565.585,280.78503174136614,764.13,367.04,2,0
20,47289,1544.8,1544.8,1544.8,0.0,1544.8,1544.8,1,0
21,85958,1806.18,1806.18,1806.18,0.0,1806.18,1806.18,1,0
21,88682,806.06,806.06,806.06,0.0,806.06,806.06,1,0
22,45361,440.64,440.64,440.64,0.0,440.64,440.64,1,0
22,82396,867.46,867.46,867.46,0.0,867.46,867.46,1,0
23,74279,890.29,890.29,890.29,0.0,890.29,890.29,1,0
23,87226,537.34,537.34,537.34,0.0,537.34,537.34,1,0
24,47906,182.92,182.92,182.92,0.0,182.92,182.92,1,0
25,74282,822.53,822.53,822.53,0.0,822.53,822.53,1,0
25,77469,1962.59,1962.59,1962.59,0.0,1962.59,1962.59,1,0
26,46744,431.13,431.13,431.13,0.0,431.13,431.13,1,0
26,82473,551.81,551.81,551.81,0.0,551.81,551.81,1,0
27,37773,3178.33,1589.165,1589.165,165.1306466104945,1705.93,1472.4,2,0
28,75811,819.0,819.0,819.0,0.0,819.0,819.0,1,0
28,82508,103.16,103.16,103.16,0.0,103.16,103.16,1,0
29,90015,996.59,996.59,996.59,0.0,996.59,996.59,1,0
29,92875,1157.9,1157.9,1157.9,0.0,1157.9,1157.9,1,0
30,80231,385.31,385.31,385.31,0.0,385.31,385.31,1,0
30,89331,910.5,910.5,910.5,0.0,910.5,910.5,1,0
31,92569,30.56,30.56,30.56,0.0,30.56,30.56,1,0
32,43082,671.02,671.02,671.02,0.0,671.02,671.02,1,0
32,88755,1165.45,1165.45,1165.45,0.0,1165.45,1165.45,1,0
33,72580,1722.0,1722.0,1722.0,0.0,1722.0,1722.0,1,0
33,88255,177.92,177.92,177.92,0.0,177.92,177.92,1,0
34,92821,807.84,807.84,807.84,0.0,807.84,807.84,1,0
35,54852,1211.0,1211.0,1211.0,0.0,1211.0,1211.0,1,0
35,86148,640.76,640.76,640.76,0.0,640.76,640.76,1,0
36,50582,1010.16,1010.16,1010.16,0.0,1010.16,1010.16,1,0
36,65368,1825.35,912.675,912.675,386.92175959746686,1186.27,639.08,2,0
37,82877,109.14,109.14,109.14,0.0,109.14,109.14,1,0
37,88448,953.74,953.74,953.74,0.0,953.74,953.74,1,0
38,41730,1599.67,799.835,799.835,29.43685530079593,820.65,779.02,2,0
38,80760,614.88,614.88,614.88,0.0,614.88,614.88,1,0
39,83487,416.65,416.65,416.65,0.0,416.65,416.65,1,0
40,46227,1565.39,1565.39,1565.39,0.0,1565.39,1565.39,1,0
40,93104,827.21,827.21,827.21,0.0,827.21,827.21,1,0
41,90778,1171.27,1171.27,1171.27,0.0,1171.27,1171.27,1,0
41,93051,420.23,420.23,420.23,0.0,420.23,420.23,1,0
42,86681,836.06,836.06,836.06,0.0,836.06,836.06,1,0
43,41294,686.5,686.5,686.5,0.0,686.5,686.5,1,0
43,92944,1356.64,1356.64,1356.64,0.0,1356.64,1356.64,1,0
44,72086,274.27,274.27,274.27,0.0,274.27,274.27,1,0
44,86617,411.86,411.86,411.86,0.0,411.86,411.86,1,0
45,47612,536.67,536.67,536.67,0.0,536.67,536.67,1,0
45,87853,1454.75,1454.75,1454.75,0.0,1454.75,1454.75,1,0
46,59928,1790.88,895.44,895.44,626.4683238600337,1338.42,452.46,2,0
46,76284,1370.85,1370.85,1370.85,0.0,1370.85,1370.85,1,0
47,46809,910.46,910.46,910.46,0.0,910.46,910.46,1,0
47,92963,823.12,823.12,823.12,0.0,823.12,823.12,1,0
48,72428,1774.73,1774.73,1774.73,0.0,1774.73,1774.73,1,0
48,93043,175.39,175.39,175.39,0.0,175.39,175.39,1,0
49,61781,1611.42,805.71,805.71,779.2740992744466,1356.74,254.68,2,0
49,69169,2364.94,1182.47,1182.47,555.1919603164296,1575.05,789.89,2,0
50,59127,988.97,494.485,494.485,65.99427588814045,541.15,447.82,2,0
50,60038,1756.8200000000002,878.4100000000001,878.4100000000001,183.23965127668188,1007.98,748.84,2,0
51,65996,15.37,15.37,15.37,0.0,15.37,15.37,1,0
52,65697,353.54,353.54,353.54,0.0,353.54,353.54,1,0
52,83948,119.46,119.46,119.46,0.0,119.46,119.46,1,0
53,51098,503.32,503.32,503.32,0.0,503.32,503.32,1,0
53,84488,312.65,312.65,312.65,0.0,312.65,312.65,1,0
54,46360,417.28,417.28,417.28,0.0,417.28,417.28,1,0
55,42884,1532.74,766.37,766.37,378.35869647729794,1033.91,498.83,2,0
56,47854,200.95,200.95,200.95,0.0,200.95,200.95,1,0
56,72550,459.47,459.47,459.47,0.0,459.47,459.47,1,0
57,46017,298.91,298.91,298.91,0.0,298.91,298.91,1,0
57,47285,405.15,405.15,405.15,0.0,405.15,405.15,1,0
58,59446,2784.2,1392.1,1392.1,54.77249127070999,1430.83,1353.37,2,0
58,83773,877.82,877.82,877.82,0.0,877.82,877.82,1,0
59,82945,56.21,56.21,56.21,0.0,56.21,56.21,1,0
59,92413,1656.69,1656.69,1656.69,0.0,1656.69,1656.69,1,0
60,69216,92.45,92.45,92.45,0.0,92.45,92.45,1,0
60,91684,177.96,177.96,177.96,0.0,177.96,177.96,1,0
61,30374,1251.9099999999999,625.9549999999999,625.9549999999999,465.3823280379262,955.03,296.88,2,0
61,71432,890.24,890.24,890.24,0.0,890.24,890.24,1,0
62,37269,2137.5699999999997,1068.7849999999999,1068.7849999999999,417.8788944778141,1364.27,773.3,2,0
62,67587,2142.08,1071.04,1071.04,139.08790385939383,1169.39,972.69,2,0
63,55219,681.98,681.98,681.98,0.0,681.98,681.98,1,0
64,73764,1006.68,1006.68,1006.68,0.0,1006.68,1006.68,1,0
65,61624,1285.76,642.88,642.88,717.8689463962068,1150.49,135.27,2,0
65,78297,1180.23,1180.23,1180.23,0.0,1180.23,1180.23,1,0
66,69436,127.78,127.78,127.78,0.0,127.78,127.78,1,0
66,91720,1117.0,1117.0,1117.0,0.0,1117.0,1117.0,1,0
67,64305,1059.21,529.605,529.605,196.10192362646518,668.27,390.94,2,0
67,77696,1060.81,1060.81,1060.81,0.0,1060.81,1060.81,1,0
68,39467,2355.99,1177.995,1177.995,21.545543622754042,1193.23,1162.76,2,0
68,72246,215.24,215.24,215.24,0.0,215.24,215.24,1,0
69,52500,902.82,902.82,902.82,0.0,902.82,902.82,1,0
69,89241,969.34,969.34,969.34,0.0,969.34,969.34,1,0
70,57093,453.67,453.67,453.67,0.0,453.67,453.67,1,0
70,82474,1058.45,1058.45,1058.45,0.0,1058.45,1058.45,1,0
71,77063,156.66,156.66,156.66,0.0,156.66,156.66,1,0
72,66086,246.75,123.375,123.375,65.18817415758782,169.47,77.28,2,0
72,75558,854.13,854.13,854.13,0.0,854.13,854.13,1,0
73,50299,119.58,119.58,119.58,0.0,119.58,119.58,1,0
73,92024,1175.36,1175.36,1175.36,0.0,1175.36,1175.36,1,0
74,46310,26.09,26.09,26.09,0.0,26.09,26.09,1,0
74,52082,774.97,774.97,774.97,0.0,774.97,774.97,1,0
75,35731,787.34,393.67,393.67,405.38431765424775,680.32,107.02,2,0
75,87053,871.09,871.09,871.09,0.0,871.09,871.09,1,0
76,55585,275.08,275.08,275.08,0.0,275.08,275.08,1,0
77,42917,1281.31,640.655,640.655,489.2401108351604,986.6,294.71,2,0
77,85254,706.89,706.89,706.89,0.0,706.89,706.89,1,0
78,66602,614.64,307.32,307.32,153.79572490807408,416.07,198.57,2,0
78,72654,1195.28,1195.28,1195.28,0.0,1195.28,1195.28,1,0
79,69490,67.79,67.79,67.79,0.0,67.79,67.79,1,0
80,91335,1155.19,1155.19,1155.19,0.0,1155.19,1155.19,1,0
80,92920,669.85,669.85,669.85,0.0,669.85,669.85,1,0
81,66349,716.96,716.96,716.96,0.0,716.96,716.96,1,0
82,63225,1611.29,805.645,805.645,87.37718495122164,867.43,743.86,2,0
82,93088,322.73,322.73,322.73,0.0,322.73,322.73,1,0
83,49654,550.19,550.19,550.19,0.0,550.19,550.19,1,0
83,74314,118.52,118.52,118.52,0.0,118.52,118.52,1,0
84,67637,1349.1100000000001,674.5550000000001,674.5550000000001,117.89591362723296,757.92,591.19,2,0
84,76036,977.61,977.61,977.61,0.0,977.61,977.61,1,0
85,50243,659.46,659.46,659.46,0.0,659.46,659.46,1,0
85,69030,2652.79,1326.395,1326.395,36.38064389204774,1352.12,1300.67,2,0
86,72311,807.26,807.26,807.26,0.0,807.26,807.26,1,0
87,67372,510.75,510.75,510.75,0.0,510.75,510.75,1,0
87,77546,629.25,629.25,629.25,0.0,629.25,629.25,1,0
88,92630,921.5,921.5,921.5,0.0,921.5,921.5,1,0
88,93163,186.22,186.22,186.22,0.0,186.22,186.22,1,0
89,41851,2910.3,1455.15,1455.15,325.52367778703905,1685.33,1224.97,2,0
90,64819,2324.5,1162.25,1162.25,399.50118923477567,1444.74,879.76,2,0
90,87423,1341.39,1341.39,1341.39,0.0,1341.39,1341.39,1,0
91,32959,1330.31,665.155,665.155,314.910005001429,887.83,442.48,2,0
91,88457,734.23,734.23,734.23,0.0,734.23,734.23,1,0
92,60105,322.64,322.64,322.64,0.0,322.64,322.64,1,0
93,32485,1115.82,557.91,557.91,483.4347641616188,899.75,216.07,2,0
93,87997,233.83,233.83,233.83,0.0,233.83,233.83,1,0
94,92438,917.56,917.56,917.56,0.0,917.56,917.56,1,0
95,51609,922.02,922.02,922.02,0.0,922.02,922.02,1,0
96,92067,1490.6,1490.6,1490.6,0.0,1490.6,1490.6,1,0
96,92289,231.55,231.55,231.55,0.0,231.55,231.55,1,0
97,46283,264.29,264.29,264.29,0.0,264.29,264.29,1,0
97,82157,476.96,476.96,476.96,0.0,476.96,476.96,1,0
98,73282,681.5,681.5,681.5,0.0,681.5,681.5,1,0
98,77532,267.17,267.17,267.17,0.0,267.17,267.17,1,0
99,90862,1722.0,1722.0,1722.0,0.0,1722.0,1722.0,1,0
100,62195,917.69,458.845,458.845,61.45465035292284,502.3,415.39,2,0
100,87918,538.98,538.98,538.98,0.0,538.98,538.98,1,0
101,61298,972.22,486.11,486.11,648.9260352305184,944.97,27.25,2,0
101,72499,1338.42,1338.42,1338.42,0.0,1338.42,1338.42,1,0
102,47091,1356.52,1356.52,1356.52,0.0,1356.52,1356.52,1,0
102,73542,885.33,885.33,885.33,0.0,885.33,885.33,1,0
103,85680,698.02,698.02,698.02,0.0,698.02,698.02,1,0
103,91859,690.36,690.36,690.36,0.0,690.36,690.36,1,0
104,83639,602.84,602.84,602.84,0.0,602.84,602.84,1,0
104,86890,556.85,556.85,556.85,0.0,556.85,556.85,1,0
105,50372,341.31,341.31,341.31,0.0,341.31,341.31,1,0
105,62599,1181.29,590.645,590.645,173.03610042416003,713.0,468.29,2,0
106,81486,331.97,331.97,331.97,0.0,331.97,331.97,1,0
106,92431,363.24,363.24,363.24,0.0,363.24,363.24,1,0
107,71965,913.65,913.65,913.65,0.0,913.65,913.65,1,0
107,88626,855.9,855.9,855.9,0.0,855.9,855.9,1,0
108,57795,535.09,535.09,535.09,0.0,535.09,535.09,1,0
109,57140,939.01,939.01,939.01,0.0,939.01,939.01,1,0
109,85864,338.65,338.65,338.65,0.0,338.65,338.65,1,0
110,70931,473.56,473.56,473.56,0.0,473.56,473.56,1,0
110,87095,1016.0,1016.0,1016.0,0.0,1016.0,1016.0,1,0
111,83711,1141.28,1141.28,1141.28,0.0,1141.28,1141.28,1,0
111,93124,592.8,592.8,592.8,0.0,592.8,592.8,1,0
112,70320,935.06,935.06,935.06,0.0,935.06,935.06,1,0
112,70663,887.75,887.75,887.75,0.0,887.75,887.75,1,0
113,78561,756.78,756.78,756.78,0.0,756.78,756.78,1,0
114,80982,1007.3,1007.3,1007.3,0.0,1007.3,1007.3,1,0
115,82250,207.39,207.39,207.39,0.0,207.39,207.39,1,0
115,88118,249.47,249.47,249.47,0.0,249.47,249.47,1,0
116,50323,717.49,717.49,717.49,0.0,717.49,717.49,1,0
116,78931,140.53,140.53,140.53,0.0,140.53,140.53,1,0
117,68174,70.02,70.02,70.02,0.0,70.02,70.02,1,0
117,70638,1528.34,1528.34,1528.34,0.0,1528.34,1528.34,1,0
118,67037,53.05,53.05,53.05,0.0,53.05,53.05,1,0
119,55961,661.59,661.59,661.59,0.0,661.59,661.59,1,0
119,72152,258.35,258.35,258.35,0.0,258.35,258.35,1,0
120,78108,315.96,315.96,315.96,0.0,315.96,315.96,1,0
120,90963,733.72,733.72,733.72,0.0,733.72,733.72,1,0
121,48495,292.72,292.72,292.72,0.0,292.72,292.72,1,0
122,69096,270.78,270.78,270.78,0.0,270.78,270.78,1,0
123,80811,551.21,551.21,551.21,0.0,551.21,551.21,1,0
123,83756,1032.36,1032.36,1032.36,0.0,1032.36,1032.36,1,0
124,81987,140.65,140.65,140.65,0.0,140.65,140.65,1,0
124,88840,599.49,599.49,599.49,0.0,599.49,599.49,1,0
125,52722,89.46,89.46,89.46,0.0,89.46,89.46,1,0
125,71097,971.32,971.32,971.32,0.0,971.32,971.32,1,0
126,53633,947.67,947.67,947.67,0.0,947.67,947.67,1,0
126,82982,492.5,492.5,492.5,0.0,492.5,492.5,1,0
127,76182,1058.46,1058.46,1058.46,0.0,1058.46,1058.46,1,0
127,92275,1171.31,1171.31,1171.31,0.0,1171.31,1171.31,1,0
128,58924,1079.69,539.845,539.845,151.21478515674318,646.77,432.92,2,0
128,69631,802.53,802.53,802.53,0.0,802.53,802.53,1,0
129,47643,1222.71,1222.71,1222.71,0.0,1222.71,1222.71,1,0
129,58430,2110.14,1055.07,1055.07,768.9361981334991,1598.79,511.35,2,0
130,70614,807.84,807.84,807.84,0.0,807.84,807.84,1,0
130,75200,132.36,132.36,132.36,0.0,132.36,132.36,1,0
131,47569,152.99,152.99,152.99,0.0,152.99,152.99,1,0
131,68730,1272.6,636.3,636.3,108.51260664088757,713.03,559.57,2,0
132,54139,593.35,593.35,593.35,0.0,593.35,593.35,1,0
132,63838,1097.3400000000001,548.6700000000001,548.6700000000001,505.4682114633916,906.09,191.25,2,0
133,53477,791.54,791.54,791.54,0.0,791.54,791.54,1,0
133,87479,868.65,868.65,868.65,0.0,868.65,868.65,1,0
134,52848,398.36,398.36,398.36,0.0,398.36,398.36,1,0
134,73665,467.74,467.74,467.74,0.0,467.74,467.74,1,0
135,71335,1173.2,1173.2,1173.2,0.0,1173.2,1173.2,1,0
136,65567,937.04,468.52,468.52,312.86646640379985,689.75,247.29,2,0
136,82861,337.99,337.99,337.99,0.0,337.99,337.99,1,0
137,67471,1181.23,590.615,590.615,223.8629358558491,748.91,432.32,2,0
137,77915,909.9,909.9,909.9,0.0,909.9,909.9,1,0
138,74417,949.76,949.76,949.76,0.0,949.76,949.76,1,0
138,84244,1609.56,1609.56,1609.56,0.0,1609.56,1609.56,1,0
139,64527,1423.21,711.605,711.605,146.8590073846341,815.45,607.76,2,0
139,84529,773.76,773.76,773.76,0.0,773.76,773.76,1,0
140,71611,1173.38,1173.38,1173.38,0.0,1173.38,1173.38,1,0
140,75799,367.62,367.62,367.62,0.0,367.62,367.62,1,0
141,84625,664.37,664.37,664.37,0.0,664.37,664.37,1,0
142,91051,1258.15,1258.15,1258.15,0.0,1258.15,1258.15,1,0
143,71423,1005.18,1005.18,1005.18,0.0,1005.18,1005.18,1,0
143,83635,972.01,972.01,972.01,0.0,972.01,972.01,1,0
144,67744,1387.31,1387.31,1387.31,0.0,1387.31,1387.31,1,0
145,76620,86.52,86.52,86.52,0.0,86.52,86.52,1,0
146,86991,629.79,629.79,629.79,0.0,629.79,629.79,1,0
147,33708,1820.24,910.12,910.12,187.89241389688942,1042.98,777.26,2,0
148,58292,556.33,556.33,556.33,0.0,556.33,556.33,1,0
149,55633,1280.0,1280.0,1280.0,0.0,1280.0,1280.0,1,0
149,92875,1039.22,1039.22,1039.22,0.0,1039.22,1039.22,1,0
150,33100,1411.87,705.935,705.935,421.1598699425196,1003.74,408.13,2,0
150,92125,647.38,647.38,647.38,0.0,647.38,647.38,1,0
151,27743,1306.71,653.355,653.355,13.244110011624048,662.72,643.99,2,0
151,87164,402.58,402.58,402.58,0.0,402.58,402.58,1,0
152,73170,1350.38,1350.38,1350.38,0.0,1350.38,1350.38,1,0
152,81052,691.37,691.37,691.37,0.0,691.37,691.37,1,0
153,48760,251.09,251.09,251.09,0.0,251.09,251.09,1,0
153,80038,926.04,926.04,926.04,0.0,926.04,926.04,1,0
154,49002,372.82,372.82,372.82,0.0,372.82,372.82,1,0
154,90574,1174.18,1174.18,1174.18,0.0,1174.18,1174.18,1,0
155,58316,1586.78,793.39,793.39,254.7422889902656,973.52,613.26,2,0
155,63282,994.61,497.305,497.305,28.729748519609423,517.62,476.99,2,0
156,50794,796.2,796.2,796.2,0.0,796.2,796.2,1,0
156,65818,1581.56,790.78,790.78,841.0752319501509,1385.51,196.05,2,0
157,87665,386.55,386.55,386.55,0.0,386.55,386.55,1,0
158,55276,1108.43,1108.43,1108.43,0.0,1108.43,1108.43,1,0
158,89419,524.33,524.33,524.33,0.0,524.33,524.33,1,0
159,83408,840.88,840.88,840.88,0.0,840.88,840.88,1,0
160,92906,1465.41,1465.41,1465.41,0.0,1465.41,1465.41,1,0
161,75243,682.53,682.53,682.53,0.0,682.53,682.53,1,0
161,86788,166.04,166.04,166.04,0.0,166.04,166.04,1,0
162,72476,454.76,454.76,454.76,0.0,454.76,454.76,1,0
162,86117,789.24,789.24,789.24,0.0,789.24,789.24,1,0
163,67957,1770.2199999999998,885.1099999999999,885.1099999999999,586.1773794680241,1299.6,470.62,2,0
163,77228,339.87,339.87,339.87,0.0,339.87,339.87,1,0
164,29099,909.3599999999999,454.67999999999995,454.67999999999995,173.55228837442624,577.4,331.96,2,0
165,84743,951.72,951.72,951.72,0.0,951.72,951.72,1,0
165,92434,329.98,329.98,329.98,0.0,329.98,329.98,1,0
166,87575,644.09,644.09,644.09,0.0,644.09,644.09,1,0
167,73900,1394.04,1394.04,1394.04,0.0,1394.04,1394.04,1,0
167,86530,563.5,563.5,563.5,0.0,563.5,563.5,1,0
168,45262,1304.84,1304.84,1304.84,0.0,1304.84,1304.84,1,0
168,69349,745.5,745.5,745.5,0.0,745.5,745.5,1,0
169,66358,788.78,788.78,788.78,0.0,788.78,788.78,1,0
169,75019,1242.99,1242.99,1242.99,0.0,1242.99,1242.99,1,0
170,73258,30.25,30.25,30.25,0.0,30.25,30.25,1,0
170,90569,1193.17,1193.17,1193.17,0.0,1193.17,1193.17,1,0
171,57199,736.51,736.51,736.51,0.0,736.51,736.51,1,0
171,85384,1043.7,1043.7,1043.7,0.0,1043.7,1043.7,1,0
172,50555,1359.65,1359.65,1359.65,0.0,1359.65,1359.65,1,0
172,90708,1740.17,1740.17,1740.17,0.0,1740.17,1740.17,1,0
173,56236,461.28,461.28,461.28,0.0,461.28,461.28,1,0
173,79915,1354.91,1354.91,1354.91,0.0,1354.91,1354.91,1,0
174,52967,737.07,737.07,737.07,0.0,737.07,737.07,1,0
174,74973,1459.36,1459.36,1459.36,0.0,1459.36,1459.36,1,0
175,40837,1787.5700000000002,893.7850000000001,893.7850000000001,933.529443590292,1553.89,233.68,2,0
175,49418,1228.21,1228.21,1228.21,0.0,1228.21,1228.21,1,0
176,48134,974.8,974.8,974.8,0.0,974.8,974.8,1,0
176,89885,736.45,736.45,736.45,0.0,736.45,736.45,1,0
177,52382,562.39,562.39,562.39,0.0,562.39,562.39,1,0
177,81666,1015.99,1015.99,1015.99,0.0,1015.99,1015.99,1,0
178,38248,1508.23,754.115,754.115,316.98889893811736,978.26,529.97,2,0
178,91402,475.88,475.88,475.88,0.0,475.88,475.88,1,0
179,83423,858.97,858.97,858.97,0.0,858.97,858.97,1,0
180,70656,918.8,918.8,918.8,0.0,918.8,918.8,1,0
181,81893,1060.77,1060.77,1060.77,0.0,1060.77,1060.77,1,0
182,46361,558.53,558.53,558.53,0.0,558.53,558.53,1,0
182,59382,1545.89,772.945,772.945,575.9031179373836,1180.17,365.72,2,0
183,53842,213.56,213.56,213.56,0.0,213.56,213.56,1,0
184,45554,3.3,3.3,3.3,0.0,3.3,3.3,1,0
184,90584,722.46,722.46,722.46,0.0,722.46,722.46,1,0
185,74691,243.6,243.6,243.6,0.0,243.6,243.6,1,0
185,81170,262.78,262.78,262.78,0.0,262.78,262.78,1,0
186,60225,1656.53,828.265,828.265,47.73677879790382,862.02,794.51,2,0
186,82177,152.99,152.99,152.99,0.0,152.99,152.99,1,0
187,35835,1472.27,736.135,736.135,46.85996638923249,769.27,703.0,2,0
187,87272,573.56,573.56,573.56,0.0,573.56,573.56,1,0
188,87572,546.81,546.81,546.81,0.0,546.81,546.81,1,0
189,43369,1429.0400000000002,714.5200000000001,714.5200000000001,834.9234029538279,1304.9,124.14,2,0
189,64720,1149.82,574.91,574.91,113.29264848170865,655.02,494.8,2,0
190,89413,833.73,833.73,833.73,0.0,833.73,833.73,1,0
190,92916,380.34,380.34,380.34,0.0,380.34,380.34,1,0
191,69575,762.95,762.95,762.95,0.0,762.95,762.95,1,0
192,66902,95.36,95.36,95.36,0.0,95.36,95.36,1,0
192,88227,584.62,584.62,584.62,0.0,584.62,584.62,1,0
193,75426,453.12,453.12,453.12,0.0,453.12,453.12,1,0
194,78210,434.75,434.75,434.75,0.0,434.75,434.75,1,0
194,87984,930.51,930.51,930.51,0.0,930.51,930.51,1,0
195,84958,409.93,409.93,409.93,0.0,409.93,409.93,1,0
196,80909,601.11,601.11,601.11,0.0,601.11,601.11,1,0
196,93093,1001.5,1001.5,1001.5,0.0,1001.5,1001.5,1,0
197,65658,1212.06,1212.06,1212.06,0.0,1212.06,1212.06,1,0
197,71458,916.35,916.35,916.35,0.0,916.35,916.35,1,0
198,80269,1430.62,1430.62,1430.62,0.0,1430.62,1430.62,1,0
199,38289,389.29,194.645,194.645,56.34933939275597,234.49,154.8,2,0
199,71795,1299.6,1299.6,1299.6,0.0,1299.6,1299.6,1,0
200,59506,2340.01,1170.005,1170.005,391.0512631995963,1446.52,893.49,2,0
200,91258,811.85,811.85,811.85,0.0,811.85,811.85,1,0
201,36197,445.1,222.55,222.55,195.31703509934817,360.66,84.44,2,0
201,92056,775.55,775.55,775.55,0.0,775.55,775.55,1,0
202,43880,1092.45,546.225,546.225,0.8414570696120302,546.82,545.63,2,0
202,69939,449.55,449.55,449.55,0.0,449.55,449.55,1,0
203,57905,714.73,714.73,714.73,0.0,714.73,714.73,1,0
203,90827,595.12,595.12,595.12,0.0,595.12,595.12,1,0
204,74709,285.71,285.71,285.71,0.0,285.71,285.71,1,0
204,90270,444.27,444.27,444.27,0.0,444.27,444.27,1,0
205,36670,548.42,548.42,548.42,0.0,548.42,548.42,1,0
205,87055,787.04,787.04,787.04,0.0,787.04,787.04,1,0
206,54843,1227.31,1227.31,1227.31,0.0,1227.31,1227.31,1,0
206,77465,934.52,934.52,934.52,0.0,934.52,934.52,1,0
207,82430,965.15,965.15,965.15,0.0,965.15,965.15,1,0
207,84479,855.95,855.95,855.95,0.0,855.95,855.95,1,0
208,33922,18.87,18.87,18.87,0.0,18.87,18.87,1,0
208,80770,983.11,983.11,983.11,0.0,983.11,983.11,1,0
209,91861,783.57,783.57,783.57,0.0,783.57,783.57,1,0
209,92417,537.86,537.86,537.86,0.0,537.86,537.86,1,0
210,45482,559.04,559.04,559.04,0.0,559.04,559.04,1,0
210,61545,978.3100000000001,489.15500000000003,489.15500000000003,338.78192993428684,728.71,249.6,2,0
211,60915,715.22,715.22,715.22,0.0,715.22,715.22,1,0
211,70853,1465.71,1465.71,1465.71,0.0,1465.71,1465.71,1,0
212,45180,439.51,439.51,439.51,0.0,439.51,439.51,1,0
212,87517,649.0,649.0,649.0,0.0,649.0,649.0,1,0
213,43451,564.06,564.06,564.06,0.0,564.06,564.06,1,0
213,52484,996.63,996.63,996.63,0.0,996.63,996.63,1,0
214,84656,672.08,672.08,672.08,0.0,672.08,672.08,1,0
214,86231,940.98,940.98,940.98,0.0,940.98,940.98,1,0
215,78408,187.93,187.93,187.93,0.0,187.93,187.93,1,0
215,85384,1133.1,1133.1,1133.1,0.0,1133.1,1133.1,1,0
216,66163,325.4,325.4,325.4,0.0,325.4,325.4,1,0
216,74510,403.81,403.81,403.81,0.0,403.81,403.81,1,0
217,90341,1280.24,1280.24,1280.24,0.0,1280.24,1280.24,1,0
218,90938,752.87,752.87,752.87,0.0,752.87,752.87,1,0
218,92901,4.68,4.68,4.68,0.0,4.68,4.68,1,0
219,64547,1470.48,735.24,735.24,840.9479527295373,1329.88,140.6,2,0
219,86119,916.3,916.3,916.3,0.0,916.3,916.3,1,0
220,52658,351.07,351.07,351.07,0.0,351.07,351.07,1,0
220,58169,1673.1799999999998,836.5899999999999,836.5899999999999,61.970838303189055,880.41,792.77,2,0
221,48441,627.02,627.02,627.02,0.0,627.02,627.02,1,0
222,69700,506.25,506.25,506.25,0.0,506.25,506.25,1,0
222,91617,987.43,987.43,987.43,0.0,987.43,987.43,1,0
223,80454,710.78,710.78,710.78,0.0,710.78,710.78,1,0
223,92475,883.51,883.51,883.51,0.0,883.51,883.51,1,0
224,54029,786.47,786.47,786.47,0.0,786.47,786.47,1,0
224,78149,951.01,951.01,951.01,0.0,951.01,951.01,1,0
225,76958,645.09,645.09,645.09,0.0,645.09,645.09,1,0
225,86399,1472.26,1472.26,1472.26,0.0,1472.26,1472.26,1,0
226,77493,1270.17,1270.17,1270.17,0.0,1270.17,1270.17,1,0
