ACCOUNT_ID,CUSTOMER_ID,INIT_BALANCE,COUNTRY,ACCOUNT_TYPE,IS_SAR,BANK_ID
296,C_296,74468.40,SWE,I,false,bank
297,C_297,80963.76,SWE,I,false,bank
298,C_298,13787.25,SWE,I,false,bank
299,C_299,14815.74,SWE,I,false,bank
300,C_300,26193.49,SWE,I,false,bank
301,C_301,44240.23,SWE,I,false,bank
302,C_302,62356.46,SWE,I,false,bank
303,C_303,92758.37,SWE,I,false,bank
304,C_304,76415.00,SWE,I,false,bank
305,C_305,14889.13,SWE,I,false,bank
306,C_306,51608.02,SWE,I,false,bank
307,C_307,43972.77,SWE,I,false,bank
308,C_308,70725.05,SWE,I,false,bank
309,C_309,38884.71,SWE,I,false,bank
310,C_310,92379.77,SWE,I,false,bank
311,C_311,91152.55,SWE,I,false,bank
312,C_312,75748.35,SWE,I,false,bank
313,C_313,4482.31,SWE,I,false,bank
314,C_314,33296.56,SWE,I,false,bank
315,C_315,53666.36,SWE,I,false,bank
316,C_316,52132.12,SWE,I,false,bank
317,C_317,3051.84,SWE,I,false,bank
318,C_318,25927.53,SWE,I,false,bank
319,C_319,25178.53,SWE,I,false,bank
320,C_320,10867.80,SWE,I,false,bank
321,C_321,45920.13,SWE,I,false,bank
322,C_322,5293.24,SWE,I,false,bank
323,C_323,69564.49,SWE,I,false,bank
324,C_324,78876.78,SWE,I,false,bank
325,C_325,31106.48,SWE,I,false,bank
326,C_326,34340.76,SWE,I,false,bank
327,C_327,65645.03,SWE,I,false,bank
328,C_328,80419.91,SWE,I,false,bank
329,C_329,41994.67,SWE,I,false,bank
330,C_330,18382.22,SWE,I,false,bank
331,C_331,3897.64,SWE,I,false,bank
332,C_332,69369.40,SWE,I,false,bank
333,C_333,60744.80,SWE,I,false,bank
334,C_334,50803.82,SWE,I,false,bank
335,C_335,76939.60,SWE,I,false,bank
336,C_336,44178.17,SWE,I,false,bank
337,C_337,59031.62,SWE,I,false,bank
338,C_338,88908.10,SWE,I,false,bank
339,C_339,56848.72,SWE,I,false,bank
340,C_340,22987.63,SWE,I,false,bank
341,C_341,68960.08,SWE,I,false,bank
342,C_342,73552.40,SWE,I,false,bank
343,C_343,61408.68,SWE,I,false,bank
344,C_344,93474.91,SWE,I,false,bank
345,C_345,28669.15,SWE,I,false,bank
346,C_346,96270.40,SWE,I,false,bank
347,C_347,21962.18,SWE,I,false,bank
348,C_348,50189.63,SWE,I,false,bank
349,C_349,16813.58,SWE,I,false,bank
350,C_350,66553.57,SWE,I,false,bank
351,C_351,97596.25,SWE,I,false,bank
352,C_352,27853.41,SWE,I,false,bank
353,C_353,82590.37,SWE,I,false,bank
354,C_354,93980.00,SWE,I,false,bank
355,C_355,80919.95,SWE,I,false,bank
356,C_356,38232.10,SWE,I,false,bank
357,C_357,71980.29,SWE,I,false,bank
358,C_358,31397.01,SWE,I,false,bank
359,C_359,95318.32,SWE,I,false,bank
360,C_360,93415.17,SWE,I,false,bank
361,C_361,29073.19,SWE,I,false,bank
362,C_362,63605.98,SWE,I,false,bank
363,C_363,76588.54,SWE,I,false,bank
364,C_364,7542.35,SWE,I,false,bank
365,C_365,91854.09,SWE,I,false,bank
366,C_366,50586.18,SWE,I,false,bank
367,C_367,58457.50,SWE,I,false,bank
368,C_368,49132.19,SWE,I,false,bank
369,C_369,16109.30,SWE,I,false,bank
370,C_370,79082.77,SWE,I,false,bank
371,C_371,97477.40,SWE,I,false,bank
372,C_372,15860.97,SWE,I,false,bank
373,C_373,94229.01,SWE,I,false,bank
374,C_374,77824.47,SWE,I,false,bank
375,C_375,12381.85,SWE,I,false,bank
376,C_376,27297.22,SWE,I,false,bank
377,C_377,60172.64,SWE,I,false,bank
378,C_378,39292.55,SWE,I,false,bank
379,C_379,52851.89,SWE,I,false,bank
380,C_380,62193.23,SWE,I,false,bank
381,C_381,70068.87,SWE,I,false,bank
382,C_382,45039.96,SWE,I,false,bank
383,C_383,93343.26,SWE,I,false,bank
384,C_384,38715.93,SWE,I,false,bank
385,C_385,21167.31,SWE,I,false,bank
386,C_386,41060.41,SWE,I,false,bank
387,C_387,19871.82,SWE,I,false,bank
388,C_388,7953.08,SWE,I,false,bank
389,C_389,44231.11,SWE,I,false,bank
390,C_390,11654.59,SWE,I,false,bank
391,C_391,4989.41,SWE,I,false,bank
392,C_392,10097.25,SWE,I,false,bank
393,C_393,29588.48,SWE,I,false,bank
394,C_394,56454.69,SWE,I,false,bank
395,C_395,26810.22,SWE,I,false,bank
396,C_396,37863.61,SWE,I,false,bank
397,C_397,59199.76,SWE,I,false,bank
398,C_398,90594.10,SWE,I,false,bank
399,C_399,65542.52,SWE,I,false,bank
400,C_400,68200.17,SWE,I,false,bank
401,C_401,15044.63,SWE,I,false,bank
402,C_402,40722.52,SWE,I,false,bank
403,C_403,48719.36,SWE,I,false,bank
404,C_404,23196.94,SWE,I,false,bank
405,C_405,15705.52,SWE,I,false,bank
406,C_406,35099.04,SWE,I,false,bank
407,C_407,44567.49,SWE,I,false,bank
408,C_408,15432.04,SWE,I,false,bank
409,C_409,93469.39,SWE,I,false,bank
410,C_410,3979.77,SWE,I,false,bank
411,C_411,1498.65,SWE,I,false,bank
412,C_412,8594.26,SWE,I,false,bank
413,C_413,77885.69,SWE,I,false,bank
414,C_414,40260.44,SWE,I,false,bank
415,C_415,46200.26,SWE,I,false,bank
416,C_416,92508.32,SWE,I,false,bank
417,C_417,70460.72,SWE,I,false,bank
418,C_418,49773.41,SWE,I,false,bank
419,C_419,10266.04,SWE,I,false,bank
420,C_420,53610.92,SWE,I,false,bank
421,C_421,81063.19,SWE,I,false,bank
422,C_422,42336.90,SWE,I,false,bank
423,C_423,66268.61,SWE,I,false,bank
424,C_424,35795.23,SWE,I,false,bank
425,C_425,65948.47,SWE,I,false,bank
426,C_426,12880.86,SWE,I,false,bank
427,C_427,53752.91,SWE,I,false,bank
428,C_428,55654.11,SWE,I,false,bank
429,C_429,65969.90,SWE,I,false,bank
430,C_430,86704.97,SWE,I,false,bank
431,C_431,24947.03,SWE,I,false,bank
432,C_432,51276.14,SWE,I,false,bank
433,C_433,7220.90,SWE,I,false,bank
434,C_434,61660.36,SWE,I,false,bank
435,C_435,84809.96,SWE,I,false,bank
436,C_436,11304.74,SWE,I,false,bank
437,C_437,73892.98,SWE,I,false,bank
438,C_438,84999.38,SWE,I,false,bank
439,C_439,78146.73,SWE,I,false,bank
440,C_440,4833.10,SWE,I,false,bank
441,C_441,66208.37,SWE,I,false,bank
442,C_442,30925.80,SWE,I,false,bank
443,C_443,97840.06,SWE,I,false,bank
444,C_444,37788.23,SWE,I,false,bank
445,C_445,85977.83,SWE,I,false,bank
446,C_446,1822.77,SWE,I,false,bank
447,C_447,91686.62,SWE,I,false,bank
448,C_448,98929.40,SWE,I,false,bank
449,C_449,51694.05,SWE,I,false,bank
450,C_450,81750.40,SWE,I,false,bank
451,C_451,11871.63,SWE,I,false,bank
452,C_452,37642.67,SWE,I,false,bank
453,C_453,14687.72,SWE,I,false,bank
454,C_454,62500.77,SWE,I,false,bank
455,C_455,54699.12,SWE,I,false,bank
456,C_456,86158.17,SWE,I,false,bank
457,C_457,96232.90,SWE,I,false,bank
458,C_458,90431.76,SWE,I,false,bank
459,C_459,64405.73,SWE,I,false,bank
460,C_460,50921.61,SWE,I,false,bank
461,C_461,72130.99,SWE,I,false,bank
462,C_462,71826.68,SWE,I,false,bank
463,C_463,13586.18,SWE,I,false,bank
464,C_464,38455.57,SWE,I,false,bank
465,C_465,19580.81,SWE,I,false,bank
466,C_466,51356.78,SWE,I,false,bank
467,C_467,57534.99,SWE,I,false,bank
468,C_468,97629.49,SWE,I,false,bank
469,C_469,12242.13,SWE,I,false,bank
470,C_470,6790.20,SWE,I,false,bank
471,C_471,82621.15,SWE,I,false,bank
472,C_472,25748.61,SWE,I,false,bank
473,C_473,15857.51,SWE,I,false,bank
474,C_474,72844.44,SWE,I,false,bank
475,C_475,45476.43,SWE,I,false,bank
476,C_476,12844.71,SWE,I,false,bank
477,C_477,20715.08,SWE,I,false,bank
478,C_478,46793.78,SWE,I,false,bank
479,C_479,77797.45,SWE,I,false,bank
480,C_480,82700.83,SWE,I,false,bank
481,C_481,77067.63,SWE,I,false,bank
482,C_482,89094.85,SWE,I,false,bank
483,C_483,69399.47,SWE,I,false,bank
484,C_484,4598.25,SWE,I,false,bank
485,C_485,81643.65,SWE,I,false,bank
486,C_486,67486.80,SWE,I,false,bank
487,C_487,83560.96,SWE,I,false,bank
488,C_488,42083.42,SWE,I,false,bank
489,C_489,18657.66,SWE,I,false,bank
490,C_490,63416.13,SWE,I,false,bank
491,C_491,93329.58,SWE,I,false,bank
492,C_492,25780.06,SWE,I,false,bank
493,C_493,37979.39,SWE,I,false,bank
494,C_494,50703.17,SWE,I,false,bank
495,C_495,36534.22,SWE,I,false,bank
496,C_496,55784.70,SWE,I,false,bank
497,C_497,24068.73,SWE,I,false,bank
498,C_498,88899.44,SWE,I,false,bank
499,C_499,19692.55,SWE,I,false,bank
500,C_500,32436.33,SWE,I,false,bank
501,C_501,66665.74,SWE,I,false,bank
502,C_502,84137.13,SWE,I,false,bank
503,C_503,19811.85,SWE,I,false,bank
504,C_504,5542.38,SWE,I,false,bank
505,C_505,32044.64,SWE,I,false,bank
506,C_506,4886.02,SWE,I,false,bank
507,C_507,78126.27,SWE,I,false,bank
508,C_508,23799.32,SWE,I,false,bank
509,C_509,12876.25,SWE,I,false,bank
510,C_510,33783.34,SWE,I,false,bank
511,C_511,42240.35,SWE,I,false,bank
512,C_512,12840.61,SWE,I,false,bank
513,C_513,2628.34,SWE,I,false,bank
514,C_514,13552.73,SWE,I,false,bank
515,C_515,23545.36,SWE,I,false,bank
516,C_516,19732.54,SWE,I,false,bank
517,C_517,59975.22,SWE,I,false,bank
518,C_518,94631.44,SWE,I,false,bank
519,C_519,78456.09,SWE,I,false,bank
520,C_520,65236.27,SWE,I,false,bank
521,C_521,60701.91,SWE,I,false,bank
522,C_522,87937.71,SWE,I,false,bank
523,C_523,30538.09,SWE,I,false,bank
524,C_524,85353.88,SWE,I,false,bank
525,C_525,70068.85,SWE,I,false,bank
526,C_526,93938.53,SWE,I,false,bank
527,C_527,55237.07,SWE,I,false,bank
528,C_528,88957.63,SWE,I,false,bank
529,C_529,78060.78,SWE,I,false,bank
530,C_530,86823.73,SWE,I,false,bank
531,C_531,79645.22,SWE,I,false,bank
532,C_532,73922.56,SWE,I,false,bank
533,C_533,6841.49,SWE,I,false,bank
534,C_534,43105.84,SWE,I,false,bank
535,C_535,18051.81,SWE,I,false,bank
536,C_536,58404.13,SWE,I,false,bank
537,C_537,56881.77,SWE,I,false,bank
538,C_538,94059.67,SWE,I,false,bank
539,C_539,76046.79,SWE,I,false,bank
540,C_540,65820.13,SWE,I,false,bank
541,C_541,47350.44,SWE,I,false,bank
542,C_542,53786.18,SWE,I,false,bank
543,C_543,89104.04,SWE,I,false,bank
544,C_544,98176.45,SWE,I,false,bank
545,C_545,38669.45,SWE,I,false,bank
546,C_546,82116.43,SWE,I,false,bank
547,C_547,4256.97,SWE,I,false,bank
548,C_548,69883.00,SWE,I,false,bank
549,C_549,37257.41,SWE,I,false,bank
550,C_550,13455.59,SWE,I,false,bank
551,C_551,87028.82,SWE,I,false,bank
552,C_552,49891.62,SWE,I,false,bank
553,C_553,20936.41,SWE,I,false,bank
554,C_554,48846.79,SWE,I,false,bank
555,C_555,55233.51,SWE,I,false,bank
556,C_556,57918.85,SWE,I,false,bank
557,C_557,69543.32,SWE,I,false,bank
558,C_558,23447.82,SWE,I,false,bank
559,C_559,40605.13,SWE,I,false,bank
560,C_560,84578.15,SWE,I,false,bank
561,C_561,7324.42,SWE,I,false,bank
562,C_562,31871.89,SWE,I,false,bank
563,C_563,56770.46,SWE,I,false,bank
564,C_564,74287.89,SWE,I,false,bank
565,C_565,62238.93,SWE,I,false,bank
566,C_566,13120.34,SWE,I,false,bank
567,C_567,35178.58,SWE,I,false,bank
568,C_568,53749.66,SWE,I,false,bank
569,C_569,41167.26,SWE,I,false,bank
570,C_570,98476.52,SWE,I,false,bank
571,C_571,3332.60,SWE,I,false,bank
572,C_572,47068.25,SWE,I,false,bank
573,C_573,93875.93,SWE,I,false,bank
574,C_574,54165.04,SWE,I,false,bank
575,C_575,43207.06,SWE,I,false,bank
576,C_576,40915.56,SWE,I,false,bank
577,C_577,2238.11,SWE,I,false,bank
578,C_578,78296.46,SWE,I,false,bank
579,C_579,98535.08,SWE,I,false,bank
580,C_580,2990.54,SWE,I,false,bank
581,C_581,19411.27,SWE,I,false,bank
582,C_582,96967.48,SWE,I,false,bank
583,C_583,39519.41,SWE,I,false,bank
584,C_584,66468.79,SWE,I,false,bank
585,C_585,41761.78,SWE,I,false,bank
586,C_586,17345.69,SWE,I,false,bank
587,C_587,87393.91,SWE,I,false,bank
588,C_588,64286.33,SWE,I,false,bank
589,C_589,94047.87,SWE,I,false,bank
590,C_590,43848.62,SWE,I,false,bank
591,C_591,4164.92,SWE,I,false,bank
592,C_592,65696.09,SWE,I,false,bank
593,C_593,65986.02,SWE,I,false,bank
594,C_594,27460.78,SWE,I,false,bank
595,C_595,97412.24,SWE,I,false,bank
596,C_596,89365.78,SWE,I,false,bank
597,C_597,53488.00,SWE,I,false,bank
598,C_598,40664.54,SWE,I,false,bank
599,C_599,42608.68,SWE,I,false,bank
600,C_600,65550.02,SWE,I,false,bank
601,C_601,49161.24,SWE,I,false,bank
602,C_602,62222.46,SWE,I,false,bank
603,C_603,22836.57,SWE,I,false,bank
604,C_604,59143.45,SWE,I,false,bank
605,C_605,57844.66,SWE,I,false,bank
606,C_606,32261.17,SWE,I,false,bank
607,C_607,39275.42,SWE,I,false,bank
608,C_608,35145.78,SWE,I,false,bank
609,C_609,79169.89,SWE,I,false,bank
610,C_610,34793.85,SWE,I,false,bank
611,C_611,89482.69,SWE,I,false,bank
612,C_612,8366.80,SWE,I,false,bank
613,C_613,79630.78,SWE,I,false,bank
614,C_614,58804.70,SWE,I,false,bank
615,C_615,1033.15,SWE,I,false,bank
616,C_616,73402.41,SWE,I,false,bank
617,C_617,56966.91,SWE,I,false,bank
618,C_618,90511.13,SWE,I,false,bank
619,C_619,25562.22,SWE,I,false,bank
620,C_620,2205.28,SWE,I,false,bank
621,C_621,40627.61,SWE,I,false,bank
622,C_622,5084.27,SWE,I,false,bank
623,C_623,9007.45,SWE,I,false,bank
624,C_624,90389.64,SWE,I,false,bank
625,C_625,38872.30,SWE,I,false,bank
626,C_626,3809.17,SWE,I,false,bank
627,C_627,10661.02,SWE,I,false,bank
628,C_628,53245.31,SWE,I,false,bank
629,C_629,21518.91,SWE,I,false,bank
