account,bank,sum,mean,median,std,max,min,count_in,count_out,count_unique_in,count_unique_out,count_days_in_bank,count_phone_changes,sum_spending,mean_spending,median_spending,std_spending,max_spending,min_spending,count_spending,is_sar
40,swedbank,10973.65,645.5088235294118,809.24,748.0420068742994,1776.86,-1088.65,15,2,2,2,28,0,22786.12,1752.7784615384614,655.76,4048.267828532442,15156.89,47.39,13.0,0
41,swedbank,9241.36,710.8738461538462,659.02,416.3787204484731,1319.23,247.72,13,0,2,0,27,0,20598.07,1373.2046666666668,387.9,3679.3778201927935,14632.61,76.3,15.0,0
42,swedbank,8484.27,707.0225,685.605,334.77783545414655,1637.56,416.81,12,0,2,0,26,0,20065.36,1433.24,470.73,3403.7727180653756,13188.91,86.08,14.0,0
43,swedbank,14985.27,624.38625,807.7049999999999,503.96092007574055,1515.93,-1069.75,23,1,2,1,27,0,24586.77,1891.29,552.83,4888.31388266786,18118.85,49.1,13.0,0
44,swedbank,8430.07,648.4669230769231,542.94,481.96828272865656,1527.06,-303.38,12,1,2,1,26,0,20414.55,1570.35,423.73,3989.2640182223254,14791.22,28.37,13.0,0
45,swedbank,8085.55,475.6205882352941,341.36,350.80016441826587,1357.45,57.49,17,0,2,0,28,0,12688.289999999999,1153.480909090909,566.13,2155.7384475601602,7588.37,133.42,11.0,0
46,swedbank,21155.89,783.5514814814815,930.66,363.55197709759045,1425.23,50.28,27,0,2,0,28,0,16451.57,1265.5053846153846,762.19,1916.0667808978515,7529.78,229.49,13.0,0
47,swedbank,6481.63,381.27235294117645,382.9,466.01700022007526,1011.76,-1009.13,15,2,2,2,23,0,21621.769999999997,2402.4188888888884,585.89,5353.11932806575,16652.28,174.92,9.0,0
48,swedbank,11256.2,750.4133333333334,665.08,296.79956583686635,1472.59,418.06,15,0,2,0,28,0,9486.58,729.7369230769231,515.15,893.9766858200181,3558.71,42.08,13.0,0
49,swedbank,9614.86,686.7757142857143,681.485,486.19464568001166,1703.44,31.09,14,0,2,0,28,0,15543.77,1295.3141666666668,584.465,2655.5242418415864,9658.4,4.96,12.0,0
50,swedbank,3890.87,432.31888888888886,471.24,692.7558187313269,1907.21,-702.81,8,1,2,1,26,0,7186.13,798.4588888888889,235.57,1576.118203533958,4978.13,115.22,9.0,0
51,swedbank,45710.72,1202.9136842105263,1396.23,408.61068845686714,1526.06,41.29,38,0,2,0,28,0,12734.27,1273.4270000000001,117.55000000000001,3321.9908053021795,10689.69,1.0,10.0,0
52,swedbank,14088.17,563.5268,476.13,325.2415684241484,1503.13,154.22,25,0,2,0,28,0,42770.33,3564.1941666666667,460.26,10564.44632581158,37096.44,110.37,12.0,0
53,swedbank,10286.94,734.7814285714286,802.66,446.29684153826696,1364.98,164.61,14,0,2,0,28,0,15700.099999999999,1207.6999999999998,333.42,3043.159836570643,11297.89,26.66,13.0,0
54,swedbank,10198.14,679.876,628.27,273.7217625566934,1242.45,163.7,15,0,2,0,26,0,18194.78,1819.4779999999998,534.905,4329.7131244223965,14111.51,12.99,10.0,0
55,swedbank,29200.010000000002,748.7182051282052,683.85,256.73006751790155,1520.6,427.78,39,0,2,0,28,0,22720.94,1336.5258823529412,255.61,4301.523888330243,18017.96,36.19,17.0,0
56,swedbank,12185.849999999999,716.8147058823529,755.71,440.14916218989964,1295.66,1.39,17,0,2,0,27,0,28331.62,1888.7746666666667,406.51,5890.777769197334,23163.26,24.66,15.0,0
57,swedbank,8607.82,478.2122222222222,366.85,483.1583199368329,1489.33,-316.91,16,2,2,2,28,0,10617.93,884.8275,503.555,1189.9707287242215,4381.83,66.77,12.0,0
58,swedbank,9867.98,822.3316666666666,893.19,280.0462151091668,1144.17,368.67,12,0,2,0,24,0,12516.93,1137.9027272727274,658.8,1611.3101903984282,5808.68,137.89,11.0,0
59,swedbank,9178.0,706.0,639.23,407.27243660314974,1682.36,1.23,13,0,2,0,27,0,12101.259999999998,930.8661538461537,507.25,1635.2063894991893,6283.94,92.28,13.0,0
60,swedbank,12068.48,804.5653333333333,916.47,674.8711770814027,1848.54,-1174.65,14,1,2,1,27,0,26959.049999999996,1283.7642857142855,368.62,4093.550484762062,19108.62,9.17,21.0,0
61,swedbank,12003.67,706.0982352941177,599.65,432.3269083002366,1518.52,170.45,17,0,2,0,28,0,53296.97,4441.4141666666665,373.275,13686.429110149724,47882.53,17.3,12.0,0
62,swedbank,8023.72,422.30105263157895,261.67,386.35961283778585,1175.38,-540.19,18,1,3,1,27,0,12284.970000000001,944.9976923076924,472.14,1496.5001851272514,5715.43,12.62,13.0,1
63,swedbank,9684.65,691.7607142857142,698.9200000000001,483.0856058945738,1246.55,-364.15,13,1,2,1,28,0,8135.389999999999,813.539,353.82500000000005,1347.5275829001298,4609.65,140.69,10.0,0
64,swedbank,8653.68,576.912,597.53,366.64000493282623,1214.57,153.38,15,0,2,0,28,0,8440.73,602.9092857142857,368.5,817.7169155780791,3281.17,17.35,14.0,0
65,swedbank,14075.720000000001,827.9835294117647,920.46,357.1534721751487,1493.88,164.63,17,0,2,0,28,0,23650.57,1391.21,407.03,3876.794998836023,16372.0,29.27,17.0,0
66,swedbank,14949.63,934.351875,903.615,360.14359655038993,1499.04,185.63,16,0,2,0,28,0,22981.65,1767.819230769231,568.2,4373.065730181863,16242.79,64.7,13.0,0
67,swedbank,9558.49,682.7492857142857,500.595,458.5917009793601,1828.67,140.0,14,0,2,0,28,0,18459.25,1085.8382352941176,564.14,2137.9894314555067,9177.92,3.17,17.0,0
68,swedbank,10011.689999999999,526.9310526315788,583.05,624.166469060002,1501.29,-1431.37,17,2,2,2,28,0,40796.8,4532.977777777778,481.08,11935.010323621193,36342.62,35.24,9.0,0
69,swedbank,5370.530000000001,315.9135294117647,354.44,587.4146979555966,1152.45,-991.11,15,2,2,2,26,0,14883.25,1063.0892857142858,530.7850000000001,2001.2250395674541,7886.12,7.5,14.0,0
70,swedbank,18968.89,632.2963333333333,636.5,268.4305087815329,1389.68,340.01,30,0,2,0,28,0,23243.73,1787.9792307692308,331.73,5208.7717045583495,19101.46,7.8,13.0,0
71,swedbank,42605.35,1092.4448717948717,1290.72,382.9264536014015,1495.68,52.19,39,0,2,0,28,0,25237.81,1484.5770588235296,556.77,3951.2117273356234,16769.58,26.38,17.0,0
72,swedbank,23674.55,607.0397435897436,540.91,249.40815555068704,1251.2,85.9,39,0,2,0,28,0,28458.07,2587.097272727273,538.85,7129.277919318464,24047.01,9.61,11.0,0
73,swedbank,9341.74,622.7826666666666,667.31,695.1504592785925,1510.67,-1152.8,14,1,2,1,28,0,28196.889999999996,2168.9915384615383,318.54,6526.053878748685,23863.01,88.17,13.0,0
74,swedbank,7327.12,563.6246153846154,621.08,642.8799408730398,2099.9,-621.08,12,1,2,1,27,0,14182.24,1289.2945454545454,410.84,2839.208227831709,9818.17,53.37,11.0,0
75,swedbank,12405.56,775.3475,734.7,365.8446369612835,1403.94,130.73,16,0,2,0,26,0,19788.33,1649.0275000000001,317.46500000000003,4118.851669085639,14666.59,26.7,12.0,0
76,swedbank,10834.01,601.8894444444445,666.9,394.20574757012395,1327.61,-85.6,17,1,3,1,28,0,19713.17,1314.2113333333332,437.85,3346.105745779854,13366.49,5.31,15.0,1
77,swedbank,11856.87,658.715,382.82500000000005,553.436088772572,1989.37,51.98,18,0,2,0,27,0,12174.33,1106.7572727272727,555.27,1814.5248939548385,6430.99,68.35,11.0,0
78,swedbank,5677.55,567.755,552.715,393.78328648720816,1121.73,54.41,10,0,2,0,26,0,27369.08,1824.6053333333334,533.85,5086.232624268136,20159.93,36.85,15.0,0
79,swedbank,14639.119999999999,975.9413333333333,1011.03,505.49033321075865,1892.04,136.22,15,0,3,0,24,0,23363.24,1557.5493333333334,459.24,3984.618779520403,15903.28,130.18,15.0,1
80,swedbank,37614.75,817.7119565217391,788.38,211.86015544451917,1549.42,223.2,46,0,2,0,28,0,17915.63,1628.6936363636364,582.66,3080.6143965231113,10780.1,130.63,11.0,0
81,swedbank,13506.71,844.169375,712.11,404.7468458591329,1697.1,324.13,16,0,2,0,26,0,19393.97,1616.1641666666667,348.62,4343.385768458139,15358.75,6.15,12.0,0
82,swedbank,7229.8099999999995,556.1392307692307,715.99,853.6407375906792,1904.01,-1904.01,12,1,2,1,28,0,15882.560000000001,1323.5466666666669,614.685,2414.903953449884,8892.68,152.89,12.0,0
83,swedbank,10833.1,677.06875,687.1,723.0322153807073,1735.93,-1363.72,15,1,2,1,27,0,19299.559999999998,1135.2682352941174,282.47,3469.6633419707223,14569.59,2.79,17.0,0
84,swedbank,19871.53,993.5764999999999,1115.51,642.8542283832807,1817.78,-871.22,19,1,2,1,27,0,21957.760000000002,1829.8133333333335,571.6949999999999,4332.737040283247,15549.52,114.04,12.0,0
85,swedbank,18888.04,821.2191304347826,1061.17,446.818970714224,1256.33,-753.65,22,1,2,1,28,0,21664.96,1666.5353846153846,354.61,4372.678707033435,16161.91,46.63,13.0,0
86,swedbank,12584.71,1048.7258333333332,917.94,472.9156748292897,2151.9,537.38,12,0,2,0,27,0,26726.61,1670.413125,642.4,4264.183775771894,17604.55,94.4,16.0,0
87,swedbank,8285.78,487.3988235294118,425.83,390.39841359312595,1279.4,-456.07,16,1,2,1,27,0,22845.95,1343.879411764706,515.07,3534.250934520055,15024.78,137.44,17.0,0
88,swedbank,8560.529999999999,570.7019999999999,501.23,320.66832923487425,1146.97,222.67,15,0,2,0,28,0,26691.2,1570.070588235294,502.99,4265.2847232987715,18053.21,2.72,17.0,0
89,swedbank,8528.86,568.5906666666667,466.05,439.5730924994429,1496.32,119.06,15,0,2,0,28,0,18604.079999999998,1550.34,515.85,3678.097277555834,13183.23,27.62,12.0,0
90,swedbank,11627.17,775.1446666666667,843.46,547.8642357616225,1416.0,-427.74,14,1,2,1,27,0,34794.83,2319.6553333333336,449.21,7041.190492009822,27748.86,77.39,15.0,0
91,swedbank,12157.02,868.3585714285715,881.05,343.9253359906242,1350.92,252.16,14,0,2,0,28,0,16793.69,2399.098571428571,406.03,5302.781070207181,14414.15,150.02,7.0,0
92,swedbank,11117.38,653.9635294117646,554.89,510.38465748811916,1690.77,-129.87,16,1,2,1,27,0,24120.710000000003,2680.078888888889,225.17,7064.958026576387,21505.9,54.94,9.0,0
93,swedbank,11027.64,735.1759999999999,678.81,546.0559318133734,1905.7,-644.13,14,1,2,1,27,0,43018.420000000006,3072.744285714286,371.09000000000003,9552.473747753442,36230.57,69.65,14.0,0
94,swedbank,12747.3,670.9105263157894,564.17,441.0667452321787,1582.41,39.12,19,0,2,0,27,0,30269.91,3026.991,331.885,8419.261324044011,26980.28,58.44,10.0,0
95,swedbank,11181.02,698.81375,752.52,323.37490531115736,1277.91,157.82,16,0,2,0,26,0,37022.74,2468.1826666666666,515.16,7539.123308897648,29701.74,94.01,15.0,0
96,swedbank,10617.98,530.899,345.71500000000003,326.2569314109422,1205.1,275.23,20,0,2,0,28,0,13330.199999999999,1110.85,318.895,2761.05763059606,9836.49,8.39,12.0,0
97,swedbank,10826.64,984.2399999999999,869.39,345.4684049518856,1865.95,709.78,11,0,2,0,28,0,11462.810000000001,1042.0736363636365,575.22,1384.8187079922968,5109.63,58.78,11.0,0
98,swedbank,11158.54,858.3492307692309,682.27,452.9915946141006,1691.94,14.58,13,0,2,0,28,0,11974.310000000001,798.2873333333334,584.35,986.709540988682,4159.26,154.1,15.0,0
99,swedbank,10730.35,825.4115384615385,878.69,294.49354542576293,1398.33,314.88,13,0,2,0,28,0,37691.32,3769.132,699.105,10083.535894715593,32454.5,50.91,10.0,0
100,swedbank,10900.22,908.3516666666666,709.3,419.32377865132366,1737.97,361.54,12,0,2,0,27,0,15343.43,1394.8572727272729,608.41,2556.25467668263,9032.39,42.89,11.0,0
101,swedbank,10691.28,763.6628571428572,897.365,444.3451979369985,1296.23,-394.74,13,1,2,1,26,0,15542.430000000002,1726.936666666667,408.71,3539.2558827245034,11084.12,12.3,9.0,0
102,swedbank,8250.92,589.3514285714285,582.97,488.95562327911085,1793.13,57.59,14,0,2,0,26,0,20299.530000000002,1449.9664285714287,426.675,3922.4923492607786,15037.36,14.77,14.0,0
103,swedbank,16611.22,977.1305882352942,1181.74,615.6039399592747,2101.85,6.23,17,0,2,0,28,0,20172.65,1440.9035714285715,521.565,3383.668632274755,13094.35,29.7,14.0,0
104,swedbank,6274.93,448.2092857142857,364.565,525.0585558914693,1756.44,-631.69,13,1,2,1,28,0,27943.97,1995.9978571428571,572.515,5444.057792685072,20888.98,19.49,14.0,0
105,swedbank,11912.83,744.551875,889.23,595.6156691157897,1384.6,-296.47,14,2,2,2,26,0,26803.28,1675.205,556.065,4586.835973192558,18825.42,33.52,16.0,0
106,swedbank,13880.789999999999,816.5170588235294,684.93,702.2482273185592,2037.56,-684.93,16,1,2,1,24,0,21756.440000000002,2417.3822222222225,666.72,5313.225871572226,16568.5,147.1,9.0,0
107,swedbank,18546.17,662.3632142857142,500.27,481.76487347970414,1484.81,-1015.42,27,1,3,1,28,0,11042.1,849.3923076923077,376.7,1508.0039691545567,5806.24,119.75,13.0,1
108,swedbank,8627.83,431.3915,637.9,762.2017048364078,1427.41,-1345.18,17,3,2,3,28,0,21289.29,1774.1075,835.24,3751.472947913865,13636.91,147.18,12.0,1
109,swedbank,13175.17,627.3890476190476,571.55,638.0014950601978,2216.47,-605.04,20,1,2,1,28,0,9819.09,1091.01,288.96,2313.730652663572,7223.89,56.24,9.0,0
110,swedbank,5970.24,497.52,555.485,563.0348579552845,1238.8,-903.19,11,1,2,1,28,0,17414.19,1934.9099999999999,416.17,4697.687352953579,14445.91,2.31,9.0,0
111,swedbank,10624.41,482.9277272727273,306.565,473.7525380249322,1736.81,47.86,22,0,2,0,27,0,14172.83,885.801875,363.065,1861.7477448541686,7771.44,29.22,16.0,0
112,swedbank,12416.099999999999,653.478947368421,848.24,593.6948962303293,1827.06,-1184.6,18,1,2,1,27,0,12114.98,637.6305263157894,676.73,473.00480278832123,1855.55,9.58,19.0,0
113,swedbank,7739.5,552.8214285714286,518.91,426.9657333909946,1583.18,-228.6,13,1,2,1,28,0,12027.710000000001,925.2084615384616,404.31,1809.2177736287313,6856.02,84.44,13.0,0
114,swedbank,13693.14,760.73,722.775,402.4761888024448,1378.23,14.88,18,0,2,0,26,0,29095.56,2078.2542857142857,447.04999999999995,5857.696215925894,22390.93,13.13,14.0,0
115,swedbank,3663.4700000000003,610.5783333333334,367.295,606.405541116394,1724.77,160.43,6,0,2,0,28,0,25721.989999999998,4286.998333333333,664.845,8981.509895275776,22611.32,298.81,6.0,0
116,swedbank,26040.02,651.0005,670.61,230.45044728998437,1583.18,162.26,40,0,2,0,28,0,20062.37,1823.851818181818,627.14,4162.3806179584735,14356.09,177.67,11.0,0
117,swedbank,7990.54,570.7528571428571,571.8050000000001,260.93240599607606,988.9,232.36,14,0,2,0,28,0,15069.69,1076.4064285714287,447.935,2281.379327760383,8924.68,22.91,14.0,0
118,swedbank,45253.24,962.8348936170212,948.65,338.3572753046975,1659.35,-755.15,46,1,2,1,28,0,14443.38,1031.6699999999998,442.53499999999997,2143.1309773032826,8444.88,122.42,14.0,0
119,swedbank,26771.1,704.5026315789473,659.5,145.2182040499132,1121.63,433.16,38,0,2,0,28,0,23430.82,1673.6299999999999,564.085,4197.404009974956,16216.63,86.9,14.0,0
120,swedbank,9515.74,792.9783333333334,711.9449999999999,449.54464890665315,1817.77,140.79,12,0,2,0,28,0,29000.59,2230.8146153846155,379.72,6484.730253022114,23790.62,82.92,13.0,0
121,swedbank,7133.12,475.54133333333334,460.2,359.34166751488885,919.1,-624.49,14,1,2,1,27,0,16467.120000000003,1176.2228571428573,460.90999999999997,2350.6892126007137,9245.87,81.6,14.0,0
122,swedbank,10444.85,696.3233333333334,686.13,424.1823893877098,1468.08,17.92,15,0,2,0,28,0,8192.75,630.2115384615385,356.77,671.5033151921907,2703.18,131.49,13.0,0
123,swedbank,13302.61,492.6892592592593,275.27,312.6437721940706,1083.66,82.48,27,0,2,0,28,0,20693.84,1724.4866666666667,443.555,4206.225546724182,15034.15,71.78,12.0,0
124,swedbank,7337.77,489.1846666666667,407.61,502.9312646570343,1903.15,-458.99,14,1,2,1,27,0,18627.33,1432.8715384615386,761.89,2835.2501156125127,10749.06,31.0,13.0,0
125,swedbank,7895.55,526.37,751.4,802.7511537296509,1583.23,-1202.75,13,2,2,2,20,0,20740.11,3456.685,723.355,6705.123417103521,17117.73,341.34,6.0,0
126,swedbank,51038.73,1275.9682500000001,1617.51,552.7354296257167,1617.51,-251.9,39,1,2,1,28,0,13828.41,813.4358823529411,544.64,1328.566414505024,5826.27,96.32,17.0,0
127,swedbank,11742.880000000001,782.8586666666667,1027.98,512.0313010781758,1505.45,-215.4,14,1,2,1,25,0,25951.95,1996.3038461538463,452.06,5587.939679198315,20570.11,83.68,13.0,0
128,swedbank,4508.389999999999,346.79923076923075,161.01,360.40717099926337,1174.51,24.08,13,0,2,0,27,0,21032.64,1752.72,506.91999999999996,3645.8630825935006,13219.56,28.07,12.0,0
129,swedbank,40706.36,1043.7528205128206,1166.75,281.1449763111432,1221.94,119.72,39,0,2,0,28,0,20845.420000000002,1488.9585714285715,339.02,4042.9829053689423,15504.62,14.69,14.0,0
130,swedbank,9068.89,604.5926666666667,563.82,332.7008505392251,1211.35,122.74,15,0,3,0,26,0,9696.26,692.59,388.855,1147.2721827213254,4577.57,26.82,14.0,1
131,swedbank,10139.69,675.9793333333333,717.56,176.60640420626504,922.98,362.9,15,0,2,0,24,0,6656.79,475.485,425.42499999999995,347.6317260406478,1152.72,2.36,14.0,0
132,swedbank,22978.039999999997,851.0385185185185,1086.07,526.9873440000075,1696.85,-754.15,26,1,2,1,28,0,16778.25,932.125,384.765,2156.32466934515,9506.85,34.9,18.0,0
133,swedbank,16768.75,798.5119047619048,868.12,843.651309141514,1985.0,-1985.0,19,2,4,2,27,0,23294.73,2329.473,432.635,6021.614189438373,19445.95,31.06,10.0,1
134,swedbank,13710.880000000001,979.3485714285715,834.8499999999999,593.2888604129611,1918.15,205.02,14,0,2,0,22,0,3965.48,330.45666666666665,202.20999999999998,295.6609408314418,859.02,3.12,12.0,0
135,swedbank,20785.82,716.7524137931034,719.41,385.46059063573705,1347.95,-532.3,28,1,2,1,28,0,17846.07,1622.37,271.13,3881.127819077851,13275.58,115.1,11.0,0
136,swedbank,11847.93,789.862,735.45,358.4455637132566,1237.4,206.12,15,0,2,0,27,0,9298.33,774.8608333333333,461.135,1331.4557731395043,4920.12,10.38,12.0,0
137,swedbank,11836.4,845.4571428571428,829.72,385.8567511281989,1498.43,71.61,14,0,2,0,28,0,21604.86,1543.2042857142858,495.455,3992.2570691136502,15377.98,61.3,14.0,0
138,swedbank,14448.41,903.025625,988.795,340.46622387482626,1344.57,139.99,16,0,2,0,27,0,29901.520000000004,2491.7933333333335,669.17,6471.49717808699,23003.08,137.87,12.0,0
139,swedbank,14426.210000000001,961.7473333333334,882.55,601.2949603678793,1657.68,86.59,15,0,2,0,27,0,13247.349999999999,883.1566666666665,700.54,883.5906883900055,3701.1,39.58,15.0,0
140,swedbank,12045.73,633.9857894736842,619.43,370.4967477337508,1537.51,62.02,19,0,2,0,27,0,22809.34,1520.6226666666666,530.94,4211.957310497048,16716.83,39.84,15.0,0
141,swedbank,10276.33,856.3608333333333,932.91,294.72179231078036,1213.29,371.56,12,0,2,0,25,0,23360.57,1557.3713333333333,337.14,4531.776030714144,17903.11,61.75,15.0,0
142,swedbank,10200.68,536.8778947368421,533.41,367.60108510870776,1133.24,70.31,19,0,2,0,27,0,6182.41,412.16066666666666,249.71,397.81626680571776,1488.83,33.09,15.0,0
143,swedbank,10519.36,701.2906666666667,579.69,493.24842169708626,1560.68,-79.61,14,1,2,1,28,0,54784.41,3043.5783333333334,632.645,10436.919556162296,44843.55,101.26,18.0,0
144,swedbank,8429.18,561.9453333333333,616.67,532.2411569401153,1599.97,-616.67,13,2,2,2,28,0,20821.86,1601.6815384615386,365.28,4441.757668012455,16366.24,42.11,13.0,0
