birthPlaceCountry,countryofResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,,,1,,,,,,,,US,,,238,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,239,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,240,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,241,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,243,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,244,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,245,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,249,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,250,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,251,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,254,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,255,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,256,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,257,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,258,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,261,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,262,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,263,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,265,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,267,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,268,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,272,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,278,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,280,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,285,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,289,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,291,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,292,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,295,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,296,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,298,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,299,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,300,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,301,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,302,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,303,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,304,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,307,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,308,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,312,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,313,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,314,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,317,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,318,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,322,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,323,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,326,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,327,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,329,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,333,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,334,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,335,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,340,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,341,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,342,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,345,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,354,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,357,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,359,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,360,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,363,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,365,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,366,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,367,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,368,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,369,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,373,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,374,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,376,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,379,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,382,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,385,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,386,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,387,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,390,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,393,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,394,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,399,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,401,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,402,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,408,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,411,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,416,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,422,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,426,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,430,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,431,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,432,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,434,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,436,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,437,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,440,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,441,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,447,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,449,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,451,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,453,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,454,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,456,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,457,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,458,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,459,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,465,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,466,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,469,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,472,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,479,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,481,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,482,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,483,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,487,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,488,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,489,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,494,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,497,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,498,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,501,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,503,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,505,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,509,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,514,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,515,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,520,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,523,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,526,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,527,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,528,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,529,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,530,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,531,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,534,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,535,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,536,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,537,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,539,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,540,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,542,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,543,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,544,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,546,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,548,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,551,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,552,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,554,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,555,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,556,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,557,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,558,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,559,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,560,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,561,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,562,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,563,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,564,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,568,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,569,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,570,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,572,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,573,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,574,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,577,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,578,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,579,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,580,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,582,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,583,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,585,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,586,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,588,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,589,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,591,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,592,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,593,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,595,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,596,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,601,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,602,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,603,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,604,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,607,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,611,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,612,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,615,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,618,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,621,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,623,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,626,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,627,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,628,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,629,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,630,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,632,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,633,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,636,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,637,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,638,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,639,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,642,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,644,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,648,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,649,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,650,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,652,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,654,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,655,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,658,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,661,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,665,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,666,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,667,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,668,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,669,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,670,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,675,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,680,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,681,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,682,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,685,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,686,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,687,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,690,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,692,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,693,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,698,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,700,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,705,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,706,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,707,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,710,Individual,,,,,,,,,,,,,,
US,US,,,1,,,,,,,,US,,,711,Individual,,,,,,,,,,,,,,
