sum,mean,median,std,max,min,in_degree,out_degree,n_unique_in,n_unique_out,is_sar
5060.09,562.2322222222223,549.21,301.17462628754845,960.59,110.18,9,0,2,0,0
8035.0199999999995,730.4563636363636,846.91,511.8009809539783,1560.54,27.3,11,0,3,0,1
10915.63,779.6878571428571,782.58,409.45816014635676,1484.09,41.01,14,0,2,0,0
7466.87,746.687,715.905,314.3550221591293,1392.98,304.62,10,0,2,0,0
3670.12,305.8433333333333,295.82,436.623748892533,1018.39,-522.16,11,1,2,1,0
1753.64,194.8488888888889,325.58,561.7365233684837,796.86,-1160.95,8,1,2,1,1
9161.29,538.899411764706,440.24,519.8900714750978,1640.56,-398.49,15,2,3,2,1
8248.11,687.3425000000001,680.46,384.4162498013887,1542.91,240.04,12,0,2,0,0
6940.93,330.5204761904762,132.56,691.6586071789766,1361.43,-1180.5,18,3,2,3,1
11359.19,757.2793333333334,736.11,296.3118968844114,1272.06,349.91,15,0,3,0,1
7003.15,700.3149999999999,644.975,401.8020193315221,1763.34,326.8,10,0,3,0,1
11609.12,773.9413333333334,565.86,695.5095197342395,1815.71,-451.59,14,1,2,1,1
11673.96,897.996923076923,839.73,539.4743467083586,1729.95,119.65,13,0,3,0,1
13865.11,374.73270270270274,490.36,600.2167549988766,1691.63,-1396.92,33,4,2,4,1
13551.83,677.5915,635.41,452.2494594716155,1563.01,-810.26,19,1,2,1,0
6494.610000000001,590.419090909091,594.57,412.50150706281175,1151.64,-45.58,10,1,2,1,0
7776.030000000001,777.6030000000001,912.155,819.4085716749884,2333.31,-859.24,9,1,2,1,1
6443.59,805.44875,686.215,464.2365084873226,1515.61,174.78,8,0,2,0,0
12173.48,869.5342857142857,901.86,199.8667346283243,1233.01,530.08,14,0,8,0,1
6164.93,342.49611111111113,138.18,677.4332231830841,1262.01,-1262.01,16,2,2,2,1
11596.94,773.1293333333334,715.89,335.751690634328,1807.55,434.88,15,0,2,0,0
11434.23,439.7780769230769,456.69,752.7401280761866,1542.74,-1528.43,22,4,2,4,1
11749.18,587.4590000000001,602.05,340.9499724824589,1551.38,133.47,20,0,2,0,0
12693.77,746.6923529411765,500.14,432.70343836063705,2141.17,409.49,17,0,2,0,0
5304.63,589.4033333333333,443.2,359.5335982561296,1355.5,161.11,9,0,2,0,0
18357.22,764.8841666666667,1066.48,464.0458624346883,1180.42,-764.31,23,1,2,1,0
11858.92,741.1825,512.155,616.7727637685265,1711.87,67.16,16,0,2,0,0
5999.639999999999,299.98199999999997,76.34,528.7543963594759,1545.82,-834.48,19,1,3,1,1
5443.15,340.196875,223.695,541.528773020957,1157.08,-1157.08,15,1,2,1,0
7443.71,465.231875,441.95500000000004,485.3439920746075,1227.42,-957.15,15,1,2,1,0
9404.04,626.936,571.98,253.04918293260133,1340.23,203.56,15,0,2,0,0
10676.93,628.054705882353,723.74,564.2860818339138,1419.6,-776.65,16,1,3,1,1
1331.0500000000002,665.5250000000001,665.5250000000001,808.7533809821138,1237.4,93.65,2,0,2,0,0
79029.59,506.5999358974359,492.12,111.72696141239804,1320.11,138.07,156,0,2,0,0
19716.71,985.8354999999999,1475.01,767.7175657100317,1572.49,-1134.68,19,1,3,1,1
10030.19,716.4421428571429,729.5250000000001,294.5074637470963,1042.32,152.41,14,0,2,0,0
16635.12,924.1733333333333,723.015,673.3267425691805,1742.67,-243.8,17,1,2,1,0
11343.83,756.2553333333333,809.75,779.8034688750263,1696.54,-1493.14,14,1,2,1,0
8128.99,625.3069230769231,652.46,630.2351715614394,1548.65,-1002.44,12,1,2,1,1
12874.65,459.80892857142857,264.4,692.2969980479598,2322.84,-1504.57,27,1,3,1,1
16053.1,764.4333333333334,843.91,344.2897931297606,1500.37,126.19,21,0,6,0,1
8045.88,731.4436363636364,750.16,276.72377954461115,1294.51,314.71,11,0,2,0,0
10147.0,780.5384615384615,705.96,477.11380113215046,1691.4,265.11,13,0,2,0,0
7287.55,520.5392857142857,598.47,522.790349926597,1493.18,-668.79,12,2,3,2,1
5237.639999999999,374.1171428571428,623.77,1069.934385137192,1578.69,-1962.94,11,3,2,3,1
13605.8,755.8777777777777,950.87,330.3358795948639,1215.44,233.93,18,0,2,0,0
9285.05,619.0033333333333,694.29,528.6152359793688,1817.36,-744.49,14,1,2,1,0
7408.15,463.009375,536.29,712.6711814712191,1569.15,-1325.54,14,2,2,2,1
4629.33,385.7775,393.985,487.0906968396412,1225.13,-649.07,10,2,3,2,1
6460.94,496.9953846153846,405.85,466.1817521742527,1696.21,100.5,13,0,2,0,0
24012.5,1044.0217391304348,1563.35,590.1573525121166,1563.35,138.07,23,0,3,0,1
3003.98,166.88777777777779,331.89,733.3205826003791,1077.01,-1826.84,14,4,2,4,1
11069.14,737.9426666666666,763.74,490.4597454934745,2099.97,49.8,15,0,2,0,0
14012.38,667.2561904761905,746.23,473.59704383026076,1253.52,-809.71,20,1,2,1,0
10549.59,811.506923076923,733.76,388.13325459573406,1569.19,220.15,13,0,2,0,0
25734.9,857.83,957.21,285.1975454143055,1356.78,21.67,30,0,2,0,0
10512.83,700.8553333333333,720.9,291.01068912294187,1334.43,212.2,15,0,2,0,0
6921.0,629.1818181818181,675.02,378.59554878044145,1000.21,29.73,11,0,2,0,0
7754.0,775.4,745.4449999999999,369.80637227849087,1224.24,172.98,10,0,2,0,0
28435.73,980.5424137931034,1065.78,298.0417764179949,1640.57,36.44,29,0,2,0,0
12344.11,1028.6758333333335,1020.145,512.9057876002063,1798.56,153.27,12,0,3,0,1
11898.71,699.9241176470588,637.6,318.3917757468545,1572.28,219.32,17,0,2,0,0
10020.85,715.775,682.4,544.1538403903243,1735.26,-705.59,13,1,2,1,1
8191.530000000001,630.1176923076923,648.5,369.3147682567868,1291.75,101.53,13,0,2,0,0
7543.61,838.1788888888889,909.44,253.61013871908023,1256.12,479.46,9,0,2,0,0
4458.25,262.25,490.87,612.6325641238801,995.22,-1317.84,14,3,2,3,1
11024.93,734.9953333333334,1065.77,739.2912347634694,1748.7,-1087.97,13,2,2,2,1
7793.57,599.5053846153846,522.2,488.5978554089819,1854.31,152.28,13,0,3,0,1
13572.09,754.005,1037.01,589.7100108502982,1423.72,-1077.72,17,1,3,1,1
8214.1,456.3388888888889,228.59,318.35967441372105,1272.79,179.82,18,0,2,0,0
6470.68,462.1914285714286,584.425,179.5996966271698,589.12,127.96,14,0,2,0,0
45874.93,1042.6120454545455,1149.77,279.682964390285,1485.77,49.85,44,0,4,0,1
9573.11,455.862380952381,473.61,718.871605058266,1451.19,-1474.6,18,3,2,3,1
7831.099999999999,489.44374999999997,625.875,491.9746273386464,998.08,-843.09,15,1,2,1,1
11660.52,777.368,815.53,270.28181071403446,1332.89,334.75,15,0,2,0,0
13774.49,626.1131818181818,663.98,385.29388189111864,1087.67,-939.88,21,1,2,1,0
7859.7300000000005,714.5209090909092,595.16,327.9738264695689,1219.69,386.06,11,0,2,0,0
9086.55,698.9653846153846,611.75,494.90271752159174,1701.03,1.1,13,0,2,0,0
5772.07,481.0058333333333,764.5550000000001,908.1355997212424,1334.52,-1478.57,10,2,2,2,1
10991.82,686.98875,605.7049999999999,368.5515557580332,1539.23,282.29,16,0,7,0,1
8434.72,602.4799999999999,709.165,471.71705927959044,1201.82,-570.88,13,1,3,1,1
17832.8,810.5818181818181,790.62,273.1961382742541,1126.04,113.98,22,0,2,0,0
14309.33,511.0475,1045.49,866.7822496884669,1459.42,-1237.29,21,7,2,7,1
11266.060000000001,866.6200000000001,852.33,538.5434140655082,1488.45,18.14,13,0,2,0,0
13682.2,621.9181818181819,569.4749999999999,727.5983596779616,1513.37,-1164.21,19,3,2,3,1
11161.16,858.5507692307692,775.7,324.99677286760704,1323.0,391.0,13,0,2,0,0
5502.74,458.56166666666667,467.8,266.180345180868,940.6,126.25,12,0,2,0,0
6113.59,436.685,337.43,753.2165465292067,1612.76,-1612.76,13,1,3,1,1
25280.129999999997,648.2084615384615,627.67,211.05623691252558,1363.32,18.14,39,0,2,0,0
4330.15,393.65,430.66,367.4764555723265,966.12,-451.98,10,1,2,1,0
5252.54,477.50363636363636,421.01,334.7509558843029,959.87,12.2,11,0,2,0,0
7838.27,602.9438461538462,718.12,650.075054494203,2151.8,-587.16,12,1,2,1,1
7929.98,720.9072727272727,680.51,274.33720174598665,1022.17,287.84,11,0,2,0,0
11532.22,720.76375,576.1700000000001,285.9241683587917,1425.62,381.09,16,0,2,0,0
8488.14,606.2957142857142,774.5450000000001,825.5286556803769,1812.12,-1812.12,13,1,3,1,1
7296.96,663.36,265.03,574.756701953096,1742.17,213.74,11,0,2,0,0
9498.32,863.4836363636364,843.99,265.1766816020114,1423.57,452.57,11,0,2,0,0
7365.929999999999,818.4366666666666,748.37,230.25592087935547,1137.71,512.65,9,0,2,0,0
5440.37,362.6913333333333,563.13,985.2334033826463,1280.29,-1814.28,12,3,2,3,1
9275.46,231.88649999999998,139.89,286.77783235638293,1490.91,8.49,40,0,2,0,0
17396.89,756.3865217391304,738.25,189.56372837287333,1379.29,480.05,23,0,3,0,1
8987.17,748.9308333333333,772.75,540.0571679075589,1401.52,-666.83,11,1,3,1,1
7641.78,545.8414285714285,701.72,633.378331706039,1845.34,-741.09,12,2,2,2,1
11993.0,856.6428571428571,922.9100000000001,450.39827335077854,1672.12,36.49,14,0,2,0,0
6423.42,583.9472727272728,717.11,706.2221731876011,1500.52,-1174.26,10,1,2,1,1
10137.51,779.8084615384615,1039.43,718.9997997084347,1310.52,-1259.26,12,1,2,1,1
6144.9800000000005,614.498,559.1600000000001,460.52747858177685,1325.72,28.5,10,0,2,0,0
117016.1,1181.9808080808082,1234.22,154.41386826844936,1625.14,336.19,99,0,2,0,0
5155.66,396.58923076923077,581.97,697.7746309573689,1347.7,-1045.26,11,2,2,2,1
8375.880000000001,697.9900000000001,734.35,315.7461723945648,1157.09,171.4,12,0,2,0,0
8029.19,573.5135714285714,589.05,617.0719751013607,1508.1,-1274.06,13,1,2,1,1
9300.47,465.02349999999996,409.29999999999995,459.1785823938335,1464.01,-578.65,19,1,2,1,0
20227.85,321.0769841269841,176.35,313.41796154365045,1246.6,125.32,63,0,2,0,0
30819.75,193.83490566037736,174.68,125.12382819981622,977.12,-633.76,158,1,2,1,0
7107.11,473.8073333333333,675.51,748.9932452915587,1335.73,-1760.48,13,2,2,2,1
30658.850000000002,766.47125,723.7,283.0903484410034,1641.15,144.43,40,0,2,0,0
8936.43,558.526875,573.875,620.9533950597662,1302.35,-822.83,14,2,2,2,1
1857.5200000000002,154.79333333333335,226.45999999999998,885.8157958559324,1343.17,-1857.85,9,3,2,3,1
17954.79,816.1268181818182,854.83,283.4040330456446,1384.26,402.1,22,0,3,0,1
9643.3,803.6083333333332,615.205,710.9617820163603,1808.1,-657.96,11,1,2,1,0
6829.82,569.1516666666666,529.485,267.83699475727036,886.05,62.88,12,0,2,0,0
6734.16,518.0123076923077,483.44,408.8851472429604,1518.03,74.42,13,0,3,0,1
7648.05,509.87,411.34,543.4507387716283,1330.12,-536.48,13,2,2,2,1
9467.35,676.2392857142858,762.31,521.8866190668132,1311.79,-992.53,13,1,2,1,0
30826.61,1141.7262962962964,1195.43,468.6415404545367,1681.76,220.05,27,0,6,0,1
6047.54,549.7763636363636,488.03,222.63691730136438,999.54,269.46,11,0,2,0,0
5462.17,321.30411764705883,335.4,612.2270224154886,1472.54,-1472.54,16,1,2,1,0
10850.51,904.2091666666666,966.1500000000001,322.14151327013053,1396.47,362.79,12,0,2,0,0
7012.3,438.26875,389.99,875.8498933026899,2217.7,-2217.7,15,1,2,1,0
8431.11,702.5925000000001,714.82,346.68401788490075,1401.61,197.94,12,0,2,0,0
7224.3099999999995,555.7161538461538,323.49,543.200658773816,1566.23,-310.68,12,1,2,1,0
11114.01,854.9238461538462,865.19,243.34421887313118,1318.71,411.95,13,0,2,0,0
10077.74,839.8116666666666,809.22,391.5750649233132,1531.28,31.97,12,0,2,0,0
10320.05,737.1464285714285,686.63,579.5284114573363,1824.74,-507.1,13,1,2,1,1
10126.9,532.9947368421052,664.5,520.6533573135501,1230.95,-1041.88,17,2,5,2,1
7193.33,599.4441666666667,704.23,672.7945616937587,1266.67,-1251.27,11,1,2,1,0
157019.78,1618.760618556701,1790.56,366.60970279148836,1790.56,85.73,97,0,2,0,0
11260.66,866.2046153846154,843.91,431.7392740921188,1287.9,158.58,13,0,2,0,0
4831.25,402.6041666666667,601.2049999999999,635.6694042211556,943.86,-1240.73,10,2,2,2,1
36340.2,886.3463414634145,890.39,167.3074037625965,1262.01,198.7,41,0,3,0,1
6275.07,522.9225,694.47,468.87451019581306,1107.68,-650.7,11,1,2,1,0
15181.5,722.9285714285714,1027.33,632.9231597380974,1518.15,-941.78,19,2,2,2,1
12534.63,737.3311764705882,771.67,511.87747037111274,1580.33,-771.67,16,1,6,1,1
7697.12,513.1413333333334,514.88,335.90877577245936,1088.34,14.6,15,0,2,0,0
12268.82,766.80125,877.45,582.8319005553831,1372.6,-993.85,15,1,3,1,1
27028.300000000003,844.6343750000001,1126.92,507.7330537566135,1126.92,-888.63,30,2,2,2,1
5027.38,457.0345454545455,344.71,611.4961529946634,1169.58,-887.93,9,2,2,2,0
7150.110000000001,595.8425000000001,622.415,573.3287828768063,1575.67,-835.08,11,1,2,1,0
23817.55,1323.197222222222,1531.79,376.67784943707,1531.79,332.89,18,0,2,0,0
8607.53,506.3252941176471,510.38,221.05529076787687,1098.45,239.15,17,0,2,0,0
6996.5199999999995,583.0433333333333,551.91,314.7231093959876,1220.83,180.6,12,0,2,0,0
8272.06,636.3123076923076,921.52,980.6797356438868,1717.84,-1421.57,11,2,3,2,1
6587.66,411.72875,559.115,955.5424862619489,1355.32,-1518.67,13,3,2,3,1
18324.7,631.8862068965517,1116.48,862.1785371181778,1238.75,-1407.44,24,5,2,5,1
8467.64,651.3569230769231,525.55,419.6124689596465,1582.2,117.9,13,0,2,0,0
9474.92,498.68,683.83,415.28503463150327,1146.86,-520.5,18,1,2,1,0
8515.880000000001,655.0676923076924,560.87,318.49982933417317,1237.46,7.2,13,0,3,0,1
7883.54,358.34272727272725,114.05,355.913086637492,1518.36,64.87,22,0,2,0,0
16340.509999999998,961.2064705882352,1076.96,482.3039767737404,1539.57,1.08,17,0,2,0,0
18587.19,743.4875999999999,447.89,471.39848927844474,1657.89,134.5,25,0,3,0,1
8210.24,513.14,626.795,499.42613960424615,1317.41,-993.48,15,1,3,1,1
7999.22,727.2018181818182,617.71,474.8052785683449,1919.08,301.18,11,0,2,0,0
7469.74,324.77130434782606,75.5,366.60816636870123,1046.16,-69.08,22,1,2,1,0
15272.78,664.0339130434783,584.19,570.8082630775666,2209.76,-74.48,22,1,7,1,1
13206.21,733.6783333333333,754.61,318.08504871292814,1322.98,35.36,18,0,2,0,0
11885.189999999999,848.9421428571428,864.22,512.5555439046217,1563.02,45.51,14,0,2,0,0
5636.18,433.5523076923077,436.55,409.7698131502988,1191.41,-517.79,12,1,2,1,1
14409.99,847.6464705882353,1119.97,555.6409233707186,1299.69,-809.14,16,1,2,1,0
9167.22,705.1707692307692,669.45,413.1153971241276,1579.15,89.73,13,0,2,0,0
8933.93,812.1754545454546,763.1,253.47874373854856,1151.63,485.81,11,0,2,0,0
8006.900000000001,571.9214285714286,514.505,380.62552218192593,1707.41,255.54,14,0,2,0,0
12176.98,761.06125,829.12,588.3028943424184,1369.4,-774.97,15,1,3,1,1
3633.02,191.21157894736842,330.21,825.2191452730275,1309.15,-1519.94,14,5,2,5,1
6112.299999999999,555.6636363636363,737.68,639.4353266167382,1126.16,-1126.16,10,1,2,1,0
4854.8,606.85,688.1099999999999,403.13474960967727,1133.24,52.05,8,0,2,0,0
10176.28,678.4186666666667,791.7,553.448117117542,1437.15,-767.62,14,1,2,1,0
5166.4,516.64,521.325,624.5531084792639,1419.72,-965.3,9,1,2,1,0
16134.85,576.2446428571428,631.52,322.2931787292795,1245.37,47.65,28,0,2,0,0
10438.62,614.0364705882354,438.38,737.654590941292,2301.61,-1357.87,16,1,2,1,1
11558.01,722.375625,573.11,413.2554862869336,1396.36,8.36,16,0,2,0,0
14956.86,598.2744,692.8,565.3556365619196,1889.83,-1105.99,24,1,8,1,1
9836.57,702.6121428571429,723.2,230.03832326805468,1010.45,64.93,14,0,3,0,1
11254.83,511.5831818181818,430.555,514.5082767568454,1711.99,-580.83,20,2,7,2,1
11555.16,608.1663157894736,714.81,255.9232420562099,842.84,14.58,19,0,2,0,0
4151.28,296.52,399.905,741.832865283943,1401.72,-1604.45,12,2,2,2,1
7891.97,438.4427777777778,474.20500000000004,319.52409399726224,1130.43,105.31,18,0,2,0,0
