id,src,dst,ttype
106,53,70904,TRANSFER
107,53,40876,TRANSFER
108,54,92226,TRANSFER
109,54,57549,TRANSFER
110,55,88699,TRANSFER
111,55,52077,TRANSFER
112,56,89854,TRANSFER
113,56,67501,TRANSFER
114,57,89527,TRANSFER
115,57,90491,TRANSFER
116,58,40022,TRANSFER
117,58,78661,TRANSFER
118,59,88811,TRANSFER
119,59,68304,TRANSFER
120,60,68785,TRANSFER
121,60,87715,TRANSFER
122,61,28845,TRANSFER
123,61,95578,TRANSFER
124,62,67061,TRANSFER
125,62,76020,TRANSFER
126,63,80085,TRANSFER
127,63,99216,TRANSFER
128,64,77783,TRANSFER
129,64,39651,TRANSFER
130,65,61478,TRANSFER
131,65,87686,TRANSFER
132,66,96483,TRANSFER
133,66,76790,TRANSFER
134,67,89933,TRANSFER
135,67,87844,TRANSFER
136,68,36495,TRANSFER
137,68,72509,TRANSFER
138,69,80805,TRANSFER
139,69,94650,TRANSFER
140,70,82184,TRANSFER
141,70,94877,TRANSFER
142,71,95007,TRANSFER
143,71,40383,TRANSFER
144,72,93595,TRANSFER
145,72,40830,TRANSFER
146,73,96033,TRANSFER
147,73,71181,TRANSFER
148,74,51670,TRANSFER
149,74,54991,TRANSFER
150,75,99581,TRANSFER
151,75,76702,TRANSFER
152,76,22872,TRANSFER
153,76,94163,TRANSFER
154,77,30370,TRANSFER
155,77,98925,TRANSFER
156,78,62883,TRANSFER
157,78,91640,TRANSFER
158,79,90153,TRANSFER
159,79,88813,TRANSFER
160,80,76083,TRANSFER
161,80,97546,TRANSFER
162,81,88311,TRANSFER
163,81,78863,TRANSFER
164,82,92808,TRANSFER
165,82,97496,TRANSFER
166,83,42987,TRANSFER
167,83,92176,TRANSFER
168,84,70188,TRANSFER
169,84,60878,TRANSFER
170,85,91134,TRANSFER
171,85,99298,TRANSFER
172,86,25261,TRANSFER
173,86,99898,TRANSFER
174,87,73669,TRANSFER
175,87,68258,TRANSFER
176,88,70378,TRANSFER
177,88,99944,TRANSFER
178,89,98241,TRANSFER
179,89,69205,TRANSFER
180,90,96929,TRANSFER
181,90,99990,TRANSFER
182,91,99242,TRANSFER
183,91,96737,TRANSFER
184,92,99928,TRANSFER
185,92,80847,TRANSFER
186,93,55202,TRANSFER
187,93,71956,TRANSFER
188,94,41769,TRANSFER
189,94,60202,TRANSFER
190,95,98085,TRANSFER
191,95,96277,TRANSFER
192,96,93015,TRANSFER
193,96,97618,TRANSFER
194,97,97355,TRANSFER
195,97,82420,TRANSFER
196,98,36142,TRANSFER
197,98,54100,TRANSFER
198,99,97132,TRANSFER
199,99,79900,TRANSFER
200,100,72781,TRANSFER
201,100,68188,TRANSFER
202,101,20242,TRANSFER
203,101,85243,TRANSFER
204,102,26144,TRANSFER
205,102,71648,TRANSFER
206,103,66998,TRANSFER
207,103,99990,TRANSFER
208,104,99470,TRANSFER
209,104,84303,TRANSFER
210,105,44762,TRANSFER
211,105,75682,TRANSFER
212,106,58123,TRANSFER
213,106,95045,TRANSFER
214,107,85207,TRANSFER
215,107,23630,TRANSFER
216,108,85683,TRANSFER
217,108,88596,TRANSFER
218,109,99172,TRANSFER
219,109,91420,TRANSFER
220,110,99556,TRANSFER
221,110,88538,TRANSFER
222,111,26261,TRANSFER
223,111,87066,TRANSFER
224,112,78915,TRANSFER
225,112,21467,TRANSFER
226,113,43418,TRANSFER
227,113,99480,TRANSFER
228,114,24555,TRANSFER
229,114,84453,TRANSFER
230,115,66758,TRANSFER
231,115,97382,TRANSFER
232,116,25422,TRANSFER
233,116,51365,TRANSFER
234,117,54300,TRANSFER
235,117,22830,TRANSFER
236,118,38300,TRANSFER
237,118,91064,TRANSFER
238,119,51184,TRANSFER
239,119,95498,TRANSFER
240,120,99995,TRANSFER
241,120,97970,TRANSFER
242,121,66697,TRANSFER
243,121,99976,TRANSFER
244,122,70538,TRANSFER
245,122,69610,TRANSFER
246,123,46219,TRANSFER
247,123,54005,TRANSFER
248,124,65233,TRANSFER
249,124,99207,TRANSFER
250,125,99773,TRANSFER
251,125,74406,TRANSFER
252,126,74403,TRANSFER
253,126,74815,TRANSFER
254,127,99678,TRANSFER
255,127,64090,TRANSFER
256,128,93988,TRANSFER
257,128,97921,TRANSFER
258,129,50556,TRANSFER
259,129,24867,TRANSFER
260,130,95429,TRANSFER
261,130,80050,TRANSFER
262,131,99950,TRANSFER
263,131,23444,TRANSFER
264,132,40760,TRANSFER
265,132,95331,TRANSFER
266,133,69077,TRANSFER
267,133,95534,TRANSFER
268,134,21198,TRANSFER
269,134,95229,TRANSFER
270,135,92349,TRANSFER
271,135,99978,TRANSFER
272,136,34111,TRANSFER
273,136,52538,TRANSFER
274,137,79856,TRANSFER
275,137,80313,TRANSFER
276,138,45527,TRANSFER
277,138,85756,TRANSFER
278,139,30942,TRANSFER
279,139,78592,TRANSFER
280,140,86888,TRANSFER
281,140,87766,TRANSFER
282,141,43647,TRANSFER
283,141,77036,TRANSFER
284,142,94368,TRANSFER
285,142,71289,TRANSFER
286,143,33902,TRANSFER
287,143,95890,TRANSFER
288,144,69410,TRANSFER
289,144,80791,TRANSFER
290,145,24427,TRANSFER
291,145,35171,TRANSFER
292,146,51179,TRANSFER
293,146,68782,TRANSFER
294,147,36770,TRANSFER
295,147,71319,TRANSFER
296,148,73812,TRANSFER
297,148,66813,TRANSFER
298,149,61673,TRANSFER
299,149,35413,TRANSFER
300,150,98633,TRANSFER
301,150,76075,TRANSFER
302,151,66892,TRANSFER
303,151,96491,TRANSFER
304,152,70113,TRANSFER
305,152,48901,TRANSFER
306,153,99946,TRANSFER
307,153,89463,TRANSFER
308,154,94356,TRANSFER
309,154,44419,TRANSFER
310,155,63107,TRANSFER
311,155,80054,TRANSFER
312,156,59268,TRANSFER
313,156,77807,TRANSFER
314,157,96540,TRANSFER
315,157,99948,TRANSFER
316,158,97529,TRANSFER
317,158,23708,TRANSFER
318,159,87079,TRANSFER
319,159,34286,TRANSFER
320,160,88221,TRANSFER
321,160,87353,TRANSFER
322,161,89329,TRANSFER
323,161,65283,TRANSFER
324,162,68566,TRANSFER
325,162,91588,TRANSFER
326,163,96050,TRANSFER
327,163,90283,TRANSFER
328,164,70498,TRANSFER
329,164,43065,TRANSFER
330,165,70217,TRANSFER
331,165,58450,TRANSFER
332,166,26769,TRANSFER
333,166,76700,TRANSFER
334,167,61865,TRANSFER
335,167,20900,TRANSFER
336,168,70044,TRANSFER
337,168,94125,TRANSFER
338,169,55865,TRANSFER
339,169,75078,TRANSFER
340,170,94180,TRANSFER
341,170,95128,TRANSFER
342,171,99901,TRANSFER
343,171,73666,TRANSFER
344,172,87689,TRANSFER
345,172,29491,TRANSFER
346,173,41516,TRANSFER
347,173,50171,TRANSFER
348,174,86079,TRANSFER
349,174,66477,TRANSFER
350,175,91838,TRANSFER
351,175,96941,TRANSFER
352,176,68862,TRANSFER
353,176,93587,TRANSFER
354,177,99088,TRANSFER
355,177,23927,TRANSFER
356,178,81518,TRANSFER
357,178,80983,TRANSFER
358,179,95539,TRANSFER
359,179,63686,TRANSFER
360,180,89267,TRANSFER
361,180,86305,TRANSFER
362,181,42730,TRANSFER
363,181,95288,TRANSFER
364,182,70273,TRANSFER
365,182,56834,TRANSFER
366,183,77645,TRANSFER
367,183,75146,TRANSFER
368,184,97800,TRANSFER
369,184,40716,TRANSFER
370,185,20600,TRANSFER
371,185,99773,TRANSFER
372,186,72278,TRANSFER
373,186,31451,TRANSFER
374,187,91056,TRANSFER
375,187,44160,TRANSFER
376,188,46701,TRANSFER
377,188,63095,TRANSFER
378,189,34783,TRANSFER
379,189,55591,TRANSFER
380,190,63235,TRANSFER
381,190,57158,TRANSFER
382,191,73939,TRANSFER
383,191,63095,TRANSFER
384,192,29408,TRANSFER
385,192,32090,TRANSFER
386,193,66267,TRANSFER
387,193,91575,TRANSFER
388,194,62823,TRANSFER
389,194,99770,TRANSFER
390,195,56239,TRANSFER
391,195,82954,TRANSFER
392,196,66273,TRANSFER
393,196,61316,TRANSFER
394,197,43399,TRANSFER
395,197,93781,TRANSFER
396,198,85807,TRANSFER
397,198,42591,TRANSFER
398,199,62031,TRANSFER
399,199,80409,TRANSFER
400,200,96111,TRANSFER
401,200,85864,TRANSFER
402,201,47084,TRANSFER
403,201,63570,TRANSFER
404,202,99837,TRANSFER
405,202,96954,TRANSFER
406,203,87931,TRANSFER
407,203,62555,TRANSFER
408,204,70023,TRANSFER
409,204,64628,TRANSFER
410,205,21222,TRANSFER
411,205,29968,TRANSFER
412,206,26200,TRANSFER
413,206,65721,TRANSFER
414,207,80363,TRANSFER
415,207,46488,TRANSFER
416,208,97807,TRANSFER
417,208,71338,TRANSFER
418,209,45868,TRANSFER
419,209,29013,TRANSFER
420,210,96347,TRANSFER
421,210,97903,TRANSFER
422,211,79667,TRANSFER
423,211,98439,TRANSFER
424,212,96287,TRANSFER
425,212,65923,TRANSFER
426,213,97915,TRANSFER
427,213,24091,TRANSFER
428,214,72405,TRANSFER
429,214,53627,TRANSFER
430,215,75342,TRANSFER
431,215,76685,TRANSFER
432,216,93454,TRANSFER
433,216,85896,TRANSFER
434,217,82564,TRANSFER
435,217,41945,TRANSFER
436,218,22718,TRANSFER
437,218,60790,TRANSFER
438,219,50609,TRANSFER
439,219,95922,TRANSFER
440,220,91763,TRANSFER
441,220,99738,TRANSFER
442,221,58037,TRANSFER
443,221,93627,TRANSFER
444,222,92191,TRANSFER
445,222,62522,TRANSFER
446,223,53658,TRANSFER
447,223,89469,TRANSFER
448,224,68972,TRANSFER
449,224,24545,TRANSFER
450,225,63461,TRANSFER
451,225,39160,TRANSFER
452,226,78840,TRANSFER
453,226,71742,TRANSFER
454,227,62075,TRANSFER
455,227,98340,TRANSFER
456,228,63940,TRANSFER
457,228,47038,TRANSFER
458,229,63876,TRANSFER
459,229,64692,TRANSFER
460,230,32210,TRANSFER
461,230,63398,TRANSFER
462,231,72818,TRANSFER
463,231,95512,TRANSFER
464,232,98362,TRANSFER
465,232,94942,TRANSFER
466,233,83631,TRANSFER
467,233,98093,TRANSFER
468,234,88405,TRANSFER
469,234,87478,TRANSFER
470,235,40263,TRANSFER
471,235,92763,TRANSFER
472,236,30836,TRANSFER
473,236,77798,TRANSFER
474,237,68052,TRANSFER
475,237,39662,TRANSFER
476,238,52930,TRANSFER
477,238,51382,TRANSFER
478,239,57286,TRANSFER
479,239,78977,TRANSFER
480,240,75427,TRANSFER
481,240,99677,TRANSFER
482,241,85570,TRANSFER
483,241,70806,TRANSFER
484,242,23545,TRANSFER
485,242,77226,TRANSFER
486,243,52353,TRANSFER
487,243,55697,TRANSFER
488,244,52715,TRANSFER
489,244,47229,TRANSFER
490,245,25606,TRANSFER
491,245,96255,TRANSFER
492,246,31813,TRANSFER
493,246,91742,TRANSFER
494,247,87425,TRANSFER
495,247,76331,TRANSFER
496,248,93425,TRANSFER
497,248,48930,TRANSFER
498,249,98668,TRANSFER
499,249,98730,TRANSFER
500,250,78947,TRANSFER
501,250,98560,TRANSFER
502,251,68742,TRANSFER
503,251,79449,TRANSFER
504,252,38836,TRANSFER
505,252,73580,TRANSFER
506,253,57941,TRANSFER
507,253,51693,TRANSFER
508,254,99994,TRANSFER
509,254,44027,TRANSFER
510,255,42423,TRANSFER
511,255,97056,TRANSFER
512,256,70114,TRANSFER
513,256,80296,TRANSFER
514,257,92320,TRANSFER
515,257,67405,TRANSFER
516,258,91977,TRANSFER
517,258,62671,TRANSFER
518,259,81109,TRANSFER
519,259,73150,TRANSFER
520,260,93197,TRANSFER
521,260,87981,TRANSFER
522,261,80346,TRANSFER
523,261,81649,TRANSFER
524,262,44483,TRANSFER
525,262,57166,TRANSFER
526,263,82520,TRANSFER
527,263,99129,TRANSFER
528,264,67846,TRANSFER
529,264,99253,TRANSFER
530,265,96525,TRANSFER
531,265,24955,TRANSFER
532,266,64318,TRANSFER
533,266,87941,TRANSFER
534,267,97825,TRANSFER
535,267,53469,TRANSFER
536,268,74656,TRANSFER
537,268,73300,TRANSFER
538,269,85754,TRANSFER
539,269,93886,TRANSFER
540,270,92246,TRANSFER
541,270,52044,TRANSFER
542,271,32175,TRANSFER
543,271,33252,TRANSFER
544,272,62999,TRANSFER
545,272,99807,TRANSFER
546,273,21162,TRANSFER
547,273,99825,TRANSFER
548,274,88343,TRANSFER
549,274,64722,TRANSFER
550,275,99046,TRANSFER
551,275,60375,TRANSFER
552,276,47377,TRANSFER
553,276,76143,TRANSFER
554,277,84654,TRANSFER
555,277,27911,TRANSFER
556,278,75627,TRANSFER
557,278,96977,TRANSFER
558,279,92486,TRANSFER
559,279,72974,TRANSFER
560,280,25698,TRANSFER
561,280,80639,TRANSFER
562,281,57073,TRANSFER
563,281,51164,TRANSFER
564,282,60299,TRANSFER
565,282,78274,TRANSFER
566,283,49401,TRANSFER
567,283,70822,TRANSFER
568,284,99992,TRANSFER
569,284,99418,TRANSFER
570,285,96094,TRANSFER
571,285,98195,TRANSFER
572,286,84196,TRANSFER
573,286,60598,TRANSFER
574,287,88980,TRANSFER
575,287,34917,TRANSFER
576,288,99710,TRANSFER
577,288,76789,TRANSFER
578,289,75632,TRANSFER
579,289,30248,TRANSFER
580,290,76601,TRANSFER
581,290,60991,TRANSFER
582,291,44707,TRANSFER
583,291,64607,TRANSFER
584,292,61266,TRANSFER
585,292,83213,TRANSFER
586,293,77074,TRANSFER
587,293,37638,TRANSFER
588,294,99743,TRANSFER
589,294,82547,TRANSFER
590,295,64369,TRANSFER
591,295,90893,TRANSFER
592,296,27416,TRANSFER
593,296,80757,TRANSFER
594,297,98961,TRANSFER
595,297,99631,TRANSFER
596,298,75927,TRANSFER
597,298,95972,TRANSFER
598,299,94668,TRANSFER
599,299,96959,TRANSFER
600,300,96240,TRANSFER
601,300,77265,TRANSFER
602,301,91663,TRANSFER
603,301,99923,TRANSFER
604,302,78365,TRANSFER
605,302,38755,TRANSFER
606,303,93458,TRANSFER
607,303,65637,TRANSFER
608,304,74339,TRANSFER
609,304,62763,TRANSFER
610,305,83692,TRANSFER
611,305,40778,TRANSFER
612,306,55182,TRANSFER
613,306,78731,TRANSFER
614,307,99059,TRANSFER
615,307,98269,TRANSFER
616,308,74412,TRANSFER
617,308,73160,TRANSFER
618,309,98660,TRANSFER
619,309,99785,TRANSFER
620,310,98950,TRANSFER
621,310,26266,TRANSFER
622,311,25002,TRANSFER
623,311,51731,TRANSFER
624,312,56978,TRANSFER
625,312,74467,TRANSFER
626,313,44893,TRANSFER
627,313,88749,TRANSFER
628,314,98862,TRANSFER
629,314,98077,TRANSFER
630,315,40343,TRANSFER
631,315,98127,TRANSFER
632,316,86789,TRANSFER
633,316,86246,TRANSFER
634,317,83098,TRANSFER
635,317,83901,TRANSFER
636,318,94085,TRANSFER
637,318,97562,TRANSFER
638,319,60478,TRANSFER
639,319,99999,TRANSFER
640,320,40198,TRANSFER
641,320,99945,TRANSFER
642,321,29378,TRANSFER
643,321,86576,TRANSFER
644,322,88705,TRANSFER
645,322,80714,TRANSFER
646,323,99644,TRANSFER
647,323,98370,TRANSFER
648,324,22726,TRANSFER
649,324,41703,TRANSFER
650,325,43373,TRANSFER
651,325,68325,TRANSFER
652,326,89378,TRANSFER
653,326,62750,TRANSFER
654,327,74220,TRANSFER
655,327,99940,TRANSFER
656,328,27904,TRANSFER
657,328,95616,TRANSFER
658,329,87135,TRANSFER
659,329,78497,TRANSFER
660,330,68850,TRANSFER
661,330,49918,TRANSFER
662,331,80361,TRANSFER
663,331,99791,TRANSFER
664,332,69960,TRANSFER
665,332,93780,TRANSFER
666,333,94559,TRANSFER
667,333,93552,TRANSFER
668,334,38016,TRANSFER
669,334,98015,TRANSFER
670,335,99785,TRANSFER
671,335,81591,TRANSFER
672,336,99826,TRANSFER
673,336,75543,TRANSFER
674,337,95567,TRANSFER
675,337,97373,TRANSFER
676,338,42394,TRANSFER
677,338,61014,TRANSFER
678,339,63352,TRANSFER
679,339,24250,TRANSFER
680,340,88260,TRANSFER
681,340,99024,TRANSFER
682,341,51029,TRANSFER
683,341,78649,TRANSFER
684,342,98108,TRANSFER
685,342,32857,TRANSFER
686,343,63604,TRANSFER
687,343,79785,TRANSFER
688,344,89288,TRANSFER
689,344,64574,TRANSFER
690,345,65160,TRANSFER
691,345,86146,TRANSFER
692,346,99919,TRANSFER
693,346,61715,TRANSFER
694,347,95506,TRANSFER
695,347,75792,TRANSFER
696,348,78776,TRANSFER
697,348,98399,TRANSFER
698,349,40812,TRANSFER
699,349,36849,TRANSFER
700,350,90845,TRANSFER
701,350,55277,TRANSFER
702,351,91733,TRANSFER
703,351,79187,TRANSFER
704,352,44523,TRANSFER
705,352,87746,TRANSFER
706,353,42370,TRANSFER
707,353,89703,TRANSFER
708,354,34988,TRANSFER
709,354,87399,TRANSFER
710,355,96058,TRANSFER
711,355,99736,TRANSFER
712,356,22495,TRANSFER
713,356,88910,TRANSFER
714,357,96840,TRANSFER
715,357,89888,TRANSFER
716,358,95682,TRANSFER
717,358,98158,TRANSFER
718,359,51286,TRANSFER
719,359,48269,TRANSFER
720,360,33621,TRANSFER
721,360,54200,TRANSFER
722,361,25970,TRANSFER
723,361,79946,TRANSFER
724,362,41691,TRANSFER
725,362,53353,TRANSFER
726,363,73109,TRANSFER
727,363,69816,TRANSFER
728,364,22849,TRANSFER
729,364,89925,TRANSFER
730,365,94795,TRANSFER
731,365,92841,TRANSFER
732,366,48924,TRANSFER
733,366,99771,TRANSFER
734,367,99997,TRANSFER
735,367,71005,TRANSFER
736,368,42216,TRANSFER
737,368,85879,TRANSFER
738,369,88508,TRANSFER
739,369,88951,TRANSFER
740,370,81637,TRANSFER
741,370,73937,TRANSFER
742,371,35030,TRANSFER
743,371,26879,TRANSFER
744,372,71647,TRANSFER
745,372,34105,TRANSFER
746,373,97520,TRANSFER
747,373,29913,TRANSFER
748,374,34408,TRANSFER
749,374,32335,TRANSFER
750,375,77199,TRANSFER
751,375,94804,TRANSFER
752,376,34886,TRANSFER
753,376,99560,TRANSFER
754,377,72867,TRANSFER
755,377,99565,TRANSFER
756,378,96607,TRANSFER
757,378,95418,TRANSFER
758,379,98670,TRANSFER
759,379,89403,TRANSFER
760,380,56947,TRANSFER
761,380,90749,TRANSFER
762,381,74296,TRANSFER
763,381,82110,TRANSFER
764,382,92391,TRANSFER
765,382,97658,TRANSFER
766,383,67862,TRANSFER
767,383,28086,TRANSFER
768,384,82251,TRANSFER
769,384,58985,TRANSFER
770,385,29246,TRANSFER
771,385,72962,TRANSFER
772,386,34621,TRANSFER
773,386,72008,TRANSFER
774,387,94385,TRANSFER
775,387,90126,TRANSFER
776,388,86840,TRANSFER
777,388,90583,TRANSFER
778,389,90107,TRANSFER
779,389,61235,TRANSFER
780,390,30394,TRANSFER
781,390,81292,TRANSFER
782,391,91804,TRANSFER
783,391,75132,TRANSFER
784,392,92238,TRANSFER
785,392,83455,TRANSFER
786,393,93934,TRANSFER
787,393,68657,TRANSFER
788,394,93731,TRANSFER
789,394,92756,TRANSFER
790,395,62782,TRANSFER
791,395,95207,TRANSFER
792,396,85294,TRANSFER
793,396,98208,TRANSFER
794,397,89311,TRANSFER
795,397,82581,TRANSFER
796,398,79202,TRANSFER
797,398,35950,TRANSFER
798,399,98543,TRANSFER
799,399,75417,TRANSFER
800,400,86991,TRANSFER
801,400,21691,TRANSFER
802,401,96717,TRANSFER
803,401,98153,TRANSFER
804,402,41801,TRANSFER
805,402,31957,TRANSFER
806,403,42079,TRANSFER
807,403,66483,TRANSFER
808,404,81594,TRANSFER
809,404,99238,TRANSFER
810,405,91089,TRANSFER
811,405,80769,TRANSFER
812,406,34471,TRANSFER
813,406,40325,TRANSFER
814,407,66506,TRANSFER
815,407,73603,TRANSFER
816,408,24741,TRANSFER
817,408,64784,TRANSFER
818,409,75958,TRANSFER
819,409,83033,TRANSFER
820,410,62820,TRANSFER
821,410,33152,TRANSFER
822,411,59278,TRANSFER
823,411,96641,TRANSFER
824,412,82546,TRANSFER
825,412,70096,TRANSFER
826,413,50162,TRANSFER
827,413,95624,TRANSFER
828,414,89054,TRANSFER
829,414,99166,TRANSFER
830,415,84015,TRANSFER
831,415,33539,TRANSFER
832,416,35382,TRANSFER
833,416,90840,TRANSFER
834,417,20897,TRANSFER
835,417,21127,TRANSFER
836,418,70054,TRANSFER
837,418,20595,TRANSFER
838,419,76463,TRANSFER
839,419,58471,TRANSFER
840,420,97234,TRANSFER
841,420,77547,TRANSFER
842,421,41256,TRANSFER
843,421,84350,TRANSFER
844,422,92192,TRANSFER
845,422,95547,TRANSFER
846,423,35025,TRANSFER
847,423,93855,TRANSFER
848,424,99622,TRANSFER
849,424,88506,TRANSFER
850,425,65562,TRANSFER
851,425,98494,TRANSFER
852,426,42302,TRANSFER
853,426,80634,TRANSFER
854,427,78072,TRANSFER
855,427,48918,TRANSFER
856,428,87592,TRANSFER
857,428,62029,TRANSFER
858,429,82822,TRANSFER
859,429,99920,TRANSFER
860,430,51065,TRANSFER
861,430,49339,TRANSFER
862,431,27628,TRANSFER
863,431,78792,TRANSFER
864,432,93974,TRANSFER
865,432,99867,TRANSFER
866,433,70615,TRANSFER
867,433,27463,TRANSFER
868,434,34701,TRANSFER
869,434,21483,TRANSFER
870,435,58245,TRANSFER
871,435,81910,TRANSFER
872,436,44501,TRANSFER
873,436,40254,TRANSFER
874,437,90503,TRANSFER
875,437,21669,TRANSFER
876,438,85365,TRANSFER
877,438,98366,TRANSFER
878,439,95714,TRANSFER
879,439,91953,TRANSFER
880,440,81610,TRANSFER
881,440,98838,TRANSFER
882,441,28532,TRANSFER
883,441,79347,TRANSFER
884,442,49579,TRANSFER
885,442,88618,TRANSFER
886,443,87593,TRANSFER
887,443,99993,TRANSFER
888,444,65734,TRANSFER
889,444,95975,TRANSFER
890,445,36470,TRANSFER
891,445,33516,TRANSFER
892,446,96482,TRANSFER
893,446,78428,TRANSFER
894,447,59851,TRANSFER
895,447,93800,TRANSFER
896,448,61495,TRANSFER
897,448,89072,TRANSFER
898,449,95769,TRANSFER
899,449,41040,TRANSFER
900,450,33783,TRANSFER
901,450,22630,TRANSFER
902,451,57617,TRANSFER
903,451,66515,TRANSFER
904,452,22465,TRANSFER
905,452,70066,TRANSFER
906,453,71632,TRANSFER
907,453,63002,TRANSFER
908,454,99424,TRANSFER
909,454,93625,TRANSFER
910,455,62889,TRANSFER
911,455,57423,TRANSFER
912,456,79084,TRANSFER
913,456,97671,TRANSFER
914,457,68229,TRANSFER
915,457,93987,TRANSFER
916,458,96827,TRANSFER
917,458,97351,TRANSFER
918,459,98756,TRANSFER
919,459,99734,TRANSFER
920,460,63420,TRANSFER
921,460,62712,TRANSFER
922,461,79149,TRANSFER
923,461,30998,TRANSFER
924,462,99990,TRANSFER
925,462,35327,TRANSFER
926,463,52128,TRANSFER
927,463,76836,TRANSFER
928,464,43488,TRANSFER
929,464,91429,TRANSFER
930,465,82720,TRANSFER
931,465,31831,TRANSFER
932,466,99880,TRANSFER
933,466,80516,TRANSFER
934,467,83727,TRANSFER
935,467,57585,TRANSFER
936,468,76608,TRANSFER
937,468,99415,TRANSFER
938,469,99545,TRANSFER
939,469,97235,TRANSFER
940,470,98490,TRANSFER
941,470,95792,TRANSFER
942,471,96898,TRANSFER
943,471,93697,TRANSFER
944,472,63474,TRANSFER
945,472,79504,TRANSFER
946,473,82661,TRANSFER
947,473,90221,TRANSFER
948,474,96278,TRANSFER
949,474,73240,TRANSFER
950,475,67160,TRANSFER
951,475,78043,TRANSFER
952,476,99918,TRANSFER
953,476,42666,TRANSFER
954,477,93594,TRANSFER
955,477,95504,TRANSFER
956,478,71964,TRANSFER
957,478,76113,TRANSFER
958,479,77703,TRANSFER
959,479,90735,TRANSFER
960,480,99856,TRANSFER
961,480,25730,TRANSFER
962,481,51582,TRANSFER
963,481,68040,TRANSFER
964,482,39219,TRANSFER
965,482,91339,TRANSFER
966,483,62246,TRANSFER
967,483,89580,TRANSFER
968,484,20331,TRANSFER
969,484,91181,TRANSFER
970,485,99997,TRANSFER
971,485,81986,TRANSFER
972,486,64427,TRANSFER
973,486,86279,TRANSFER
974,487,93921,TRANSFER
975,487,95661,TRANSFER
976,488,99714,TRANSFER
977,488,75889,TRANSFER
978,489,90813,TRANSFER
979,489,42516,TRANSFER
980,490,46145,TRANSFER
981,490,65748,TRANSFER
982,491,71581,TRANSFER
983,491,96313,TRANSFER
984,492,66184,TRANSFER
985,492,85506,TRANSFER
986,493,88625,TRANSFER
987,493,27450,TRANSFER
988,494,93477,TRANSFER
989,494,98100,TRANSFER
990,495,57508,TRANSFER
991,495,64873,TRANSFER
992,496,24923,TRANSFER
993,496,25187,TRANSFER
994,497,25265,TRANSFER
995,497,68708,TRANSFER
996,498,98125,TRANSFER
997,498,25354,TRANSFER
