account,bank,sum,mean,median,std,max,min,count_in,count_out,count_unique_in,count_unique_out,count_days_in_bank,count_phone_changes,sum_spending,mean_spending,median_spending,std_spending,max_spending,min_spending,count_spending,is_sar
2780,handelsbanken,-19027.64,-464.08878048780485,-919.81,634.2320971978442,965.55,-1313.53,10,31,1,1,28,0,29538.73,1969.2486666666666,696.02,5039.593638644839,20138.34,138.22,15.0,0
2781,handelsbanken,-5470.47,-321.7923529411765,-822.61,895.7053716033626,1600.02,-1600.02,7,10,2,1,28,0,31305.21,2408.0930769230768,394.81,7032.157049237434,25787.11,55.41,13.0,0
2782,handelsbanken,4591.969999999999,143.49906249999998,498.745,933.8023242060609,1157.51,-1230.66,17,15,2,1,28,0,20784.86,1484.6328571428571,370.15999999999997,3855.472769045678,14815.22,14.02,14.0,0
2783,handelsbanken,-1642.17,-74.6440909090909,197.24,828.6577163367106,1423.84,-1472.49,12,10,2,1,28,0,67758.75,5646.5625,322.845,18208.159558636005,63457.19,9.61,12.0,0
2784,handelsbanken,357.97999999999956,19.887777777777753,-61.93500000000001,691.1925133594714,1038.08,-920.23,9,9,1,1,27,0,31573.079999999998,2104.872,392.51,6396.300804121306,25194.28,28.84,15.0,0
2785,handelsbanken,1125.85,80.41785714285713,55.64,708.220223139869,1412.4,-1314.79,9,5,1,2,28,0,46339.28,3861.6066666666666,693.4649999999999,11376.031289900176,39972.7,5.83,12.0,0
2786,handelsbanken,4389.69,258.2170588235294,161.13,785.7242383047368,1382.5,-971.6,10,7,1,1,28,0,17625.5,1175.0333333333333,699.23,2323.6203024549754,9479.51,30.13,15.0,0
2787,handelsbanken,6790.56,308.6618181818182,649.375,1016.7413717813273,1573.73,-1610.79,13,9,1,1,28,0,12646.130000000001,903.2950000000001,211.06,2213.8969529099245,8535.45,33.58,14.0,0
2788,handelsbanken,-36232.36,-883.7160975609756,-1401.63,834.6060952805162,1425.27,-1401.63,8,33,1,1,28,0,14491.45,1207.6208333333334,357.70000000000005,2613.0244023439,9418.4,28.4,12.0,0
2789,handelsbanken,-1700.33,-94.46277777777777,-246.52,1089.083830743046,1516.54,-1744.25,9,9,1,2,22,0,11583.01,1053.000909090909,502.42,1701.740164463744,6075.9,70.89,11.0,0
2790,handelsbanken,1722.8599999999997,95.71444444444442,317.57,783.5436270463613,1537.86,-1101.0,10,8,1,1,27,0,14956.24,1068.3028571428572,290.195,2697.111730948864,10392.56,19.99,14.0,0
2791,handelsbanken,-1487.8899999999999,-61.995416666666664,-353.71,869.1263850856174,1599.32,-1599.32,10,14,3,4,25,0,6445.08,537.09,438.39,335.26804174895915,1167.49,139.29,12.0,1
2792,handelsbanken,3046.66,203.11066666666665,431.19,695.4003320540999,1134.21,-1173.65,10,5,1,1,27,0,8842.92,552.6825,517.11,378.47371138120894,1547.78,43.24,16.0,0
2793,handelsbanken,574.6699999999998,27.365238095238087,89.62,844.4190583923306,1389.58,-1566.66,11,10,2,1,26,0,28337.1,1771.06875,460.20500000000004,4964.777700598319,20331.37,19.99,16.0,0
2794,handelsbanken,7491.0,299.64,618.88,824.3336451138377,1458.12,-1583.39,15,10,1,1,28,0,27964.02,1864.268,679.95,4939.008254333485,19692.31,113.63,15.0,0
2795,handelsbanken,18524.43,430.8006976744186,666.22,700.1063701643772,1827.04,-1401.96,34,9,1,1,28,0,21629.58,1802.4650000000001,632.6500000000001,4219.926848595837,15184.89,241.93,12.0,0
2796,handelsbanken,-778.8299999999997,-24.33843749999999,127.34,719.715952604195,1494.22,-1250.54,17,15,1,1,28,0,7451.0,532.2142857142857,249.005,833.4720529550724,3273.98,3.99,14.0,0
2797,handelsbanken,-882.7600000000002,-51.92705882352942,-70.26,751.5715860595442,1599.75,-1391.26,8,9,1,1,28,0,11891.26,990.9383333333334,611.7750000000001,1563.8828370137132,5911.24,181.38,12.0,0
2798,handelsbanken,11.019999999999868,0.6482352941176392,-337.39,797.4050913528464,1198.79,-1035.63,8,9,1,1,23,0,26603.100000000002,2660.3100000000004,287.84000000000003,7312.223382489229,23462.47,139.2,10.0,0
2799,handelsbanken,7592.78,379.639,780.28,896.3746970459455,1431.88,-1505.65,15,5,1,2,27,0,20153.8,1343.5866666666666,433.0,3432.3903916859595,13726.83,12.3,15.0,0
2800,handelsbanken,2620.23,174.682,529.49,751.95060509508,1063.64,-1146.93,10,5,1,2,27,0,10265.28,855.44,378.725,1444.00074449112,5299.85,20.43,12.0,0
2801,handelsbanken,4676.64,187.06560000000002,224.75,852.930089583744,1434.9,-1434.9,13,12,1,1,26,0,10568.89,704.5926666666667,407.85,967.2528532725089,4056.74,29.7,15.0,0
2802,handelsbanken,171.8499999999999,9.547222222222217,-308.095,757.0220963812596,1156.5,-1156.5,8,10,1,1,28,0,22913.51,1636.6792857142857,400.615,4651.290652680697,17770.19,37.83,14.0,0
2803,handelsbanken,-1201.8,-60.089999999999996,0.0,625.3479269216963,1297.16,-1376.19,10,10,2,1,28,0,25136.27,3142.03375,438.445,7706.992023595823,22201.29,49.1,8.0,0
2804,handelsbanken,7825.21,313.0084,306.12,655.6518799744267,1228.92,-1228.92,21,4,1,1,28,0,29134.569999999996,1942.3046666666664,339.59,5650.68735009653,22299.66,1.41,15.0,0
2805,handelsbanken,4173.9,347.825,780.415,1059.845223601498,1490.95,-1311.98,8,4,1,1,26,0,9194.71,766.2258333333333,443.075,1186.622391752462,4374.19,41.15,12.0,0
2806,handelsbanken,1570.7600000000002,98.17250000000001,0.0,691.7852185613682,1528.74,-1081.84,8,8,1,1,27,0,16773.17,1524.8336363636363,393.38,3455.119749578219,11897.43,140.66,11.0,0
2807,handelsbanken,-1563.4199999999996,-67.97478260869563,-201.01,745.510155682729,1208.26,-1208.26,10,13,1,2,26,0,26583.780000000002,2215.315,426.13,6213.496603373689,21926.45,19.43,12.0,0
2808,handelsbanken,-948.9200000000002,-49.94315789473685,-234.71,737.5784740400519,1197.94,-1169.71,9,10,1,2,26,0,21909.920000000002,1369.3700000000001,492.5,3837.6826405753427,15740.41,6.63,16.0,0
2809,handelsbanken,-2049.83,-128.114375,-134.235,977.9521288145532,1330.47,-1867.37,8,8,1,1,27,0,17272.64,1328.6646153846154,443.31,2998.2484922329104,11260.35,117.26,13.0,0
2810,handelsbanken,-2206.08,-100.27636363636363,-484.38,958.302064484717,2062.14,-2062.14,8,14,1,2,28,0,19960.77,1814.6154545454547,562.15,4107.428956136341,14170.6,209.44,11.0,0
2811,handelsbanken,2951.0899999999997,196.73933333333332,232.65,830.0958979665857,1596.54,-1050.3,9,6,2,1,25,0,24512.239999999998,1885.5569230769229,439.69,5027.801818156361,18582.02,46.71,13.0,0
2812,handelsbanken,-3901.5200000000004,-216.75111111111113,-459.21000000000004,965.3939744440146,1443.4,-1443.4,7,11,1,1,27,0,19558.22,1150.4835294117647,514.24,2644.941959944351,11362.3,8.77,17.0,0
2813,handelsbanken,-90.41999999999996,-6.955384615384612,-431.96,1061.6979020388,1398.09,-1211.37,5,8,1,1,26,0,12572.57,1142.9609090909091,518.16,2339.8355495993924,8172.86,99.31,11.0,0
2814,handelsbanken,4628.62,185.1448,-123.34,778.2622250090262,1465.9,-1465.9,10,15,1,2,27,0,15439.23,1187.633076923077,607.84,2413.945373675582,9134.18,39.05,13.0,0
2815,handelsbanken,-3183.8999999999996,-167.5736842105263,-395.49,609.63675222956,915.36,-974.26,8,11,1,1,28,0,12882.689999999999,1431.4099999999999,666.73,2441.9430162679882,7818.86,137.15,9.0,0
2816,handelsbanken,5956.59,350.3876470588235,378.66,890.5952031263237,2154.4,-1258.72,13,4,1,1,28,0,34849.6,2489.2571428571428,441.85,7859.4848404160475,29777.85,7.42,14.0,0
2817,handelsbanken,-3234.86,-231.0614285714286,-5.719999999999999,870.4002185542812,1097.82,-1304.96,7,7,2,1,27,0,19041.77,1586.8141666666668,364.04499999999996,4074.674437217951,14493.45,92.78,12.0,0
2818,handelsbanken,-2119.8199999999997,-117.76777777777777,-210.35999999999999,793.1676619402182,1103.68,-1001.65,8,10,1,1,25,0,18626.79,1693.3445454545456,546.96,3706.458755937704,12825.56,45.39,11.0,0
2819,handelsbanken,350.6300000000001,17.531500000000005,11.310000000000002,1018.7979167331158,1403.93,-1596.53,10,10,1,1,26,0,20036.26,1669.6883333333333,559.03,4263.8879443144015,15175.24,37.73,12.0,0
2820,handelsbanken,-1215.37,-71.49235294117646,-557.53,808.9912735973223,1551.56,-1551.56,8,9,1,1,25,0,16365.439999999999,962.6729411764705,553.86,2155.3679075820346,9266.13,20.77,17.0,0
2821,handelsbanken,3011.0200000000004,158.47473684210527,106.39,695.3450082782122,1119.17,-1033.32,10,9,1,1,27,0,10795.48,771.1057142857143,510.71000000000004,1094.3592872383526,4343.05,30.66,14.0,0
2822,handelsbanken,5162.719999999999,303.6894117647058,397.87,620.1394728352504,1336.28,-944.6,13,4,1,1,26,0,16806.579999999998,1527.870909090909,303.74,3727.1265470317867,12733.47,45.35,11.0,0
2823,handelsbanken,-1237.6,-56.25454545454545,0.0,1048.9482858682663,1371.29,-1761.24,11,11,2,2,27,0,18691.35,1038.4083333333333,507.52,2347.5944939855303,10338.02,27.6,18.0,0
2824,handelsbanken,5370.89,335.680625,894.125,1041.797142099291,1429.43,-1429.43,11,5,1,1,27,0,15464.210000000001,1546.421,439.15,3388.7228847735214,11137.86,43.27,10.0,0
2825,handelsbanken,3327.46,158.4504761904762,196.16,865.4547225850476,1408.76,-1408.76,12,9,2,1,28,0,18233.5,1402.576923076923,499.12,2949.182153016846,11119.86,48.79,13.0,0
2826,handelsbanken,8638.380000000001,392.6536363636364,451.52,742.2862440527621,1346.75,-1297.46,15,7,2,2,28,0,34835.65,2322.3766666666666,569.43,7235.2555467424,28455.53,6.69,15.0,0
2827,handelsbanken,828.22,51.76375,183.065,610.2427411871989,1251.25,-956.69,11,5,1,2,27,0,10396.92,945.1745454545454,600.55,1459.903195265793,5301.74,245.96,11.0,0
2828,handelsbanken,179.2399999999999,9.43368421052631,177.46,638.6686876117167,1250.03,-1086.24,11,8,1,1,27,0,30628.14,2552.345,424.105,7364.608246358822,25933.47,234.44,12.0,0
2829,handelsbanken,1082.16,56.95578947368421,152.34,386.2608235565961,816.66,-881.78,14,5,1,1,26,0,22508.94,1607.7814285714285,733.37,3705.7988110960473,14398.32,0.57,14.0,0
2830,handelsbanken,22708.81,873.4157692307692,1391.5,868.4535931466831,1916.99,-1335.8,22,4,1,2,28,0,18595.16,1690.469090909091,555.89,3959.065130170138,13601.54,61.23,11.0,0
2831,handelsbanken,-2210.56,-116.34526315789473,178.2,702.9360500814377,996.02,-1327.7,10,9,1,1,28,0,32609.46,1918.2035294117647,434.42,5841.645428323193,24561.57,4.09,17.0,0
2832,handelsbanken,2337.33,116.8665,274.95,674.1599005177129,1359.96,-1011.09,11,9,2,2,26,0,25388.89,1336.2573684210527,416.66,3417.8014291757827,15362.76,102.48,19.0,0
2833,handelsbanken,4827.219999999999,130.4654054054054,136.32,405.48176389049576,1425.24,-886.17,33,4,1,1,28,0,16705.35,1113.6899999999998,535.45,2036.2730791921936,8317.26,23.84,15.0,0
2834,handelsbanken,2253.05,187.7541666666667,232.1,930.7689938721571,1460.25,-1116.43,8,4,1,1,25,0,15881.64,1134.402857142857,575.64,2564.8903328885344,9979.07,28.92,14.0,0
2835,handelsbanken,698.1800000000002,41.06941176470589,257.05,711.38443657834,932.66,-925.61,10,7,2,1,28,0,30825.0,2055.0,542.99,6165.63957911447,24308.39,14.36,15.0,0
2836,handelsbanken,301.9100000000002,20.127333333333347,114.1,933.22339864477,1657.7,-1657.7,9,6,1,2,28,0,12169.64,715.8611764705882,433.95,1271.802189615598,5524.27,14.34,17.0,0
2837,handelsbanken,4150.24,230.56888888888886,156.245,651.3663492535283,1225.47,-715.28,10,8,1,1,26,0,14174.76,833.8094117647059,451.87,1529.200132334183,6706.6,100.59,17.0,0
2838,handelsbanken,18399.06,418.16045454545457,707.73,670.0794848407461,1501.17,-1496.02,35,9,1,1,28,0,22494.48,3213.497142857143,555.92,7128.633291552022,19374.05,167.76,7.0,0
2839,handelsbanken,885.0800000000003,40.2309090909091,385.58,782.2550497723696,1297.47,-1350.8,13,9,1,1,27,0,17626.079999999998,1259.0057142857142,730.875,2327.493502010972,9189.11,22.1,14.0,0
2840,handelsbanken,2942.12,210.15142857142857,488.79999999999995,752.8480961078316,1136.0,-1136.0,10,4,1,1,25,0,16679.309999999998,1111.954,445.51,2732.868203201276,10962.39,18.6,15.0,0
2841,handelsbanken,21317.95,576.1608108108109,716.07,577.0755976828261,1624.66,-1624.66,33,4,1,1,28,0,19072.23,1467.0946153846153,309.41,3794.3802471014405,14044.92,39.55,13.0,0
2842,handelsbanken,-2303.1800000000003,-143.94875000000002,215.62,955.3846409195618,1414.12,-1666.69,9,7,1,1,27,0,11946.880000000001,853.3485714285715,633.3399999999999,1135.3496602630137,4555.71,98.55,14.0,0
2843,handelsbanken,2981.98,229.3830769230769,378.7,841.0984185019078,1298.78,-1226.31,8,5,1,2,26,0,36838.51,2631.322142857143,592.88,7805.042137364379,29738.32,167.0,14.0,0
2844,handelsbanken,-4735.66,-263.09222222222223,-727.26,1053.2775240929984,1560.11,-1663.28,7,11,1,1,27,0,14248.67,1017.7621428571429,678.905,1279.8956488244148,5229.98,13.88,14.0,0
2845,handelsbanken,215.22999999999956,12.660588235294092,-79.33,890.4353498884029,1439.76,-1275.29,8,9,1,1,27,0,24084.24,2189.4763636363637,453.72,5943.784194358461,20103.14,101.42,11.0,0
2846,handelsbanken,4150.27,244.13352941176473,587.57,696.8509269469079,1341.98,-1275.73,13,4,1,1,26,0,27970.309999999998,1645.3123529411764,434.29,4910.8033348889685,20664.01,81.67,17.0,0
2847,handelsbanken,2065.5,89.80434782608695,278.66,664.9208002723201,1572.93,-1035.67,13,10,2,1,28,0,5630.38,433.10615384615386,406.17,328.551480961976,1102.76,31.06,13.0,0
2848,handelsbanken,6465.71,404.106875,937.925,1070.1692670895184,1281.52,-1622.26,11,5,1,2,28,0,13812.14,812.4788235294118,486.32,1509.5275519714867,6584.95,61.2,17.0,0
2849,handelsbanken,13598.25,412.0681818181818,1004.52,1365.0442781336221,1659.0,-1586.75,20,13,1,1,28,0,8937.33,595.822,517.08,342.7180411525319,1207.61,81.99,15.0,0
2850,handelsbanken,2984.04,213.1457142857143,470.2,872.4719796665659,1556.97,-1161.94,9,5,1,1,27,0,20220.85,1348.0566666666666,530.98,3364.868076918717,13441.19,24.72,15.0,0
2851,handelsbanken,5797.0599999999995,322.0588888888889,543.75,1018.6475607905685,1465.87,-1465.87,11,7,1,2,28,0,15157.91,1263.1591666666666,484.74,2613.5011865362744,9501.73,168.48,12.0,0
2852,handelsbanken,9713.66,277.5331428571429,910.83,862.8834271099479,1628.5,-1053.39,23,12,2,2,28,0,18454.82,1230.3213333333333,403.81,3062.2445942824984,12229.53,17.42,15.0,0
2853,handelsbanken,79.5,4.96875,217.28,885.4392062539735,1605.96,-1605.96,9,7,1,1,28,0,20327.04,1355.136,730.58,2710.388513389073,11079.03,44.03,15.0,0
2854,handelsbanken,-3830.76,-166.55478260869566,-386.75,736.6588509298992,1143.34,-1143.34,9,14,1,1,28,0,15013.75,883.1617647058823,429.95,1672.3617842075744,7255.96,45.0,17.0,0
2855,handelsbanken,6133.34,471.79538461538465,778.59,844.6001617098215,1136.13,-1104.6,10,3,1,1,26,0,23095.8,1776.6,306.97,4809.185995950873,17752.92,4.06,13.0,0
2856,handelsbanken,-5939.06,-219.9651851851852,-387.46,609.4712699190137,1028.82,-1028.82,10,17,1,1,27,0,13871.01,1261.000909090909,466.23,2768.0834298534232,9552.97,71.73,11.0,0
2857,handelsbanken,5872.03,391.46866666666665,687.68,662.880541940861,1351.08,-826.33,11,4,1,1,28,0,14412.71,900.794375,312.25,1925.7497221773785,8039.35,93.96,16.0,0
2858,handelsbanken,-66.3599999999999,-2.7649999999999957,-429.6,653.4538856621457,1148.96,-1062.76,9,15,1,1,28,0,19335.38,1933.538,643.385,3973.9419744709694,13188.53,275.61,10.0,0
2859,handelsbanken,1822.2799999999997,165.66181818181815,947.93,1197.8640529109987,1249.37,-2032.77,7,4,1,1,26,0,15290.710000000001,1019.3806666666667,410.05,2108.290922072279,8563.61,108.74,15.0,0
2860,handelsbanken,229.85000000000014,13.520588235294126,208.49,985.417789185573,1218.59,-1859.02,10,7,2,1,27,0,24203.76,2200.341818181818,404.42,5829.2847278097815,19760.92,140.42,11.0,0
2861,handelsbanken,-1632.0700000000002,-90.67055555555557,24.549999999999997,919.0487003256472,1359.89,-1219.02,9,9,1,1,27,0,20505.13,1206.1841176470589,437.48,3358.8260629963024,14208.79,28.88,17.0,0
2862,handelsbanken,-768.7899999999997,-40.46263157894735,-584.88,953.8373154488611,1294.93,-1692.35,9,10,1,1,27,0,14430.57,848.8570588235294,428.57,1644.8255096543094,7107.04,69.6,17.0,0
2863,handelsbanken,-2759.6899999999996,-137.98449999999997,-119.995,923.6443607310463,1524.39,-1551.06,10,10,1,2,25,0,23031.31,1439.456875,286.265,4428.625389535249,18023.8,13.56,16.0,0
2864,handelsbanken,-8332.5,-208.3125,-64.12,688.7140396745748,1220.83,-1439.48,8,32,1,2,28,0,16103.8,1006.4875,401.565,2301.9971769907397,9584.16,92.25,16.0,1
2865,handelsbanken,1197.7700000000004,74.86062500000003,183.47,983.2628303796752,1351.08,-1503.94,9,7,1,1,28,0,21908.14,1217.118888888889,441.03,3317.451329267321,14465.15,5.26,18.0,0
2866,handelsbanken,360.42999999999995,20.023888888888887,235.84000000000003,760.9097047237672,1381.33,-1381.33,10,8,1,1,28,0,18628.75,1432.9807692307693,435.62,3850.2813254952803,14226.46,46.56,13.0,0
2867,handelsbanken,2569.7999999999997,197.67692307692306,245.15,664.1742905716919,1664.05,-886.09,8,5,1,2,28,0,21639.0,1138.8947368421052,451.89,2908.524827763243,13028.9,36.88,19.0,0
2868,handelsbanken,10873.429999999998,472.75782608695647,954.46,873.0353428957268,1784.26,-980.59,15,8,1,1,27,0,16440.93,913.385,426.57000000000005,2201.033013618432,9663.52,21.6,18.0,0
2869,handelsbanken,-5853.66,-254.5069565217391,-393.66,750.3099595405693,1273.18,-1297.13,9,14,1,1,27,0,27079.280000000002,2256.606666666667,395.745,6349.066333281301,22393.08,30.49,12.0,0
2870,handelsbanken,-21265.68,-506.3257142857143,-816.89,548.6568487219288,1201.76,-816.89,8,34,1,1,28,0,23313.77,1554.2513333333334,610.58,3917.880185570229,15687.44,146.41,15.0,0
2871,handelsbanken,-603.1599999999997,-35.47999999999998,-147.38,1065.1302324481267,1725.77,-1725.77,8,9,1,1,28,0,32631.22,2039.45125,498.08,6374.383317123705,25909.15,4.07,16.0,0
2872,handelsbanken,-379.1399999999998,-15.165599999999992,268.92,591.8113838538425,896.92,-1135.05,15,10,1,2,26,0,13584.41,970.3149999999999,396.28999999999996,2072.9077240538973,8076.84,22.96,14.0,0
2873,handelsbanken,1278.53,58.115,358.26,689.7694727864484,958.56,-1076.34,14,8,1,2,27,0,22692.56,2062.96,483.87,5027.832295090997,17191.61,9.69,11.0,0
2874,handelsbanken,4185.6,261.6,64.92,992.7524741444869,1867.34,-979.9,8,8,1,1,28,0,17291.03,1330.0792307692307,469.87,2701.5767225654895,10179.46,24.64,13.0,0
2875,handelsbanken,5952.7699999999995,297.63849999999996,467.28,721.5906032565541,1068.32,-1068.32,13,7,2,1,28,0,18705.06,1247.0040000000001,320.57,3440.270081986504,13645.66,32.77,15.0,0
2876,handelsbanken,43075.98,1104.5123076923078,1429.91,679.8328574322768,1435.15,-1299.69,35,4,1,1,28,0,17461.37,1343.1823076923076,650.91,2865.3862893920427,10798.29,5.79,13.0,0
2877,handelsbanken,1255.2600000000002,57.05727272727274,35.16,648.5758554833947,1474.68,-686.51,11,11,1,1,27,0,18144.22,1209.6146666666668,554.28,2731.1495771609925,11027.58,21.63,15.0,0
2878,handelsbanken,1508.6899999999998,137.15363636363634,384.77,642.2645400031474,1073.12,-1073.12,7,4,1,1,25,0,18437.31,1676.119090909091,401.74,4249.355214698942,14457.28,10.89,11.0,0
2879,handelsbanken,4229.599999999999,422.9599999999999,554.8199999999999,979.3303580962295,1617.92,-829.3,6,4,1,1,27,0,17394.940000000002,1581.358181818182,790.84,3197.3596513273833,11164.6,34.48,11.0,0
2880,handelsbanken,-1023.6600000000001,-53.876842105263165,155.15,894.1738080861301,1933.12,-1933.12,10,9,2,2,27,0,19439.18,971.9590000000001,560.075,2160.816621927679,10038.82,11.24,20.0,0
2881,handelsbanken,2560.21,134.7478947368421,-286.44,968.6652000710333,1489.44,-1489.44,9,10,2,2,26,0,31226.46,2838.7690909090907,438.49,7709.436024080432,26062.78,183.01,11.0,0
2882,handelsbanken,-4643.55,-178.59807692307692,-527.4,741.4412199440719,1457.96,-1457.96,9,17,2,4,27,0,23694.26,1692.4471428571428,472.005,4445.984338823983,17088.55,191.09,14.0,1
2883,handelsbanken,-2838.12,-129.00545454545454,-213.98,758.576341436957,1177.59,-1325.72,8,14,1,2,28,0,6835.53,683.553,537.105,415.32870837580094,1326.75,239.27,10.0,0
2884,handelsbanken,-1978.62,-123.66375,-80.375,949.8213956520107,1846.47,-1968.01,8,8,1,1,26,0,19762.079999999998,1097.8933333333332,381.28499999999997,2553.0065642228,11174.14,19.03,18.0,0
2885,handelsbanken,-792.72,-44.04,-205.74,776.9213562744263,1322.03,-1076.3,7,11,1,2,27,0,23993.74,1845.6723076923079,410.92,5084.542623334233,18745.04,63.76,13.0,0
2886,handelsbanken,3274.8899999999994,181.9383333333333,468.01,721.5534328936343,1280.75,-1280.75,13,5,1,1,26,0,32483.71,2165.5806666666667,631.31,6126.137518682279,24277.96,120.39,15.0,0
2887,handelsbanken,-3962.9900000000002,-158.5196,-169.96,782.1850627754277,874.87,-1336.28,11,14,1,2,28,0,20397.51,1274.844375,433.875,3126.282817193541,12930.82,17.4,16.0,0
2888,handelsbanken,-14235.34,-444.854375,-1164.51,1200.5641391336783,1916.99,-1916.99,10,22,2,1,27,0,18911.75,1112.4558823529412,447.01,2864.461526173067,12145.6,2.2,17.0,0
2889,handelsbanken,-1369.6299999999994,-68.48149999999997,-600.665,1099.2889047076847,1548.47,-1658.24,9,11,2,1,28,0,26304.629999999997,1753.6419999999998,252.55,5276.0945101401885,20783.2,46.63,15.0,0
2890,handelsbanken,-2062.58,-89.67739130434782,-577.58,824.2549482643947,1882.26,-1382.51,9,14,1,2,28,0,21763.13,2176.313,385.42499999999995,5641.088708219461,18219.5,9.56,10.0,0
2891,handelsbanken,3952.9599999999996,158.11839999999998,122.4,749.2178183205469,1212.3,-1212.3,13,12,1,2,27,0,17021.45,1309.3423076923077,484.96,2997.428536832735,11249.57,65.91,13.0,0
2892,handelsbanken,1241.32,73.01882352941176,154.44,865.9477046918188,1388.27,-1336.09,10,7,1,2,28,0,20511.37,1465.097857142857,522.73,3612.80353691866,13998.02,126.23,14.0,0
2893,handelsbanken,618.3900000000002,28.108636363636375,3.8900000000000006,956.146954835348,1567.24,-1493.29,11,11,1,1,28,0,15206.58,950.41125,440.03499999999997,2110.0904573149624,8821.69,80.85,16.0,0
2894,handelsbanken,-221.69000000000005,-13.040588235294122,-451.51,1043.732746794352,1427.66,-1338.64,8,9,1,1,25,0,21159.13,1175.5072222222223,229.135,3304.868019258161,14320.36,42.95,18.0,0
2895,handelsbanken,2656.21,147.56722222222223,88.1,747.2131417616007,1121.8,-1086.23,11,7,2,1,24,0,20586.83,1286.676875,364.5,3608.6093407344956,14792.33,22.88,16.0,0
2896,handelsbanken,-286.98,-16.881176470588237,131.7,936.4097642918026,1392.87,-1252.88,9,8,2,1,28,0,18211.649999999998,1300.8321428571428,464.57,3178.8400321481045,12272.48,13.4,14.0,1
2897,handelsbanken,-6415.21,-377.36529411764707,-691.15,838.790661317811,920.35,-1607.37,7,10,1,1,27,0,19806.59,1980.659,716.405,4141.702212503265,13751.23,208.74,10.0,0
2898,handelsbanken,2216.12,201.46545454545455,517.64,781.6004050582835,1090.84,-1144.38,7,4,1,1,24,0,20848.7,1489.1928571428573,565.98,3283.338775007558,12872.9,261.85,14.0,0
2899,handelsbanken,4808.42,343.4585714285714,452.99,898.8898268835426,1593.03,-1194.73,10,4,1,1,21,0,17350.870000000003,1927.8744444444446,515.62,4047.7010039530805,12700.1,147.6,9.0,0
2900,handelsbanken,-2087.7200000000003,-130.48250000000002,-138.185,968.7350016628213,1343.47,-1707.15,8,8,1,1,28,0,15465.279999999999,1031.0186666666666,255.28,2533.9143092396644,10121.73,38.3,15.0,0
2901,handelsbanken,2807.46,215.95846153846153,224.2,927.3430345512761,2141.24,-1421.68,9,4,1,1,28,0,17225.98,1435.4983333333332,506.66,3245.880743338977,11656.67,16.17,12.0,0
2902,handelsbanken,4912.12,350.86571428571426,536.9300000000001,912.2903395108573,1488.41,-1181.67,9,5,1,2,28,0,27116.72,1936.9085714285716,431.435,5302.311244333212,20326.79,36.99,14.0,0
2903,handelsbanken,10806.33,469.84043478260867,375.43,1198.2427003987518,2041.02,-1363.3,14,9,1,2,27,0,9553.33,734.8715384615384,213.78,1791.4359179479745,6668.75,22.58,13.0,0
2904,handelsbanken,-2455.85,-129.25526315789475,-359.5,870.4368136258971,1254.7,-1558.28,8,11,1,2,27,0,27194.85,1699.678125,570.145,4788.437667185709,19614.55,13.86,16.0,0
2905,handelsbanken,3308.6800000000003,106.73161290322581,650.25,737.0511794762368,794.02,-1566.62,20,11,1,1,28,0,17995.14,1124.69625,476.675,2773.9325440293246,11500.35,40.79,16.0,0
