sum,mean,median,std,max,min,in_degree,out_degree,n_unique_in,n_unique_out,is_sar
1271.93,635.965,635.965,210.24405925019613,784.63,487.3,2,0,2,0,0
1549.86,516.62,528.02,258.57854145307573,769.31,252.53,3,0,3,0,1
3349.09,837.2725,697.5350000000001,301.97305877346076,1289.06,664.96,4,0,2,0,0
3572.81,1190.9366666666667,1315.73,535.087764421252,1652.6,604.48,3,0,2,0,0
3103.54,775.885,728.125,405.82798429055293,1286.6,360.69,4,0,3,0,1
1705.29,852.645,852.645,142.85678300311818,953.66,751.63,2,0,2,0,0
1710.78,1710.78,1710.78,0.0,1710.78,1710.78,1,0,1,0,0
2070.2999999999997,690.0999999999999,509.69,365.8452871091822,1111.11,449.5,3,0,2,0,0
9821.28,982.128,996.2649999999999,549.6933220704877,1697.07,82.41,10,0,8,0,1
2690.68,896.8933333333333,896.0,186.49160472614662,1083.83,710.85,3,0,3,0,1
1901.6299999999999,950.8149999999999,950.8149999999999,687.3290045167597,1436.83,464.8,2,0,2,0,0
790.49,790.49,790.49,0.0,790.49,790.49,1,0,1,0,0
6020.72,1204.144,1639.66,755.3389126941628,1888.15,372.82,5,0,3,0,1
1534.75,767.375,767.375,165.83775339168096,884.64,650.11,2,0,2,0,0
1452.69,1452.69,1452.69,0.0,1452.69,1452.69,1,0,1,0,0
1716.98,572.3266666666667,540.62,153.54520322476156,739.25,437.11,3,0,2,0,0
1101.46,550.73,550.73,12.643069247615506,559.67,541.79,2,0,2,0,0
2005.16,668.3866666666667,798.47,478.7775239433587,1068.68,138.01,3,0,2,0,0
998.6800000000001,499.34000000000003,499.34000000000003,446.15609465746405,814.82,183.86,2,0,2,0,0
412.25,206.125,206.125,126.39533713709537,295.5,116.75,2,0,2,0,0
3624.84,906.21,755.765,524.0097717282252,1628.16,485.15,4,0,3,0,1
1885.36,942.68,942.68,171.6855264720937,1064.08,821.28,2,0,2,0,0
718.25,359.125,359.125,95.94731913920268,426.97,291.28,2,0,2,0,0
1161.43,387.1433333333334,199.24,367.8201533811509,810.96,151.23,3,0,3,0,1
-188.04999999999995,-94.02499999999998,-94.02499999999998,1398.339015135457,894.75,-1082.8,1,1,1,1,1
1491.12,745.56,745.56,365.1357996691095,1003.75,487.37,2,0,2,0,0
2000.12,1000.06,1000.06,116.61605035328543,1082.52,917.6,2,0,1,0,0
633.55,633.55,633.55,0.0,633.55,633.55,1,0,1,0,0
1993.5900000000001,664.5300000000001,733.18,384.6276340826281,1010.21,250.2,3,0,2,0,0
-2162.94,-432.588,-629.19,880.7802385498894,654.47,-1509.15,2,3,2,3,1
3798.9300000000003,1266.3100000000002,1272.68,66.98255519163186,1329.88,1196.37,3,0,2,0,0
1790.46,596.82,631.41,320.3685725847652,898.49,260.56,3,0,2,0,0
2266.47,755.4899999999999,931.91,414.9513854658157,1053.08,281.48,3,0,2,0,0
1871.8400000000001,623.9466666666667,504.58,306.988573783021,972.69,394.57,3,0,2,0,0
854.42,427.21,427.21,322.21441805108594,655.05,199.37,2,0,2,0,0
1231.69,1231.69,1231.69,0.0,1231.69,1231.69,1,0,1,0,0
2801.65,933.8833333333333,1221.69,593.1136046604676,1328.18,251.78,3,0,2,0,0
8186.59,1023.32375,1173.36,422.15096108035976,1423.58,461.21,8,0,7,0,1
1022.42,1022.42,1022.42,0.0,1022.42,1022.42,1,0,1,0,1
1675.6399999999999,837.8199999999999,837.8199999999999,92.05116077486477,902.91,772.73,2,0,2,0,0
2621.6,873.8666666666667,823.0,186.0212252226431,1080.03,718.57,3,0,2,0,0
2073.05,1036.525,1036.525,1220.148106276447,1899.3,173.75,2,0,1,0,0
2017.0,1008.5,1008.5,295.27364968787845,1217.29,799.71,2,0,2,0,0
2941.33,735.3325,765.8,86.08126562537674,800.95,608.78,4,0,3,0,1
1867.6699999999998,622.5566666666666,652.78,484.84202131553457,1091.58,123.31,3,0,2,0,0
2438.63,812.8766666666667,627.02,341.1960425229656,1206.65,604.96,3,0,2,0,0
546.18,546.18,546.18,0.0,546.18,546.18,1,0,1,0,0
492.47,492.47,492.47,0.0,492.47,492.47,1,0,1,0,0
2272.45,757.4833333333332,580.64,358.78436481169757,1170.36,521.45,3,0,3,0,1
3199.88,1066.6266666666668,1168.4,639.0076435640918,1648.64,382.84,3,0,2,0,0
2316.27,1158.135,1158.135,114.96849155312086,1239.43,1076.84,2,0,2,0,0
3834.65,958.6625,897.7750000000001,644.479649814484,1763.31,275.79,4,0,3,0,1
1848.02,616.0066666666667,518.09,244.31336605542757,894.09,435.84,3,0,2,0,0
-1524.4499999999998,-254.07499999999996,-355.05,840.5258366225277,733.09,-1250.31,3,3,2,3,1
4161.79,832.358,644.06,278.7786790089946,1224.01,626.94,5,0,2,0,0
716.43,716.43,716.43,0.0,716.43,716.43,1,0,1,0,0
1262.89,631.445,631.445,391.02297892834895,907.94,354.95,2,0,1,0,0
988.29,494.145,494.145,192.48153690679007,630.25,358.04,2,0,1,0,0
1759.54,879.77,879.77,481.9356977855033,1220.55,538.99,2,0,2,0,0
2106.27,702.09,709.18,488.0736238519758,1186.58,210.51,3,0,3,0,1
1588.81,794.405,794.405,613.4787722896368,1228.2,360.61,2,0,2,0,0
1811.4500000000003,452.86250000000007,683.09,734.5474566640788,1030.92,-585.65,3,1,2,1,1
2896.08,965.36,988.14,721.2598535895366,1674.96,232.98,3,0,2,0,0
3558.58,1186.1933333333334,1218.38,252.72193916107338,1421.28,918.92,3,0,2,0,0
802.57,802.57,802.57,0.0,802.57,802.57,1,0,1,0,0
4656.74,931.348,1095.76,678.2508044742741,1743.55,232.25,5,0,3,0,1
2409.17,803.0566666666667,902.82,419.54731560734996,1163.73,342.62,3,0,2,0,0
2748.94,458.1566666666667,332.745,562.0293232800817,1286.35,-363.27,5,1,3,1,1
626.94,626.94,626.94,0.0,626.94,626.94,1,0,1,0,0
1271.37,635.685,635.685,591.3463300384979,1053.83,217.54,2,0,2,0,0
193.65,193.65,193.65,0.0,193.65,193.65,1,0,1,0,0
5423.82,1355.955,1449.93,294.5849786281258,1591.52,932.44,4,0,2,0,0
-1557.76,-311.552,-549.05,771.2917590445265,617.04,-1168.54,2,3,2,3,1
787.01,787.01,787.01,0.0,787.01,787.01,1,0,1,0,0
111.05,111.05,111.05,0.0,111.05,111.05,1,0,1,0,0
1953.35,651.1166666666667,785.9,313.65375150527586,874.85,292.6,3,0,2,0,0
-424.2599999999999,-141.41999999999996,251.08,709.9174247755861,285.58,-960.92,2,1,2,1,1
2337.06,779.02,696.42,353.601235998971,1166.61,474.03,3,0,2,0,0
-2014.51,-1007.255,-1007.255,51.00361212698559,-971.19,-1043.32,0,2,0,2,1
-5357.490000000001,-669.6862500000001,-895.405,829.2880176553775,882.78,-1639.66,2,6,2,6,1
136.26999999999998,45.423333333333325,115.79,547.7802344310475,554.62,-534.14,2,1,2,1,1
1275.9199999999998,159.48999999999998,566.81,838.4317489558366,698.02,-1269.33,6,2,5,2,1
2115.64,528.91,599.49,285.4687341899284,793.34,123.32,4,0,2,0,0
1285.08,1285.08,1285.08,0.0,1285.08,1285.08,1,0,1,0,0
2228.37,1114.185,1114.185,977.1296477182543,1805.12,423.25,2,0,2,0,0
310.54,310.54,310.54,0.0,310.54,310.54,1,0,1,0,0
2976.8199999999997,992.2733333333332,955.03,571.7255142402981,1581.71,440.08,3,0,2,0,0
2121.8999999999996,707.2999999999998,523.77,319.3306388369271,1076.03,522.1,3,0,3,0,0
1875.56,625.1866666666666,695.86,349.41224954676863,933.86,245.84,3,0,3,0,1
1252.2599999999998,156.53249999999997,441.81500000000005,832.4917829152602,963.87,-928.33,5,3,3,3,1
693.05,346.525,346.525,294.983735907592,555.11,137.94,2,0,2,0,0
2111.65,703.8833333333333,455.36,549.9591206929232,1334.24,322.05,3,0,2,0,0
3214.66,803.665,560.925,802.4441631457398,1944.96,147.85,4,0,3,0,0
2615.41,653.8525,665.36,564.6214068072518,1242.74,41.95,4,0,3,0,1
1305.64,186.52,441.22,937.7401453316727,1190.13,-1143.04,5,2,3,2,1
2417.25,1208.625,1208.625,475.4939550088938,1544.85,872.4,2,0,1,0,0
2534.03,633.5075,646.385,362.2908735969852,1018.19,223.07,4,0,3,0,0
2245.6,561.4,598.035,364.4857984430486,967.2,82.33,4,0,3,0,0
2224.27,556.0675,483.025,312.9753459273323,981.0,277.22,4,0,3,0,0
4471.110000000001,745.1850000000001,462.41,721.7636703727891,2096.51,117.68,6,0,4,0,1
1781.5700000000002,593.8566666666667,718.57,510.26145419121497,1030.2,32.8,3,0,2,0,0
2185.37,546.3425,526.52,133.2173167860195,718.08,414.25,4,0,3,0,0
2380.98,793.66,678.7,272.647104514242,1104.96,597.32,3,0,3,0,0
3719.7699999999995,1239.9233333333332,1074.36,390.1565891194628,1685.56,959.85,3,0,2,0,0
3180.94,1060.3133333333333,911.77,499.17592152800535,1616.9,652.27,3,0,3,0,0
1324.55,662.275,662.275,772.8182143622133,1208.74,115.81,2,0,2,0,0
2595.25,648.8125,730.515,230.23204734571596,818.93,315.29,4,0,3,0,0
4520.27,904.0540000000001,787.05,414.78022545680744,1507.73,482.77,5,0,3,0,0
1111.01,370.33666666666664,335.96,152.19517546010889,536.78,238.27,3,0,3,0,0
1797.3899999999999,898.6949999999999,898.6949999999999,328.9814299470412,1131.32,666.07,2,0,2,0,0
5535.610000000001,1383.9025000000001,1434.725,467.3691958452119,1900.94,765.22,4,0,4,0,1
2949.7,983.2333333333332,1022.71,218.49623208040296,1179.3,747.69,3,0,2,0,0
2433.1000000000004,486.62000000000006,266.45,415.0678098817108,1049.21,66.76,5,0,3,0,0
2444.7200000000003,611.1800000000001,674.0250000000001,291.4599303506401,864.37,232.3,4,0,2,0,0
2282.0699999999997,760.6899999999999,842.11,263.06604855054934,973.42,466.54,3,0,3,0,0
1762.23,587.41,663.24,215.22846675103185,754.46,344.53,3,0,2,0,0
2424.51,606.1275,378.38,507.2080953201884,1362.67,305.08,4,0,3,0,0
1795.0300000000002,359.00600000000003,316.68,176.37355450860542,551.21,141.61,5,0,3,0,0
2855.6,713.9,792.155,356.27236369571716,1057.72,213.57,4,0,3,0,0
2430.8599999999997,607.7149999999999,752.3,415.59602536597964,914.33,11.93,4,0,3,0,0
2883.87,576.774,640.2,325.8146594768259,945.09,224.49,5,0,3,0,0
2939.07,979.69,1335.67,726.0964676267197,1459.1,144.3,3,0,3,0,0
2522.11,840.7033333333334,791.1,95.10016841905875,950.35,780.66,3,0,3,0,0
2812.01,703.0025,613.53,250.60590580630785,1071.9,513.05,4,0,3,0,0
962.1800000000001,481.09000000000003,481.09000000000003,396.2060716344463,761.25,200.93,2,0,2,0,0
2264.58,377.43,219.805,393.33167551063053,1102.56,50.64,6,0,3,0,0
3573.92,893.48,802.105,243.4613145176593,1253.35,716.36,4,0,3,0,0
1319.99,439.99666666666667,398.78,302.2898291926696,760.78,160.43,3,0,3,0,1
3245.7200000000003,811.4300000000001,605.5050000000001,577.9670109963025,1656.97,377.74,4,0,4,0,1
4023.81,1005.9525,1097.2649999999999,366.4991295464879,1344.28,485.0,4,0,3,0,0
1048.6899999999998,209.73799999999997,421.55,894.9449711965536,908.02,-1281.14,4,1,3,1,1
853.86,284.62,250.99,233.24050870292666,532.85,70.02,3,0,3,0,0
3108.02,621.604,688.15,377.9591569601139,948.42,16.65,5,0,3,0,0
441.5400000000001,147.18000000000004,591.21,953.7978688904689,798.01,-947.68,2,1,2,1,1
2069.23,517.3075,447.225,397.72701696641127,994.37,180.41,4,0,3,0,0
4258.99,709.8316666666666,732.22,376.29324338428756,1264.14,194.46,6,0,4,0,1
3359.9100000000003,839.9775000000001,901.6000000000001,626.9663137880694,1509.15,47.56,4,0,4,0,1
3773.54,754.708,634.71,478.2331146208928,1470.09,155.61,5,0,3,0,0
1543.18,771.59,771.59,338.53444256087147,1010.97,532.21,2,0,2,0,0
5114.13,852.355,787.22,283.5885895976775,1322.62,605.58,6,0,4,0,0
3249.77,649.954,552.39,246.78089599885968,981.13,402.01,5,0,4,0,0
2419.9,806.6333333333333,691.41,624.9331401304729,1481.16,247.33,3,0,3,0,0
560.3100000000001,186.77,125.93,208.63275413990007,419.06,15.32,3,0,3,0,0
4815.37,687.91,806.72,876.6547336513579,1964.92,-946.9,6,1,4,1,1
2036.3999999999996,509.0999999999999,445.26,1255.7893651670515,2060.97,-915.09,3,1,3,1,1
295.93,147.965,147.965,137.34135010986313,245.08,50.85,2,0,2,0,0
501.09,501.09,501.09,0.0,501.09,501.09,1,0,1,0,0
920.12,920.12,920.12,0.0,920.12,920.12,1,0,1,0,0
-3221.95,-292.9045454545454,-457.7,940.7539766842724,922.06,-1636.1,5,6,1,4,1
2217.9100000000003,369.6516666666667,600.38,819.3673910869695,1094.98,-871.87,4,2,1,1,0
1387.28,106.71384615384615,57.37,387.70152332987766,922.15,-862.01,12,1,1,1,0
1434.61,204.9442857142857,271.45,602.4671021961045,983.18,-675.98,5,2,2,1,1
3534.7700000000004,504.9671428571429,653.4,1423.2468925982155,2281.92,-1685.56,5,2,1,1,0
2304.37,329.19571428571425,501.05,808.2540665091464,1137.58,-914.33,5,2,1,1,0
830.3499999999999,43.70263157894736,121.27,513.4544878007106,1033.17,-1224.01,16,3,1,1,0
6326.34,575.1218181818182,725.28,605.8983606813634,1304.68,-628.11,9,2,1,1,0
1797.47,224.68375,99.44,405.6840713425552,1154.25,-81.39,6,2,1,1,0
-5013.4,-334.22666666666663,36.2,755.9201146726197,1083.25,-1185.14,8,7,1,1,0
1985.7399999999998,397.14799999999997,795.0,1336.0075399749808,1798.5,-1798.5,4,1,1,1,0
20771.98,989.1419047619047,1277.51,704.8923370176401,1387.41,-993.66,19,2,1,1,0
4088.8700000000003,511.10875000000004,633.825,712.1038666502341,1191.13,-606.03,6,2,1,1,0
2127.29,303.8985714285714,361.94,710.5868837664768,998.06,-842.59,5,2,1,1,0
-2826.6500000000005,-235.5541666666667,232.185,1078.8116164849537,1043.68,-2284.04,7,5,2,1,1
2418.75,483.75,790.47,648.2561040591904,867.99,-651.16,4,1,1,1,0
4574.82,457.48199999999997,402.09,625.546303194256,1397.75,-683.08,8,2,5,2,1
8191.92,744.72,777.54,621.1762836586729,1705.34,-765.22,10,1,6,1,1
3203.71,291.24636363636364,245.1,565.6563304034125,1242.91,-1026.48,10,1,1,1,0
2538.0699999999997,423.0116666666666,487.31,776.211971755568,1088.23,-1049.08,5,1,1,1,0
1083.08,180.51333333333332,255.075,487.48280678057426,737.07,-737.07,5,1,1,1,0
1993.76,332.29333333333335,603.84,730.5672113000053,1268.85,-615.98,4,2,1,1,0
5154.7,736.3857142857142,949.0,864.6675383995312,1459.0,-1168.54,6,1,1,1,0
3333.5,666.7,390.86,827.8472774914464,1789.52,-373.45,4,1,1,1,0
-1779.77,-254.25285714285715,-761.32,1009.5831335211956,1377.47,-1268.76,3,4,1,4,1
12337.64,474.52461538461534,437.07,452.67421752276346,1952.58,-770.42,25,1,6,1,1
4081.13,583.0185714285715,756.22,610.4802683524007,1082.57,-756.22,6,1,1,1,0
90.87000000000023,9.087000000000023,331.70500000000004,975.9755415087682,1083.39,-1186.58,6,4,1,4,1
13497.83,899.8553333333333,1319.06,714.5921774977335,1339.92,-1049.21,13,2,5,1,1
5840.06,834.2942857142858,1316.92,1046.4283657574965,1550.94,-1316.92,6,1,1,1,0
6749.400000000001,449.96000000000004,1024.89,813.6072372465721,1024.89,-1024.19,11,4,1,4,1
3275.2799999999997,818.8199999999999,713.66,362.9303933263236,1342.86,505.1,4,0,1,0,0
750.8600000000001,93.85750000000002,483.92,724.1325698230756,728.11,-945.09,5,3,1,2,0
9007.78,272.96303030303034,482.81,610.4710572556083,723.02,-1830.7,29,4,1,4,1
-287.10000000000014,-35.88750000000002,352.45,982.3417932784029,1142.08,-1324.76,5,3,1,3,1
-7835.65,-489.728125,-1152.37,1047.3833207074906,1450.88,-1344.26,5,11,1,1,0
3461.93,384.6588888888889,391.53,371.9830321212395,807.3,-517.03,8,1,1,1,0
-1996.67,-221.85222222222222,-528.02,806.4208315417233,896.01,-1319.74,4,5,1,4,1
810.0799999999999,270.02666666666664,661.65,824.7650480187273,826.02,-677.59,2,1,1,1,0
-1357.6100000000001,-104.43153846153847,-193.61,415.63444936318245,527.21,-885.33,5,8,1,1,0
651.4699999999999,54.28916666666666,-141.41500000000002,917.0029559728141,1636.1,-1587.94,6,6,3,1,1
4585.77,655.11,924.65,804.416239870048,1203.58,-1118.75,6,1,1,1,0
-64.91000000000008,-8.11375000000001,286.90999999999997,782.1100524120174,769.88,-1588.35,6,2,1,1,0
1629.89,407.4725,565.505,490.2448607498774,806.69,-307.81,3,1,1,1,0
2812.62,312.5133333333333,643.43,935.3031958407927,1329.81,-1206.65,6,3,1,2,0
24.4699999999998,8.1566666666666,639.14,1511.2018357034024,1101.61,-1716.28,2,1,1,1,0
563.82,112.76400000000001,543.46,840.3436056340287,840.84,-981.0,3,2,1,1,0
-57.65000000000009,-5.7650000000000095,457.575,994.3127783130752,1587.94,-1587.94,6,4,1,4,1
-2954.6400000000003,-246.22000000000003,-556.21,677.8510832033833,719.16,-1082.57,5,7,1,2,0
3790.6600000000003,631.7766666666668,881.155,686.2829815948131,1026.42,-735.89,5,1,1,1,0
4405.030000000001,734.1716666666667,1041.4,1592.623576623386,2284.04,-2284.04,5,1,1,1,0
1941.15,215.68333333333334,691.38,1008.7054794264777,1316.93,-1316.93,6,3,2,3,1
3455.3,383.9222222222222,663.85,579.0976002319854,860.75,-860.75,7,2,1,1,0
-371.7700000000001,-123.92333333333336,-605.58,842.2946268576889,848.66,-614.85,1,2,1,1,0
2889.01,412.71571428571434,847.99,930.235676766147,1159.9,-1053.03,5,2,1,1,0
1905.9499999999998,272.2785714285714,281.48,520.2964873809474,1112.84,-433.45,5,2,2,2,1
22077.08,1103.854,1372.26,593.9809171699923,1372.26,-684.23,19,1,1,1,0
791.3400000000001,131.89000000000001,253.95,871.7536474715779,1165.51,-1165.51,4,2,1,2,0
6438.08,715.3422222222222,706.95,565.2270312179385,1380.04,-625.29,8,1,4,1,1
2660.64,295.62666666666667,532.78,945.0909710049082,1138.12,-1439.21,6,3,2,3,1
1359.61,339.9025,679.8050000000001,1259.1828267670269,1359.66,-1359.66,3,1,1,1,0
2409.55,401.5916666666667,516.43,654.8600978351534,882.9,-882.9,5,1,1,1,0
1611.41,230.20142857142858,368.98,343.6075170611848,543.5,-405.73,6,1,1,1,0
7296.2699999999995,456.01687499999997,526.0699999999999,1224.8598145405253,1775.3,-1085.03,9,7,1,2,0
5661.07,566.107,358.04,644.5462898478795,1328.38,-807.23,9,1,1,1,0
4064.5,677.4166666666666,785.86,233.50895842915034,785.86,204.1,6,0,1,0,0
1262.3799999999999,180.33999999999997,242.88,590.4222676751501,844.42,-844.42,5,2,1,2,0
3185.33,530.8883333333333,653.175,648.7944915739241,1354.9,-608.31,5,1,1,1,0
2728.71,454.785,602.22,761.3159349639282,1356.45,-879.07,5,1,1,1,0
2781.49,347.68625,96.47,724.1688007430608,1417.34,-904.14,7,1,1,1,0
-488.9799999999999,-61.12249999999999,361.305,861.1296980586441,800.21,-1675.84,5,3,1,3,1
-1026.0700000000002,-93.27909090909093,-453.05,1009.289095625773,1481.27,-1223.96,5,6,1,2,0
581.84,290.92,290.92,942.0783645748373,957.07,-375.23,1,1,1,1,0
1610.42,268.40333333333336,340.295,402.34948836386843,697.53,-472.35,5,1,1,1,0
33.97000000000003,6.794000000000006,210.45,975.2919545602743,1035.43,-1045.23,3,2,1,1,0
3842.33,213.46277777777777,245.14,98.21433930323639,245.14,-169.46,17,1,1,1,0
-1153.54,-96.12833333333333,4.599999999999994,735.35650526349,896.0,-1183.28,6,6,1,1,0
1961.8400000000001,392.36800000000005,510.72,572.7012276658746,974.81,-567.34,4,1,2,1,1
1736.9199999999998,248.13142857142856,282.77,774.7752764603977,1302.07,-1302.07,6,1,1,1,0
3599.95,514.2785714285714,576.8,539.4930867777198,1273.92,-557.97,6,1,1,1,0
-6998.849999999999,-269.1865384615384,-440.08,359.52665603476254,617.12,-652.31,6,20,2,1,0
2098.6400000000003,262.33000000000004,279.35,502.66521878028186,847.47,-847.47,7,1,1,1,0
1129.73,376.57666666666665,555.14,851.0720457360432,1124.2,-549.61,2,1,1,1,0
2151.21,430.242,331.34,574.9981561448698,1038.45,-125.05,3,2,1,1,0
12105.17,864.655,1122.4899999999998,723.9176792739521,1401.26,-1401.26,13,1,6,1,1
4095.0499999999997,585.0071428571429,735.89,817.428462144431,1328.29,-1162.59,6,1,1,1,0
2687.53,335.94125,623.4000000000001,708.24275962085,1162.69,-852.13,6,2,1,2,1
3690.3599999999997,527.1942857142857,799.71,992.578095497732,1581.26,-1071.9,5,2,2,1,1
3029.5,504.9166666666667,690.36,560.1415155714373,985.99,-519.32,5,1,1,1,0
1842.7000000000003,204.74444444444447,408.17,716.2297440785169,1481.31,-1057.72,6,3,1,2,0
2933.35,586.67,836.73,1036.4549297243948,1517.76,-836.73,3,2,1,2,0
3373.3799999999997,562.2299999999999,734.26,737.3999818822889,1195.36,-742.1,5,1,1,1,0
2791.63,398.80428571428575,597.87,682.6039369907253,992.28,-992.28,6,1,1,1,0
2569.16,367.0228571428571,988.14,1207.3358187584524,1249.76,-1674.96,5,2,1,1,0
3878.96,775.792,882.28,492.065358738044,1171.25,-37.39,4,1,1,1,0
673.1399999999998,32.054285714285705,-121.27,538.6820971553764,990.91,-1033.17,5,16,1,1,0
1851.57,370.31399999999996,525.42,869.0310382719365,1189.23,-999.36,4,1,1,1,0
-321.8599999999999,-45.97999999999998,346.45,1194.1380663613957,1459.0,-1727.87,4,3,1,2,0
16086.71,946.2770588235294,1086.62,322.9400672292907,1086.62,121.34,17,0,1,0,0
841.95,140.32500000000002,283.5,772.4233618100892,1157.0,-1157.0,4,2,1,2,0
4145.76,518.22,868.1800000000001,807.4223224912369,1102.39,-897.77,6,2,2,2,1
-9843.28,-656.2186666666668,-880.29,1179.9457529956117,996.55,-1782.17,5,10,1,2,0
1538.1699999999998,192.27124999999998,707.55,1184.388198105883,1601.65,-1342.86,5,3,1,3,1
2261.2799999999997,452.256,646.29,455.24612637561233,715.32,-359.37,4,1,1,1,0
15125.66,1008.3773333333334,1247.46,597.1023800400765,1258.02,-1027.91,14,1,1,1,0
1329.87,221.64499999999998,65.51,341.25684085450945,687.01,-116.75,5,1,1,1,0
3823.5699999999997,424.8411111111111,333.28,1151.5543180571688,1705.26,-1507.73,7,2,1,1,0
2383.79,595.9475,554.66,405.3502562291037,1130.24,144.23,4,0,1,0,0
12923.07,1292.307,1680.42,635.9607859512863,1680.42,-253.31,9,1,1,1,0
466.2500000000001,46.625000000000014,350.35,442.207394562275,350.35,-675.91,7,3,1,2,1
6137.789999999999,767.2237499999999,1125.8049999999998,808.5168785752536,1185.14,-1185.14,7,1,1,1,0
992.6000000000001,82.71666666666668,748.84,1026.700213068621,1512.47,-1512.47,7,5,1,4,1
59.529999999999745,9.921666666666624,-37.735000000000014,1046.4038861628271,1350.41,-1350.41,3,3,1,2,0
694.5600000000001,115.76,199.24,709.264525011649,1237.15,-941.07,4,2,1,2,0
